wObOBw,,U2NydWJieQ==,,,,,RXNmcmlnYQ==,,RXhmb2xpYWRvcg==
bufOBw,,W0JvaWxhXQpXaGF0IGFyZSB5b3UgY3VyaW91cyBhYm91dD8gSXMgdGhlcmUgc29tZXRoaW5nIGFib3V0IHVzIHRoYXQgaW50ZXJlc3RzIHlvdT8=,,,,,W0NhbGRpcmFdCk8gcXVlIHZlaW8gcGVyZ3VudGFyPyBIw6EgYWxnbyBzb2JyZSBuw7NzIHF1ZSBxdWVpcmEgc2FiZXI/,,W0NhbGRlcmFdCsK/UXXDqSB0ZSB0cmFlIHBvciBhcXXDrT8gwr9IYXkgYWxnbyBxdWUgdGUgZMOpIGN1cmlvc2lkYWQgZGUgbm9zb3Ryb3M/
b+fOBw,,QWJvdXQgdGhlIGJvaWxlci4uLg==,,,,,U29icmUgYSBjYWxkZWlyYS4uLg==,,Q2FsZGVyYS4uLg==
cOfOBw,,SGVyYnMgYW5kIHN1Y2guLi4=,,,,,U29icmUgZXJ2YXMgZGUgYmFuaG8uLi4=,,Q29zYXMgY29tbyBoaWVyYmFzIG1lZGljaW5hbGVzLi4u
cefOBw,,W0JvaWxhXQpUaGUgQm9pbGVyPyBBcmUgeW91IGN1cmlvdXMgYWJvdXQgdGhlIEJvaWxlcj8gV2h5PyBBcmUgeW91IHRyeWluZyB0byBzdGVhbCB0aGUgQm9pbGVyPw==,,,,,W0NhbGRpcmFdClBvciBxdWUgcXVlciBzYWJlciBzb2JyZSBhIGNhbGRlaXJhPyBOw6NvIHZhaSB0ZW50YXIgcm91YsOhLWxhLCB2YWk/,,W0NhbGRlcmFdCsK/Q2FsZGVyYT8gwr9UZSBkYSBjdXJpb3NpZGFkIENhbGRlcmE/IMK/UG9yIHF1w6k/IMK/QWNhc28gcXVpZXJlcyByb2JhcnRlIENhbGRlcmE/
cufOBw,,U3RlYWwgdGhlIEJvaWxlcj8=,,,,,Um91YmFyIGEgY2FsZGVpcmE/,,wr9Sb2JhciBDYWxkZXJhPw==
c+fOBw,,W0JvaWxhXQpBaCwgbm8/IFRoZSBpbnRydWRlciBzaG93ZWQgZ3JlYXQgaW50ZXJlc3QgaW4gdGhlIEJvaWxlciBhbmQgdGhlIHN1cHBseSBzeXN0ZW0uIEFuZCB0aGVuIHRoZXkgc3RvbGUgdGhlIEJvaWxlci4gV2l0aG91dCBteSBrbm93bGVkZ2UuCkJ1dCB7MH0gZG9lcyBub3Qgc2VlbSBpbnRlcmVzdGVkIGluIHN1Y2ggdGhpbmdzLiBJIHdvbmRlcmVkIGlmIHlvdSB3YW50ZWQgdG8gdGFrZSB0aGUgQm9pbGVyLiBJZiBub3QsIHRoZW4gbmV2ZXIgbWluZC4=,,,,,W0NhbGRpcmFdCkFoLCBuw6NvPyBPcyBpbnZhc29yZXMgZGVtb25zdHJhcmFtIGVub3JtZSBpbnRlcmVzc2Ugbm8gc2lzdGVtYSBkZSBhYmFzdGVjaW1lbnRvLiBEZXBvaXMgcm91YmFyYW0gYSBjYWxkZWlyYS4gU2VtIHF1ZSBldSBwZXJjZWJlc3NlLgpNYXMgdm9jw6ogbsOjbyB0ZW0gaW50ZXJlc3NlIG5pc3NvLiBQZW5zZWkgcXVlIHRhbHZleiBxdWlzZXNzZSBsZXbDoS1sYS4gU2UgbsOjbywgdHVkbyBiZW0u,,W0NhbGRlcmFdCkFoLCDCv25vPyBFcyBxdWUgZWwgaW50cnVzbyBtb3N0csOzIG11Y2jDrXNpbW8gaW50ZXLDqXMgcG9yIENhbGRlcmEgeSBlbCBzaXN0ZW1hIGRlIHN1bWluaXN0cm8uIFkgbHVlZ28gc2Ugcm9iw7MgQ2FsZGVyYS4gU2luIHF1ZSB5byBtZSBkaWVyYSBjdWVudGEuClBlcm8gY29tbyB7MH0gcGFyZWNlIHF1ZSBubyBzZSBpbnRlcmVzYXLDrWEgcG9yIGVzdGFzIGNvc2FzLCBwZW5zw6kgcXVlIHF1aXrDoSBxdWVyw61hcyBsbGV2YXJ0ZSBDYWxkZXJhLiBTaSBubywgZW50b25jZXMgbm8u
dOfOBw,,W0JvaWxhXQpXaGF0IHdlcmUgdGhleSBwbGFubmluZyB0byBkbyB3aXRoIGl0PyBCdWlsZCBhbiBvcGVuLWFpciBiYXRoIHBlcmhhcHM/CkhtbS4uLiBJIGNhbm5vdCBxdWl0ZSBpbWFnaW5lIHdoYXQgY2FuIGJlIGRvbmUgd2l0aCBhIEJvaWxlci4gQ2FuIGh1bWFucyBtYWtlIHNvbWV0aGluZyB3aXRoIGl0PyBJcyBpdCB0aGUgc2FtZSBmb3IgeW91LCB7MH0/,,,,,W0NhbGRpcmFdCk1hcyBvIHF1ZSBwcmV0ZW5kaWFtIGZhemVyIGNvbSBlbGE/IENvbnN0cnVpciB1bWEgc2F1bmEgY29uY29ycmVudGU/CkhtLi4uIG7Do28gY29uc2lnbyBpbWFnaW5hciBvIHF1ZSBmYXJpYW0gY29tIGEgY2FsZGVpcmEuIEh1bWFub3MgY29uc2VndWVtIGNyaWFyIGFsZ28gY29tIGlzc28/IFZvY8OqIHNhYmUsIHswfT8=,,W0NhbGRlcmFdClBlcm8gZW50b25jZXMsIMK/cGFyYSBxdcOpIHNlIGxsZXbDsyBlc28gZXNlIGludHJ1c28/IMK/UXVlcsOtYSBoYWNlciBhdW5xdWUgZnVlcmEgdW4gYmHDsW8gYWwgYWlyZSBsaWJyZT8KSG1tLi4uIE5vIHNlIG1lIG9jdXJyZSBiaWVuIHF1w6kgc2UgcG9kcsOtYSBoYWNlciBjb24gQ2FsZGVyYS4gwr9QYXJlY2UgcXVlIGxvcyBodW1hbm9zIHB1ZWRlbiBmYWJyaWNhciBhbGdvPyDCv0EgdXN0ZWQgdGFtYmnDqW4gbGUgcGFzYSwgezB9Pw==
defOBw,,V2hhdCBlbHNlIGRpZCB0aGV5IGRvPw==,,,,,TyBxdWUgbWFpcyBvcyBpbnZhc29yZXMgZml6ZXJhbT8=,,wr9RdcOpIG3DoXMgaGljaWVyb24gZWxsb3M/
dufOBw,,W0JvaWxhXQpIbW0uLi4gVGhleSBlbmpveWVkIHNvYWtpbmcsIGJ1dCB0aGV5IHdlcmUgZXZlbiBtb3JlIG9ic2Vzc2VkIHdpdGggdGhlIEJvaWxlci4gVGhleSBhbHNvIHNlZW1lZCBpbnRlcmVzdGVkIGluIHRoZSBwdXJpZmljYXRpb24gZmFjaWxpdGllcy4=,,,,,W0NhbGRpcmFdCkjDoy4uLiBnb3N0YXZhbSBkZSBzZSBiYW5oYXIsIG1hcyBlcmFtIGFpbmRhIG1haXMgb2JjZWNhZG9zIHBlbGEgY2FsZGVpcmEuIFRhbWLDqW0gcGFyZWNpYW0gaW50ZXJlc3NhZG9zIG5hIHB1cmlmaWNhw6fDo28gZGUgw6FndWEu,,W0NhbGRlcmFdCk1tbS4uLiBUYW1iacOpbiBsZSBndXN0YWJhIHN1bWVyZ2lyc2UsIHBlcm8gbcOhcyBxdWUgZXNvLCBlc3RhYmEgbcOhcyBvYnNlc2lvbmFkbyBjb24gQ2FsZGVyYS4gWSBwYXJlY8OtYSBxdWUgdGFtYmnDqW4gbGUgaW50ZXJlc2FiYSBsYSBpbnN0YWxhY2nDs24gZGUgcHVyaWZpY2FjacOzbi4=
d+fOBw,,W0JvaWxhXQpJIHdhcyBleGNpdGVkIGFuZCBleHBsYWluZWQgZXZlcnl0aGluZy4gSSBuZXZlciBleHBlY3RlZCB0aGVtIHRvIHN0ZWFsIHRoZSBCb2lsZXIuIFRydWx5IG5ldmVyLiBJcyB0aGF0IHdoYXQgdGhleSBjYWxsIGh1bWFuIHdoaW0/,,,,,W0NhbGRpcmFdCkZpcXVlaSBhbmltYWRhIGUgZXhwbGlxdWVpIHR1ZG8gcHJhIGVsZXMuIE1hcyBuw6NvIGltYWdpbmVpIHF1ZSByb3ViYXJpYW0gYSBjYWxkZWlyYS4gSXNzbyDDqSBhIGZhbW9zYSBpbm9jw6puY2lhIGh1bWFuYT8=,,W0NhbGRlcmFdCllvLCBlbW9jaW9uYWRvLCBzZSBsbyBleHBsaXF1w6kuIFBlcm8gbm8gcGVuc8OpIHF1ZSBmdWVyYW4gYSByb2JhciBDYWxkZXJhLiBEZSB2ZXJ+ZGFkIHF1ZSBubyBsbyBwZW5zw6kuIMK/RXNvIGVzIGxvIHF1ZSBsbGFtYW4gZWwgZmFtb3NvIGNhcHJpY2hvIGh1bWFubz8=
eOfOBw,,W0JvaWxhXQpEbyB5b3UgYWxzbyBoYXZlIHdoaW1zLCB7MH0/IFRoZXJlIGlzIHN0aWxsIG11Y2ggSSBkbyBub3QgdW5kZXJzdGFuZCBhYm91dCBodW1hbnMuIFRoZXJlIHNlZW1zIHRvIGJlIG11Y2ggSSBtdXN0IGxlYXJuLiBTbyB0aGF0IEkgY2FuIHByZXBhcmUuIFNvIGl0IHdpbGwgbmV2ZXIgYmUgc3RvbGVuIGFnYWluLg==,,,,,W0NhbGRpcmFdClZvY8OqIHNlIGNvbnNpZGVyYSBpbm9jZW50ZSwgezB9PyBBaW5kYSBow6EgY29pc2FzIHF1ZSBuw6NvIHNlaSBzb2JyZSBodW1hbm9zLiBQYXJlY2UgcXVlIHByZWNpc28gYXByZW5kZXIgbWFpcy4gQXNzaW0gcG9kZXJlaSBtZSBwcmVwYXJhci4gUGFyYSBxdWUgbnVuY2EgbWFpcyBtZSByb3ViZW0u,,W0NhbGRlcmFdCsK/VXN0ZWQgdGFtYmnDqW4gdGllbmUgY2FwcmljaG9zLCB7MH0/IEHDum4gaGF5IG11Y2hhcyBjb3NhcyBxdWUgbm8gc8OpIHNvYnJlIGxvcyBodW1hbm9zLiBQYXJlY2UgcXVlIGhheSBtdWNobyBxdWUgZGVibyBzYWJlci4gQXPDrSBwb2Ryw6kgZXN0YXIgcHJlcGFyYWRvLiBQYXJhIHF1ZSBubyB2dWVsdmFuIGEgcm9iYXJsbyBudW5jYSBtw6FzLg==
eefOBw,,W0JvaWxhXQpGb3IgZXhhbXBsZS4gV2hlbiBteSBtYXN0ZXIgc29ha2VkIGluIHRoZSBiYXRoLCBoZSBzYWlkIGl0IHdhcyByZWZyZXNoaW5nLiBJdCB3YXMgY2xlYXJseSBleHRyZW1lbHkgaG90IHdhdGVyLiBJIHdvbmRlcmVkIGlmIEkgaGFkIHNldCB0aGUgdGVtcGVyYXR1cmUgaW5jb3JyZWN0bHkuIEJ1dCBJIGhhZCBub3Qu,,,,,W0NhbGRpcmFdClBvciBleGVtcGxvLCBub3NzbyBtZXN0cmUgZGl6aWEgcXVlIGEgw6FndWEgZXN0YXZhIHJlZnJlc2NhbnRlIHF1YW5kbyBlbnRyYXZhIG5vIGJhbmhvLiBNYXMgZXN0YXZhIGV4dHJlbWFtZW50ZSBxdWVudGUuIFBlbnNlaSBxdWUgdGl2ZXNzZSBhanVzdGFkbyBhIHRlbXBlcmF0dXJhIGVycmFkbywgbWFzIG7Do28u,,W0NhbGRlcmFdClBvciBlamVtcGxvLiBNaSBhbW8gZGlqbyBxdWUgZXJhIHJlZnJlc2NhbnRlIGN1YW5kbyBzZSBzdW1lcmfDrWEgZW4gZWwgYmHDsW8uIFBlcm8gZXJhLCBzaW4gZHVkYSwgdW4gYWd1YSB0cmVtZW5kYW1lbnRlIGNhbGllbnRlLiBQZW5zw6k6IMKrwr9NZSBoYWJyw6kgZXF1aXZvY2FkbyBjb24gbGEgdGVtcGVyYXR1cmE/LCBwZXJvIG5vIGVyYSBlc28u
eufOBw,,W0JvaWxhXQpZZXQgaGUgc2FpZCBpdCB3YXMgcmVmcmVzaGluZy4gV2hhdCBkb2VzIHRoYXQgbWVhbj8gQW0gSSBtaXN1bmRlcnN0YW5kaW5nIHNvbWV0aGluZz8=,,,,,W0NhbGRpcmFdCk1lc21vIGFzc2ltLCBlbGUgZGlzc2UgcXVlIGVzdGF2YSByZWZyZXNjYW50ZS4gTyBxdWUgaXNzbyBzaWduaWZpY2E/IEVzdG91IGludGVycHJldGFuZG8gZXJyYWRvPw==,,W0NhbGRlcmFdClkgYXVuIGFzw60gZGlqbyBxdWUgZXJhIHJlZnJlc2NhbnRlLiDCv1F1w6kgc2lnbmlmaWNhIGVzbz8gwr9FcyBxdWUgeW8gbG8gZW50aWVuZG8gbWFsPw==
e+fOBw,,W0JvaWxhXQpBbHNvLiBXaGVuIHRoZXNlIGRyaWVkIGhlcmJzIGFyZSBzdGVlcGVkIGluIGhvdCB3YXRlciwgdGhlaXIgY29tcG9uZW50cyBhcmUgZXh0cmFjdGVkLiBUaGF0IGlzIGFsbC4KWWV0IHRoZXkgc2F5IGl0IGlzIGdvb2QgZm9yIHRoZSBib2R5IGFuZCBpbnN0cnVjdCB1cyB0byBmaWxsIGV2ZXJ5IGJhdGggd2l0aCB3YXRlciBpbmZ1c2VkIHdpdGggdmFyaW91cyBoZXJicy4gRG8gaHVtYW5zIGJyZWF0aGUgdGhyb3VnaCB0aGVpciBza2luPyBPciBkbyB0aGV5IGRyaW5rIHRoZSB3YXRlciB0aHJvdWdoIGl0Pw==,,,,,W0NhbGRpcmFdCkUgbWFpcy4gUXVhbmRvIHNlIGluZnVuZGVtIGVzc2FzIGVydmFzIHNlY2FzIGVtIMOhZ3VhIHF1ZW50ZSwgb3MgY29tcG9uZW50ZXMgc8OjbyBsaWJlcmFkb3MuIE1hcyDDqSBzw7MgaXNzby4KQWluZGEgYXNzaW0sIGRpemVtIHF1ZSBmYXogYmVtIGFvIGNvcnBvIGUgbWFuZGFtIGVuY2hlciB0b2RhcyBhcyBwaXNjaW5hcyBjb20gZXJ2YXMuIEh1bWFub3MgcmVzcGlyYW0gcGVsYSBwZWxlPyBPdSBiZWJlbSBlc3NhIMOhZ3VhIHBlbGEgcGVsZT8=,,W0NhbGRlcmFdClkgYWRlbcOhcy4gU2kgc2UgaW5mdXNpb25hbiBlc3RhcyBoaWVyYmFzIHNlY2FzIGVuIGFndWEgY2FsaWVudGUsIHN1cyBjb21wb25lbnRlcyBzZSBleHRyYWVuLiBQZXJvIHNvbG8gZXMgZXNvLgpBdW4gYXPDrSwgZGljZW4gcXVlIGVzIGJ1ZW5vIHBhcmEgZWwgY3VlcnBvIHkgcXVlIGhheSBxdWUgbGxlbmFyIHRvZG9zIGxvcyBiYcOxb3MgY29uIGFndWEgaW5mdXNpb25hZGEgY29uIGRpdmVyc2FzIGhpZXJiYXMgbWVkaWNpbmFsZXMuIMK/TG9zIGh1bWFub3MgcmVzcGlyYW4gcG9yIGxhIHBpZWw/IMK/TyBiZWJlbiBlc2EgYWd1YSBwb3IgbGEgcGllbD8=
fOfOBw,,W0JvaWxhXQpIdW1hbnMgaW1tZXJzZSB0aGVtc2VsdmVzIGluIHRoYXQgd2F0ZXIgYW5kIHJlam9pY2UuIFdoeSBpcyB0aGF0Pw==,,,,,W0NhbGRpcmFdCkh1bWFub3MgcGFyZWNlbSBmZWxpemVzIGFvIHNlIGJhbmhhciBuZXNzYSDDoWd1YS4gUG9yIHF1w6o/,,W0NhbGRlcmFdCkxvcyBodW1hbm9zIHNlIGFsZWdyYW4gbWllbnRyYXMgc2Ugc3VtZXJnZW4gZW4gZXNhIGFndWEuIMK/UG9yIHF1w6kgc2Vyw6E/
fefOBw,,W0JvaWxhXQpBaCwgYW5kIGFub3RoZXIgdGhpbmchIFdoeSBkbyB0aGV5IGdyaW5kIHNlYXdlZWQgcGxhY2VkIGFyb3VuZCB0aGUgYmF0aCBhbmQgYXBwbHkgaXQgdG8gdGhlaXIgZmFjZXMgaW5zdGVhZCBvZiBzdGVlcGluZyBpdCBpbiB3YXRlcj8KSSB0cmllZCBpdCBteXNlbGYgb3V0IG9mIGN1cmlvc2l0eSwgYnV0IEkgY291bGQgbm90IHRlbGwgd2hhdCBpdCB3YXMgZ29vZCBmb3IuIFBlcmhhcHMgaXQgaXMgYmVjYXVzZSBJIGFtIGFuIEF1dG9tYXRyb24/,,,,,W0NhbGRpcmFdCkFoLCB0ZW0gbWFpcyEgUG9yIHF1ZSBhcyBhbGdhcyBuw6NvIHPDo28gaW5mdW5kaWRhcyBuYSDDoWd1YSwgbWFzIGFwbGljYWRhcyBubyByb3N0bz8KRmlxdWVpIHTDo28gY3VyaW9zYSBxdWUgZXhwZXJpbWVudGVpIHRhbWLDqW0sIG1hcyBuw6NvIHBlcmNlYmkgYmVuZWbDrWNpbyBhbGd1bS4gVGFsdmV6IHNlamEgcG9ycXVlIHNvdSB1bWEgQXV0w7RtYXRhLg==,,W0NhbGRlcmFdCkFoLCDCoXkgaGF5IG3DoXMhIMK/UG9yIHF1w6kgbGFzIGFsZ2FzIG1vbGlkYXMgcXVlIGVzdMOhbiBjb2xvY2FkYXMgcG9yIGFxdcOtIHkgcG9yIGFsbMOhIGVuIGVsIGJhw7FvIG5vIHNlIHBvbmVuIGVuIGVsIGFndWEgcGFyYSBpbmZ1c2lvbmFybGFzLCBzaW5vIHF1ZSBzZSBhcGxpY2FuIGVuIGxhIGNhcmE/ClRlbsOtYSB0YW50YSBjdXJpb3NpZGFkIHF1ZSB5byB0YW1iacOpbiBsbyBwcm9iw6ksIHBlcm8gbm8gc8OpIGJpZW4gcGFyYSBxdcOpIGVzIGJ1ZW5vLiDCv1NlcsOhIHBvcnF1ZSBzb3kgdW4gYXV0w7NtYXRhPw==
fufOBw,,W0JvaWxhXQpJZiBJIHBvc3Nlc3NlZCB0aGUgZml2ZSBzZW5zZXMgbGlrZSBodW1hbnMsIEkgbWlnaHQgdW5kZXJzdGFuZCB0aGVtIGJldHRlci4gV2h5IGRpZCBteSBtYXN0ZXIgbm90IGdyYW50IHVzIHN1Y2ggdGhpbmdzPw==,,,,,W0NhbGRpcmFdClNlIGV1IHRpdmVzc2Ugb3MgY2luY28gc2VudGlkb3MgY29tbyBvcyBodW1hbm9zLCBwb2RlcmlhIGVudGVuZMOqLWxvcyBtZWxob3IuIFBvciBxdWUgbm9zc28gbWVzdHJlIG7Do28gbm9zIGNvbmNlZGV1IGlzc28/,,W0NhbGRlcmFdClNpIHlvIHRhbWJpw6luIHR1dmllcmEgZXNvIHF1ZSBsbGFtYW4gbG9zIGNpbmNvIHNlbnRpZG9zLCBjb21vIGxvcyBodW1hbm9zLCBwb2Ryw61hIGVudGVuZGVybG9zIG1lam9yLiDCv1BvciBxdcOpIG1pIGFtbyBubyBub3MgZGlvIGFsZ28gYXPDrT8=
f+fOBw,,W0JvaWxhXQpIZXJicz8gQXJlIHlvdSBjdXJpb3VzIGFib3V0IHRoZSBoZXJicyBzdXBwbGllZCB0byB0aGUgYmF0aHM/IFdoeT8gRG8geW91IG5vdCBsaWtlIHRoZSB3YXRlciBzdXBwbGllZCB0byB0aGUgYmF0aHM/,,,,,W0NhbGRpcmFdCkVydmFzPyBUZW0gY3VyaW9zaWRhZGUgc29icmUgYXMgZXJ2YXMgZm9ybmVjaWRhcyBuYSBzYXVuYT8gUG9yIHF1w6o/IE7Do28gZ29zdGEgZGEgw6FndWEgcXVlIMOpIGZvcm5lY2lkYT8=,,W0NhbGRlcmFdCsK/SGllcmJhcyBtZWRpY2luYWxlcz8gwr9MZSBkYW4gY3VyaW9zaWRhZCBsYXMgaGllcmJhcyBtZWRpY2luYWxlcyBxdWUgc2Ugc3VtaW5pc3RyYW4gYWwgYmHDsW8/IMK/UG9yIHF1w6k/IMK/Tm8gbGUgZ3VzdGEgZWwgYWd1YSBxdWUgc2Ugc3VtaW5pc3RyYSBhbCBiYcOxbz8=
gOfOBw,,SSB0cnVseSBsaWtlIGl0Lg==,,,,,UG9ycXVlIHPDo28gZXJ2YXMgYm9hcy4=,,UG9ycXVlIG1lIGVuY2FudGEu
gefOBw,,W0JvaWxhXQpBaCwgSSBzZWUuIE15IG1hc3RlciBjYXJlZnVsbHkgaW5zdHJ1Y3RlZCB3aGljaCBoZXJicyBzaG91bGQgYmUgdXNlZC4gRXZlcnlvbmUgc2VlbXMgdG8gZW5qb3kgdGhlbS4gQnV0IEkgZG8gbm90IHF1aXRlIHVuZGVyc3RhbmQu,,,,,W0NhbGRpcmFdCkFoLCDDqSBtZXNtbz8gTm9zc28gbWVzdHJlIGVzY29saGV1IGN1aWRhZG9zYW1lbnRlIHF1YWlzIGVydmFzIGRldmVyaWFtIHNlciB1c2FkYXMuIFRvZG9zIGdvc3RhbS4gTWFzIGV1IG7Do28gZW50ZW5kby4=,,W0NhbGRlcmFdCkFoaCwgwr92ZXJkYWQ/IEVzIHBvcnF1ZSBtaSBhbW8sIGNvbiBtdWNow61zaW1vIGN1aWRhZG8sIG1lIGluZGljw7MgbGFzIGhpZXJiYXMgbWVkaWNpbmFsZXMgcXVlIGRlYsOtYSB1c2FyLiBBIHRvZG9zIGxlcyBndXN0YS4gUGVybyB5byBubyBsbyBlbnRpZW5kbyBiaWVuLg==
gufOBw,,W0JvaWxhXQpJIHN0ZWVwIHRoZSBoZXJicyBwZXJmZWN0bHkgYW5kIHN1cHBseSB0aGVtIHRvIHRoZSBiYXRocyBleGFjdGx5IGFzIGluc3RydWN0ZWQgYnkgbXkgbWFzdGVyLCBidXQgd2h5IGRvIHdlIHN0ZWVwIGhlcmJzIGF0IGFsbD8=,,,,,W0NhbGRpcmFdCkV1IHByZXBhcm8gYXMgZXJ2YXMgcGVyZmVpdGFtZW50ZSBjb21vIG8gbWVzdHJlIGVuc2lub3UgZSBqb2dvIG5hIMOhZ3VhIGNvbSBwcmVjaXPDo28sIG1hcyBwb3IgcXVlIGluZnVuZGlyIGVydmFzPw==,,W0NhbGRlcmFdCkluZnVzaW9ubyBwZXJmZWN0YW1lbnRlIGxhcyBoaWVyYmFzIG1lZGljaW5hbGVzIHRhbCBjb21vIG1pIGFtbyBtZSBpbmRpY8OzIHkgbGFzIHN1bWluaXN0cm8gY29uIHByZWNpc2nDs24gYWwgYmHDsW8sIHBlcm8gwr9wb3IgcXXDqSBzZSBpbmZ1c2lvbmFuIGxhcyBoaWVyYmFzIG1lZGljaW5hbGVzPw==
g+fOBw,,W0JvaWxhXQpXaGVuIHRoZXNlIGRyaWVkIGhlcmJzIGFyZSBzdGVlcGVkIGluIGhvdCB3YXRlciwgdGhlaXIgY29tcG9uZW50cyBhcmUgZXh0cmFjdGVkLiBUaGF0IGlzIGFsbC4KWWV0IHRoZXkgc2F5IGl0IGlzIGdvb2QgZm9yIHRoZSBib2R5IGFuZCBpbnN0cnVjdCB1cyB0byBmaWxsIGV2ZXJ5IGJhdGggd2l0aCB3YXRlciBpbmZ1c2VkIHdpdGggdmFyaW91cyBoZXJicy4gRG8gaHVtYW5zIGJyZWF0aGUgdGhyb3VnaCB0aGVpciBza2luPyBPciBkbyB0aGV5IGRyaW5rIHRoZSB3YXRlciB0aHJvdWdoIGl0Pw==,,,,,W0NhbGRpcmFdClF1YW5kbyBzZSBpbmZ1bmRlbSBlc3NhcyBlcnZhcyBzZWNhcyBlbSDDoWd1YSBxdWVudGUsIG9zIGNvbXBvbmVudGVzIHPDo28gbGliZXJhZG9zLiBNYXMgw6kgc8OzIGlzc28uCkFpbmRhIGFzc2ltLCBkaXplbSBxdWUgZmF6IGJlbSBhbyBjb3JwbyBlIG1hbmRhbSBlbmNoZXIgdG9kYXMgYXMgcHNpY2luYXMgY29tIGVydmFzLiBIdW1hbm9zIHJlc3BpcmFtIHBlbGEgcGVsZT8gT3UgYmViZW0gZXNzYSDDoWd1YSBwZWxhIHBlbGU/,,W0NhbGRlcmFdClNpIHNlIGluZnVzaW9uYW4gZXN0YXMgaGllcmJhcyBzZWNhcyBlbiBhZ3VhIGNhbGllbnRlLCBzdXMgY29tcG9uZW50ZXMgc2UgZXh0cmFlbi4gUGVybyBzb2xvIGVzIGVzby4KQXVuIGFzw60sIGRpY2VuIHF1ZSBlcyBidWVubyBwYXJhIGVsIGN1ZXJwbyB5IHF1ZSBoYXkgcXVlIGxsZW5hciB0b2RvcyBsb3MgYmHDsW9zIGNvbiBhZ3VhIGluZnVzaW9uYWRhIGNvbiBkaXZlcnNhcyBoaWVyYmFzIG1lZGljaW5hbGVzLiDCv0xvcyBodW1hbm9zIHJlc3BpcmFuIHBvciBsYSBwaWVsPyDCv08gYmViZW4gZXNhIGFndWEgcG9yIGxhIHBpZWw/
hOfOBw,,W0JvaWxhXQpBaCwgYW5kIGFub3RoZXIgdGhpbmchIFdoeSBkbyB0aGV5IGdyaW5kIHNlYXdlZWQgcGxhY2VkIGFyb3VuZCB0aGUgYmF0aCBhbmQgYXBwbHkgaXQgdG8gdGhlaXIgZmFjZXMgaW5zdGVhZCBvZiBzdGVlcGluZyBpdCBpbiB3YXRlcj8=,,,,,W0NhbGRpcmFdCkFoLCB0ZW0gbWFpcyEgUG9yIHF1ZSBhcyBhbGdhcyBuw6NvIHPDo28gaW5mdW5kaWRhcyBuYSDDoWd1YSwgbWFzIGFwbGljYWRhcyBubyByb3N0bz8=,,W0NhbGRlcmFdCkFoLCDCoXkgaGF5IG3DoXMhIMK/UG9yIHF1w6kgbGFzIGFsZ2FzIG1vbGlkYXMgcXVlIGVzdMOhbiBjb2xvY2FkYXMgcG9yIGFxdcOtIHkgcG9yIGFsbMOhIGVuIGVsIGJhw7FvIG5vIHNlIHBvbmVuIGVuIGVsIGFndWEgcGFyYSBpbmZ1c2lvbmFybGFzLCBzaW5vIHF1ZSBzZSBhcGxpY2FuIGVuIGxhIGNhcmE/
hefOBw,,W0JvaWxhXQpXaGVuIG15IG1hc3RlciBzb2FrZWQgaW4gdGhlIGJhdGgsIGhlIHNhaWQgaXQgd2FzIHJlZnJlc2hpbmcuIEl0IHdhcyBjbGVhcmx5IGV4dHJlbWVseSBob3Qgd2F0ZXIuIEkgd29uZGVyZWQgaWYgSSBoYWQgc2V0IHRoZSB0ZW1wZXJhdHVyZSBpbmNvcnJlY3RseS4gQnV0IEkgaGFkIG5vdC4KWWV0IGhlIHNhaWQgaXQgd2FzIHJlZnJlc2hpbmcuIFdoYXQgZG9lcyB0aGF0IG1lYW4/IEFtIEkgbWlzdW5kZXJzdGFuZGluZyBzb21ldGhpbmc/,,,,,W0NhbGRpcmFdCk5vc3NvIG1lc3RyZSBkaXppYSBxdWUgYSDDoWd1YSBlc3RhdmEgcmVmcmVzY2FudGUgcXVhbmRvIGVudHJhdmEgbm8gYmFuaG8uIE1hcyBlc3RhdmEgZXh0cmVtYW1lbnRlIHF1ZW50ZS4gUGVuc2VpIHF1ZSB0aXZlc3NlIGFqdXN0YWRvIGEgdGVtcGVyYXR1cmEgZXJyYWRvLCBtYXMgbsOjby4KTWVzbW8gYXNzaW0sIGRpc3NlIHF1ZSBlc3RhdmEgcmVmcmVzY2FudGUuIE8gcXVlIGlzc28gc2lnbmlmaWNhPyBFc3RvdSBpbnRlcnByZXRhbmRvIGVycmFkbz8=,,W0NhbGRlcmFdCk1pIGFtbyBkaWpvIHF1ZSBlcmEgcmVmcmVzY2FudGUgY3VhbmRvIHNlIHN1bWVyZ8OtYSBlbiBlbCBiYcOxby4gUGVybyBlcmEsIHNpbiBkdWRhLCB1biBhZ3VhIHRyZW1lbmRhbWVudGUgY2FsaWVudGUuIFBlbnPDqTogwqvCv01lIGhhYnLDqSBlcXVpdm9jYWRvIGNvbiBsYSB0ZW1wZXJhdHVyYT8sIHBlcm8gbm8gZXJhIGVzby4KWSBhdW4gYXPDrSBkaWpvIHF1ZSBlcmEgcmVmcmVzY2FudGUuIMK/UXXDqSBzaWduaWZpY2EgZXNvPyDCv0VzIHF1ZSB5byBsbyBlbnRpZW5kbyBtYWw/
