YKeRAg,,TXIuIENsYXVz,,,,,UGFwYWkgTm9lbA==,,U3IuIENsYXVz
/qeRAg,,W1RoYWNoZW50emVdCk9oIHllcywgSSdtIHNvcnJ5LiBJIGFsbW9zdCBmb3Jnb3Qgd2hhdCBJIHByb21pc2VkIHlvdS4gWW91IGFza2VkIG1lIGFib3V0IFNub3d5c25vdydzIG1hZ2ljYWwgZ2lmdCBiYWcsIGRpZG4ndCB5b3U/,,,,,W1Rhc2hpbnplXQpBaCEgQ2VydG8hIEV1IHByb21ldGkuLi4KVGUgY29udGFyIGEgaGlzdMOzcmlhIGRvIEJvbmVjbyBkZSBOZXZlLi4u,,W1RoYWNoZW50emVdCkFoLCBzw60sIGxvIHNpZW50by4gQ2FzaSBvbHZpZG8gbG8gcXVlIHRlIHByb21ldMOtLiBNZSBwcmVndW50YXN0ZSBwb3IgbGEgYm9sc2EgbcOhZ2ljYSBkZSByZWdhbG9zIGRlIE5pZXZlLW5ldsOtbiwgwr92ZXJkYWQ/
/6eRAg,,W1RoYWNoZW50emVdCklmIHlvdSBhbHJlYWR5IG1ldCBVbmNsZSBDYW50YXRhLCB5b3UgbXVzdCBrbm93IGJ5IG5vdyB0aGF0IFNub3d5c25vdyBoYXMgYmVlbiBtYWRlIG91dCBvZiBzb21lIG15c3RlcmlvdXMgc25vdyB0aGF0IGNvdmVyZWQgYSB0aGljayBmaWVsZCBvZiBtYWdpY2FsIGZsb3dlcnMu,,,,,W1Rhc2hpbnplXQpOw6NvIGZvaT8KU2Ugdm9jw6ogasOhIG91dml1IGEgdmVyc8OjbyBkYSBoaXN0w7NyaWEgZG8gVGlvIFBlbHVkby4uLgpFbnTDo28gZGV2ZSBzYWJlciBxdWUgbyBCb25lY28gZGUgTmV2ZS4uLgpGb2kgZmVpdG8gY29tIC4uLgpNdWl0YXMgcGxhbnRhcyBtw6FnaWNhcy4uLgpFIG1pbmVyYWlzIGRhIG5ldmUu,,W1RoYWNoZW50emVdClNpIGNvbm9jZXMgYWwgdMOtbyBDYW50YXRhLCB5YSBkZWJlcyBzYWJlciBxdWUgTmlldmUtbmV2w61uIGVzdMOhIGhlY2hvIGRlIHVuYSBtaXN0ZXJpb3NhIG5pZXZlIHF1ZSBjdWJyw61hIHVuIGNhbXBvIHJlcGxldG8gZGUgZmxvcmVzIG3DoWdpY2FzLg==
AKiRAg,,W1RoYWNoZW50emVdCkkgY2FuJ3QgdGVsbCB5b3UgaG93LCBidXQgd2hlbiBTbm93eXNub3cgd2FzIHJldml2ZWQsIHRoZXJlIHdhcyBhIHJlYWN0aW9uIGJldHdlZW4gdGhlIEFsY2hlbWlzdCdzIG1hdGVyaWFscyBhbmQgdGhlIGVuZXJnaWVzIG9mIFNub3d5c25vdydzIHNub3cu,,,,,W1Rhc2hpbnplXQpBw60gbsOjbyBwcmVjaXNvIGV4cGxpY2FyIG9zIGRldGFsaGVzLi4uClBvciBhbGd1bSBtb3Rpdm8uLi4KQm9uZWNvIGRlIE5ldmUgdm9sdG91IMOgIHZpZGEuLi4KJ0FscXVpbWlhIGRlIFJlc3N1cnJlacOnw6NvJy4uLgpVc291IGFsZ3Vucy4uLgpJdGVucyBkZSBhbHF1aW1pYS4uLg==,,W1RoYWNoZW50emVdCk5vIHB1ZWRvIGV4cGxpY2FyIGVsIHBvcnF1w6ksIHBlcm8gY3VhbmRvIHJldml2aWVyb24gYSBOaWV2ZS1uZXbDrW4sIG9jdXJyacOzIHVuYSByZWFjY2nDs24gZW50cmUgbG9zIG1hdGVyaWFsZXMgZGVsIGFscXVpbWlzdGEgeSBsYSBlbmVyZ8OtYSBkZSBsYSBuaWV2ZSBkZWwgbXXDsWVjby4=
AaiRAg,,W1RoYWNoZW50emVdCkZvciBzb21lIHJlYXNvbiwgU25vd3lzbm93J3MgZ2lmdCBiYWcgY2FuIG5vdyBjcmVhdGUgYXMgbWFueSBwcmVzZW50cyBhcyBTbm93eXNub3cgd2FudHMsIGp1c3QgbGlrZSBTYW50YSBDbGF1cy4=,,,,,W1Rhc2hpbnplXQpRdWFuZG8gZXNzZXMgaXRlbnMgZm9yYW0gcGFyYSBvIGNvcnBvIGRvIEJvbmVjbyBkZSBOZXZlLi4uCkUgZW5jb250cmFyYW0gb3MgZWxlbWVudG9zIGFudGlnb3MuLi4gQ2F1c291IHVtYSByZWHDp8OjbyBxdcOtbWljYS4gCk8gcmVzc3VjaXRvdSBlIGZleiB1bSBncmFuZGUgY2xhcsOjby4uLgpGZXogY3Jlc2NlciBuZWxlIHVtIGJvbHNvIGRlIHByZXNlbnRlcy4uLgpOZXNzZSBib2xzby4uLgpIw6EgdsOhcmlhcyBjb2lzYXMgcXVlIG8gQm9uZWNvIGRlIE5ldmUgc29uaGEgZW0gdGVyLi4u,,W1RoYWNoZW50emVdClBvciBhbGd1bmEgcmF6w7NuLCBsYSBib2xzYSBkZSByZWdhbG9zIGRlIE5pZXZlLW5ldsOtbiBzZSB0cmFuc2Zvcm3DsyBlbiB1bmEgZnVlbnRlIGluYWdvdGFibGUgZGUgcmVnYWxvcywgeSBwdWVkZSBvYnNlcXVpYXIgdGFudG9zIGNvbW8gZGVzZWUsIGlndWFsIHF1ZSBTYW50YSBDbGF1cy4=
AqiRAg,,W1RoYWNoZW50emVdCk9mIGNvdXJzZSwgaWYgdGhpcyBwb3dlciB3ZXJlIHRvIGZhbGwgaW50byB0aGUgaGFuZHMgb2YgZXZpbCwgd2Ugd291bGQgYWxsIGJlIGluIHRyb3VibGUu,,,,,W1Rhc2hpbnplXQpUb2RvcyBvcyBwcmVzZW50ZXMgcXVlIGVsZSBzZW1wcmUgcXVlci4KQcOtIGVsZSBmaWNhIGNvbSBvIHBvZGVyIGRlIHVtIFBhcGFpIE5vZWwuLi4KVW0gcG9kZXIgcGFyZWNpZG8uLi4KU2UgZXNzZSBwb2Rlci4uLgpDYWlyIG5hcyBtw6NvIGVycmFkYXMuLi4KRXN0YXJlbW9zIHBlcmRpZG9zLi4u,,W1RoYWNoZW50emVdCkNpZXJ0YW1lbnRlLCBlc3RhcsOtYW1vcyBlbiBhcHJpZXRvcyBzaSBlc3RlIHBvZGVyIGNheWVyYSBlbiBtYW5vcyBtYWxpbnRlbmNpb25hZGFzLg==
A6iRAg,,W1RoYWNoZW50emVdCkhvd2V2ZXIsIGV2ZXJ5b25lIGtub3dzIHRoYXQgU25vd3lzbm93IGlzIGtpbmQgYW5kIGxvdmluZyB0b3dhcmRzIG90aGVycy4gU28gd2UncmUgbmV2ZXIgd29ycmllZCBhYm91dCBTbm93eXNub3cncyBwb3dlcnMu,,,,,W1Rhc2hpbnplXQpFIGNvbW8gc2FiZSBxdWUgbyBCb25lY28gZGUgTmV2ZS4uLgrDiSBib20gZSBob25lc3RvLi4uClRvZGFzIHBlc3NvYXMgZGUgTHV0aWUuLi4KVMOqbSBiYXN0YW50ZSBmw6kgbm8gQm9uZWNvIGRlIE5ldmUuLi4KVmVyZGFkZWlyYW1lbnRlLg==,,W1RoYWNoZW50emVdClBlcm8gYXF1w60gdG9kbyBlbCBtdW5kbyBzYWJlIHF1ZSBOaWV2ZS1uZXbDrW4gZXMgdW4gc2VyIGFtYWJsZSB5IGNhcmnDsW9zbyBjb24gdG9kb3MsIGFzw60gcXVlIG5vIG5vcyBwcmVvY3VwYSBxdWUgdGVuZ2EgcG9kZXJlcyBtw6FnaWNvcy4=
BKiRAg,,W1RoYWNoZW50emVdCk9oLCBhbmQgSSd2ZSBqdXN0IGhlYXJkIHNvbWUgc2hvY2tpbmcgbmV3cyBmcm9tIF4zMzU1RkZIYXNob2tpaV4wMDAwMDAgdGhlIGNsb3duLiBJdCdzIHF1aXRlIGFuIGludGVyZXN0aW5nIHN0b3J5LCBhY3R1YWxseS4gV2h5IGRvbid0IHlvdSBhc2sgaGltIG1vcmUgYWJvdXQgaXQ/,,,,,W1Rhc2hpbnplXQouLi5BaCEgQWzDqW0gZGlzc28uLi4KUmVjZW50ZW1lbnRlLCBlc2N1dGVpIGRvIF4zMzU1RkYnSGFzb2tpJ14wMDAwMDAuLi4KTyBwYWxoYcOnby4uLgp1bSBib2F0by4uLgrDiSBiZW0gZW5ncmHDp2Fkby4uLiBTZSBxdWlzZXIgc2FiZXIuLi4KUGVyZ3VudGUgYW8gSGFzb2tpLi4u,,W1RoYWNoZW50emVdCkFoLCB5IGVsIHBheWFzbyBeMzM1NUZGSGFzaG9raWleMDAwMDAwIGFjYWJhIGRlIGNvbnRhcm1lIG5vdGljaWFzIGltcGFjdGFudGVzLiBMYSB2ZXJkYWQgZXMgcXVlIGVzIHVuYSBoaXN0b3JpYSBiYXN0YW50ZSBpbnRlcmVzYW50ZS4gwr9Qb3IgcXXDqSBubyBsZSBwcmVndW50YXMgYWwgcmVzcGVjdG8/
BaiRAg,,W1RoYWNoZW50emVdCk1lcnJ5IENocmlzdG1hc34KSG8hIEhvISBIbyE=,,,,,W1Rhc2hpbnplXQpGZWxpeiBOYXRhbCEhCk9oISBPaCEgT2gh,,W1RoYWNoZW50emVdCkZlbGl6IE5hdmlkYWQuCsKhSm8hIMKhSm8hIMKhSm8h
BqiRAg,,W1RoYWNoZW50emVdCkkgY2FuIGZlZWwgdGhlIENocmlzdG1hcyBzcGlyaXQgYWxsIGFyb3VuZCBtZSEgSXQncyBldmVuIGluIHRoZSBleWVzIG9mIHRoZSB5b3VuZyB0cmF2ZWxlcnMgd2hvJ3ZlIGNvbWUgb3V0IGhlcmUgYWxsIHRoZSB3YXkgdG8gTHV0aWUuIEhvaG8sIEkgd2lzaCB5b3UgYSBNZXJyeSBDaHJpc3RtYXMh,,,,,W1Rhc2hpbnplXQpRdWUgbGVnYWwhIENvbW8gw6kgbGVnYWwhClF1YW50b3Mgam92ZW5zIHZpZXJhbSBtZSBwcm9jdXJhciBob2plLgpBc3NpbSBtZSBzaW50byBtYWlzIG5vdmEuLi4Kw4kgbWFyYXZpbGhvc28h,,W1RoYWNoZW50emVdCsKhUHVlZG8gc2VudGlyIGVsIGVzcMOtcml0dSBuYXZpZGXDsW8gYSBtaSBhbHJlZGVkb3IhIEluY2x1c28gZW4gbGEgbWlyYWRhIGRlIGrDs3ZlbmVzIHRyb3RhbXVuZG9zIGNvbW8gdMO6IHF1ZSB2aWVuZW4gYSBMdXRpZS4gwqFKbywgam8sIGpvLCB0ZSBkZXNlbyB1bmEgZmVsaXogTmF2aWRhZCE=
B6iRAg,,W1RoYWNoZW50emVdCldlIGhhdmUgYSBkdW5nZW9uIG5hbWVkCidDaHJpc3RtYXMgZHVuZ2VvbicgYXJvdW5kIGhlcmUuIFdlbGwsIEkgZ3Vlc3MgSSBkb24ndCBuZWVkIHRvIHRlbGwgeW91IG11Y2ggaWYgeW91J3ZlIGhlYXJkIGFib3V0IGl0IGFscmVhZHkuCk9oIHdlbGwuLi4=,,,,,W1Rhc2hpbnplXQpIw6EgdW0gbHVnYXIgZW0gbm9zc2EgdmlsYSBjaGFtYWRvIGNhdmVybmEgc2VjcmV0YSBkZSBuYXRhbC4Kw4kgY29tbyB1bWEgZsOhYnJpY2EgZGUgYnJpbnF1ZWRvcy4Kw4kgdW0gbHVnYXIgbXVpdG8gaW50ZXJlc3NhbnRlLgpTZSB2b2PDqiBqw6EgY29udmVyc291IGNvbSBhbGd1bWFzIHBlc3NvYXMuLi4KVm9jw6ogZGV2ZSBzYWJlciBzb2JyZSBhbGdvLi4uCkFoISBCb20uLi4=,,W1RoYWNoZW50emVdClRlbmVtb3MgdW5hIG1hem1vcnJhIHBvciBhcXXDrQpxdWUgbGxhbWFtb3MgbGEgbWF6bW9ycmEgZGUgTmF2aWRhZC4gQnVlbm8sIHN1cG9uZ28gcXVlIG5vIGhhY2UgZmFsdGEgcXVlIHRlIGhhYmxlIGFsIHJlc3BlY3RvIHNpIHlhIHRlIGVudGVyYXN0ZS4KRW4gZmluLi4u
CKiRAg,,W1RoYWNoZW50emVdCkkgZmlndXJlZCBzb21ldGhpbmcgb3V0IGEgZmV3IGRheXMgYWdvLiBJbiB0aGUgQ2hyaXN0bWFzIGR1bmdlb24sIHlvdSdsbCBydW4gaW50byBjcmVhdHVyZXMgdGhhdCBhcmUgc2ltaWxhciB0byB0aG9zZSBvdXRzaWRlIG9mIHRvd24u,,,,,W1Rhc2hpbnplXQpSZWNlbnRlbWVudGUsIGRlc2NvYnJpLi4uClF1ZSBkZW50cm8gZGEgY2F2ZXJuYS4uLgpPcyBtb25zdHJvcyBkZSBsw6EuLi4KQWxndW5zIGRlbGVzIHNlIHBhcmVjZW0uLi4KQ29tIG9zIGRhIG5vc3NhIHZpbGEuLi4KSWTDqm50aWNvcyE=,,W1RoYWNoZW50emVdCk1lIGRpIGN1ZW50YSBkZSBhbGdvIGhhY2UgdW5vcyBkw61hcy4gRW4gbGEgbWF6bW9ycmEgZGUgTmF2aWRhZCwgcHVlZGVzIGVuY29udHJhciBjcmlhdHVyYXMgc2ltaWxhcmVzIGEgbGFzIHF1ZSBkZWFtYnVsYW4gYWZ1ZXJhIGRlbCBwdWVibG8u
CaiRAg,,W1RoYWNoZW50emVdCkknbSBndWVzc2luZyB0aGF0IG1vbnN0ZXJzIHdhbmRlcmVkIGhlcmUgZnJvbSBvdXRzaWRlIG9mIHRvd24sIGFuZCB3ZXJlIGNoYW5nZWQgYnkgdGhlIGNvbGQgd2VhdGhlciBoZXJlLiBTbyBtb25zdGVycyBhZGFwdGVkIHRvIGxpdmUgaW4gdGhpcyBlbnZpcm9ubWVudC4=,,,,,W1Rhc2hpbnplXQpFbWJvcmEgZWxlcyBwYXJlw6dhbSBvcyBtZXNtb3MuLi4KQW8gdml2ZXIgYXF1aS4uLgpOdW0gbHVnYXIgdMOjbyBmcmlvLi4uCkVsZXMgZGV2ZW0gdGVyIGNhcmFjdGVyw61zdGljYXMgZGlmZXJlbnRlcy4KRWxlcyBkZXZlbSBzZSBhZGFwdGFyLi4uCk9zIGZpbGhvdGVzIGRlbGVzIG5hc2NlbSBhcXVpLg==,,W1RoYWNoZW50emVdClN1cG9uZ28gcXVlIGxvcyBtb25zdHJ1b3MgbGxlZ2Fyb24gYXF1w60gZGVzZGUgbGFzIGFmdWVyYXMgeSBlbCBjbGltYSBnw6lsaWRvIGRlbCBsdWdhciBsb3MgdHJhbnNmb3Jtw7MuIFNlIHBvZHLDrWEgZGVjaXIgcXVlIGxvcyBtb25zdHJ1b3Mgc2UgYWRhcHRhcm9uIGEgZXN0ZSBlbnRvcm5vLg==
CqiRAg,,W1RoYWNoZW50emVdCi4uLgpPa2F5LCBub3cgSSB0aGluayBJIGJldHRlciBiZSByZWFkeSB0byBwaWNrbGUgc29tZSBjYWJiYWdlcy4gSWYgeW91IGRpZG4ndCBrbm93IGFscmVhZHksIEkgbWFrZSB0aGUgYmVzdCBwaWNrbGVzIGFyb3VuZCEgV2h5IGRvbid0IHlvdSB2aXNpdCBtZSBsYXRlciBhbmQgdHJ5IHNvbWU/,,,,,W1Rhc2hpbnplXQpFbGVzIGVzdMOjbyBiZW0/Ci4uLi4uLi4uLgpCb20hIEFjaG8gcXVlIHZvdSBmYXplciBtZXUga2ltY2hpLi4uClVoLUhhIQpEaWNhcyBkZSBraW1jaGk/CidDaG9jb2xhdGUga2ltY2hpJyDDqSBvIG1lbGhvciE=,,W1RoYWNoZW50emVdCi4uLgpTdXBvbmdvIHF1ZSBtZWpvciBtZSBwb25nbyBhIGVuY3VydGlyIGNvbGVzLiBQb3Igc2kgbm8gbG8gc2Fiw61hcywgwqFwcmVwYXJvIGxvcyBtZWpvcmVzIGVuY3VydGlkb3MgZGUgdG9kbyBlbCBwdWVibG8hIMK/UG9yIHF1w6kgbm8gdmllbmVzIG3DoXMgdGFyZGUgYSBwcm9iYXJsb3M/
C6iRAg,,SGFzaG9raWk=,,,,,UGFsaGHDp28gZGUgTmF0YWw=,,SGFzaG9raWk=
DKiRAg,,W0hhc2hva2lpXQpNZWVlZX5ScnJycllZWVkgQ2hyaXN0bWFzfiEKTGEgTGEgTGF+IQpEdW0gZGkgRHVtIGRpIER1bSE=,,,,,W0hhc29raV0KRmVsaXogTmF0YWwgYSB0b2RvcyEhClBpbGVsZSEgUGlsZVBpbGUhIFBpbGVsZWxlIQpMYUxhTGEhIExhTGFMYUxhIQpEb2x1RG9sdWx1IQ==,,W0hhc2hva2lpXQrCoUZlZWVsaWlpaWl6enogTmF2aWRhYWFhZCEKwqFMYSwgbGEsIGxhIQrCoVRhLCB0YXJhcsOhLCB0YXJhcsOhIQ==
DaiRAg,,WW8gQ2xvd24gYm95LCB3aGF0J3MgdXA/,,,,,TyBxdWUgZmF6IHVtIHBhbGhhw6dvPw==,,wr9Ub2RvIGJpZW4gYWNhc28sIHBheWFzbz8=
DqiRAg,,QWJvdXQgU25vd3lzbm93,,,,,UGVyZ3VudGUgc29icmUgbyBCb25lY28gZGUgTmV2ZS4=,,UHJlZ3VudGFyIHNvYnJlIE5pZXZlLW5ldsOtbg==
D6iRAg,,UXVpdCBjb252ZXJzYXRpb24=,,,,,U2FpciBkYSBjb252ZXJzYQ==,,QWJhbmRvbmFyIGxhIGNvbnZlcnNhY2nDs24=
EKiRAg,,W0hhc2hva2lpXQpMYSBMYSBMYX4hCkR1bSBkaSBEdW0gZGkgRHVtIQpPb2gsIEknbSB0cnlpbmcgdG8gdGhpbmsgb2YgYSBnb29kIHNob3cgdG8gcHV0IG9uIGZvciBDaGFydSBDaGFydSBhbmQgTWFyY2VsbCE=,,,,,W0hhc29raV0KUGlsZWxlISBQaWxlUGlsZVBpIQpVaC1odWguLi4gTWV1IERldXMhCkVzdG91IHByZXBhcmFuZG8gdW0gc2hvdy4uLgpQYXJhIHVtYXMgcGVzc29hcyBkZSBMdXRpZS4uLgpEdWFzIGNyaWFuw6dhcyBhZG9yw6F2ZWlzLi4uIENoYXJsaWUgYW5kIE1hcnNoYS4uLgpBc3Npc3RpcsOjby4=,,W0hhc2hva2lpXQrCoUxhLCBsYSwgbGEhCsKhVGEsIHRhcmFyw6EsIHRhcmFyw6EhCsKhVWYsIGVzdG95IHBsYW5pZmljYW5kbyB1biBidWVuIG7Dum1lcm8gcGFyYSBzb3JwcmVuZGVyIGEgQ2hhcmxpZSB5IE1hcnNoYSE=
EaiRAg,,W0hhc2hva2lpXQpUaGV5IGFyZSBnZXR0aW5nIHNtYXJ0ZXIgYW5kIHdpdHRpZXIgZXZlcnlkYXksIGFuZCBub3cgaXQgc2VlbXMgdGhhdCB0aGV5IGRvbid0IGxhdWdoIGF0IG15IGJlc3Qgam9rZXMgYW55bW9yZS4gSG93IGRpZCB0aGV5IGdldCB0byBiZSBzbyBjbGV2ZXI/,,,,,W0hhc29raV0Kw4kgcHJlY2lzbyBzZXIgZXNwZXJ0byBwYXJhIHNlciB1bSBwYWxoYcOnby4uLgpFIHRhbGVudG9zby4uLgpFIGVuZ3Jhw6dhZG8uLi4KTWFzIG7Do28gbXVpdG8uLi4gVGVtIHF1ZSBzZXIgbmEgbWVkaWRhIGNlcnRhLgpNYXMgbsOjbyBzZWkgbyBxdWUgYXMgY3JpYW7Dp2FzIGFuZGFtIGNvbWVuZG8gaG9qZSBlbSBkaWEuLi4KRWxhcyBlc3TDo28gbXVpdG8gZXNwZXJ0YXMuLi4=,,W0hhc2hva2lpXQpDYWRhIGTDrWEgc2UgdnVlbHZlbiBtw6FzIGxpc3RvcyBlIGluZ2VuaW9zb3MsIGFzw60gcXVlIHlhIG5vIHNlIHLDrWVuIGRlIGxvcyBjaGlzdGVzIGRlIHNpZW1wcmUuIMK/RW4gcXXDqSBtb21lbnRvIHNlIHZvbHZpZXJvbiB0YW4gbGlzdG9zPw==
EqiRAg,,W0hhc2hva2lpXQpXZWxsLCBpZiBJIHdvcmsgaGFyZCBlbm91Z2gsIHRoZXkgY2FuJ3QgaGVscCBidXQgbGF1Z2ggYXQgbXkgaGlsYXJpb3VzIGpva2VzISBTby4uLiBJIGJldHRlciBzdGFydCBpbnZlbnRpbmcgYmV0dGVyIGpva2VzLiBMaWtlLCBwcm9udG8u,,,,,W0hhc29raV0KRW50w6NvIHRlbmhvIHF1ZSBzZXIgbWFpcyBjcmlhdGl2by4uLgpQYXJhIHNlciBlIGZhbGFyIGVuZ3Jhw6dhZG8uLi4KRSBmYXrDqi1sYXMgcmlyZW0h,,W0hhc2hva2lpXQpCdWVubywgc2kgbWUgZXNmdWVyem8gbG8gc3VmaWNpZW50ZSwgwqFubyBwb2Ryw6FuIGV2aXRhciBwYXJ0aXJzZSBkZSByaXNhIGNvbiBtaXMgZGl2ZXJ0aWTDrXNpbW9zIGNoaXN0ZXMhIEFzw60gcXVlLi4uIFNlcsOhIG1lam9yIHF1ZSBlbXBpZWNlIGEgaW52ZW50YXIgbWVqb3JlcyBjaGlzdGVzLiBQZXJvIHlhLg==
E6iRAg,,W0hhc2hva2lpXQpMYSBMYSBMYX4hCkR1bSBkaSBEdW0gZGkgRHVtCk1lcnJ5IENocmlzdG1hcyE=,,,,,W0hhc29raV0KR2FHYVd1TGFMYSEKUGlsdSEgTHVQaUxlUGlMZSEKRmVsaXogTmF0YWwhISBEb2x1RG9sdSE=,,W0hhc2hva2lpXQrCoUxhLCBsYSwgbGEhClRhLCB0YXJhcsOhLCB0YXJhcsOhLgrCoUZlbGl6IE5hdmlkYWQh
FKiRAg,,W0hhc2hva2lpXQpEdW0gZGkgRHVtIGRpIER1bQpBaCBoYSEgU28geW91IHdhbm5hIGxlYXJuIG1vcmUgYWJvdXQgU25vd3lzaG93ISBMZXQncyBzZWUuLi4=,,,,,W0hhc29raV0KRG9sdURvbHUhClVoLUhhISBWb2PDqiBvdXZpdSBmYWxhciBkbyBCb25lY28gZGUgTmV2ZS4uLgpFIHZlaW8gbWUgcHJvY3VyYXIuLi4KT2gtSHVoLi4uIMOJIGNsYXJvIHF1ZSBzZWkhCk7Do28gw6kgbmVuaHVtIHNlZ3JlZG8hCk5lbSBuZW5odW1hIG5vdmlkYWRlIQ==,,W0hhc2hva2lpXQpUYSwgdGFyYXLDoSwgdGFyYXLDoS4KwqFBasOhISDCv1F1aWVyZXMgc2FiZXIgbcOhcyBzb2JyZSBOaWV2ZS1uZXbDrW4/IFZlYW1vcy4uLg==
FaiRAg,,W0hhc2hva2lpXQpXZWxsLCB0aGVyZSBhcmUgdHdvIG5hdWdodHkga2lkcywKXjMzNTVGRicgQ2hhcnUgQ2hhcnUgJ14wMDAwMDAgYW5kCl4zMzU1RkYnIE1hcmNlbGwgJ14wMDAwMDAuIFRoZXkgYXR0ZW5kIG15IHNob3cgcmVndWxhcmx5LiBJJ20gZ3Vlc3NpbmcgeW91J3ZlIGhlYXJkIHRoZSBzdG9yeSBmcm9tIENhbnRhdGE/,,,,,W0hhc29raV0Kw4kgc29icmUgZHVhcyBjcmlhbsOnYXMgcXVlIMOgcyB2ZXplcyBhc3Npc3RlbSBhbyBtZXUgc2hvdy4uLgpTw6NvIF4zMzU1RkYnQ2hhcmxpZSdeMDAwMDAwLApFIF4zMzU1RkYnTWFyc2hhJ14wMDAwMDAuCkFjaG8gcXVlIHZvY8OqIG91dml1IGRvIFRpbyBQZWx1ZG8uLi4KU29icmUgdW1hIHZpbGEgYW8gbm9ydGUuLi4KU29icmUgbyBxdWUgYWNvbnRlY2V1LCBuw6NvIMOpPw==,,W0hhc2hva2lpXQpUb2RvIGNvbWVuesOzIGNvbiB1biBwZXF1ZcOxbyB5IHVuYSBwZXF1ZcOxYSwgYW1ib3MgbXV5IHRyYXZpZXNvczoKXjMzNTVGRkNoYXJsaWVeMDAwMDAwIHkKXjMzNTVGRk1hcnNoYV4wMDAwMDAuIEFzaXN0ZW4gcmVndWxhcm1lbnRlIGEgbWlzIG7Dum1lcm9zIGh1bW9yw61zdGljb3MuIMK/U3Vwb25nbyBxdWUgQ2FudGF0YSB5YSB0ZSBjb250w7MgbGEgaGlzdG9yaWE/
FqiRAg,,W0hhc2hva2lpXQpBbnl3YXksIHRoZSB0d28gYmFiaWVzIHRoYXQgd2VyZSBwcm90ZWN0ZWQgaW4gU25vd3lzbm93J3MgYm9zb20/IFl1cCwgdGhhdCdzIHRoZW0uICBCdXQgQ2hhcnUgQ2hhcnUgYW5kIE1hcmNlbGwgZG9uJ3Qgc2VlbSB0byBrbm93IHRoYXQgU25vd3lzbm93IHNhdmVkIHRoZW0u,,,,,W0hhc29raV0KLi4uLi4uLi4uLiBFbnTDo28gdm9jw6ogZGV2ZSBsZW1icmFyLi4uClF1YW5kbyBvIEJvbmVjbyBkZSBOZXZlIGVzdGF2YSBtb3JyZW5kby4uLgpFbGUgcGVnb3UgZHVhcyBjcmlhbsOnYXMgZW0gc2V1cyBicmHDp29zLi4uCkV1IHZvdSBjb250YXIgc29icmUgZWxhcyBhZ29yYS4uLgpQcmVzdGUgYXRlbsOnw6NvIQpDZXJ0byEgRm9pIGFzc2ltIQ==,,W0hhc2hva2lpXQpFbiBmaW4sIMK/cmVjdWVyZGFzIGEgbG9zIGJlYsOpcyBxdWUgZW5jb250cmFyb24gYWN1cnJ1Y2Fkb3Mgc29icmUgTmlldmUtbmV2w61uPyBBc8OtIGVzLCBzb24gZWxsb3MuICBTaW4gZW1iYXJnbywgYWwgcGFyZWNlciBDaGFybGllIHkgTWFyc2hhIG5vIHNhYmVuIHF1ZSBmdWUgZWwgbXXDsWVjbyBkZSBuaWV2ZSBxdWllbiBsb3Mgc2FsdsOzLg==
F6iRAg,,W0hhc2hva2lpXQpTbm93eXNub3cgdG9sZCBtZSB0aGUgc3Rvcnkgb2YgaG93IGhlIGxldCBoaXMgYm9keSBmbHkgaW50byB0aGUgYWlyIHRvIGJsb2NrIHRoZSBnaWFudCBmaXJlIGJhbGwgdGhhdCB3YXMgYWJvdXQgdG8gaGl0IHRoZW0gd2hlbiB0aGV5IHdlcmUgYmFiaWVzLiBGb3IgdGhlaXIgc2FrZSwgaGUgd2FzIHdpbGxpbmcgdG8gc2FjcmlmaWNlIGhpbXNlbGYu,,,,,W0hhc29raV0KTyBCb25lY28gZGUgTmV2ZSBtZSBjb250b3UgYSBoaXN0w7NyaWEgZGUgY29tbyBlbGUgZGVpeG91IHNldSBjb3JwbyB2b2FyIG5vIGFyIHBhcmEgYmxvcXVlYXIgYSBib2xhIGRlIGZvZ28gZ2lnYW50ZSBxdWUgZXN0YXZhIHByZXN0ZXMgYSBhdGluZ2ktbG9zIHF1YW5kbyBlcmFtIGJlYsOqcy4gRWxlIGVzdGF2YSBkaXNwb3N0byBhIHNlIHNhY3JpZmljYXIgcGVsb3MgZG9pcy4=,,W0hhc2hva2lpXQpOaWV2ZS1uZXbDrW4gbWUgY29udMOzIGxhIGhpc3RvcmlhIGRlIGPDs21vIHZvbMOzIHBvciBsb3MgYWlyZXMgcGFyYSBpbnRlcmNlcHRhciBsYSBib2xhIGRlIGZ1ZWdvIGdpZ2FudGUgcXVlIHNlIGRpcmlnw61hIGhhY2lhIGxvcyBiZWLDqXMuIEltYWfDrW5hdGVsbywgZXN0dXZvIGRpc3B1ZXN0byBhIHNhY3JpZmljYXIgc3UgdmlkYSBwb3IgZWxsb3Mu
