ALoQDQ,,QWhpcg==,,,,,QWhpcg==,,QWhpcg==
k7oQDQ,,W0p1bGFuXQpTbyBoZSByZWFsbHkgaGFkIG5vdCBiZWVuIGxpc3RlbmluZyB1cCB1bnRpbCBub3cu,,,,,W0p1bGFuXQpFbnTDo28sIGF0w6kgYWdvcmEsIGVsZSByZWFsbWVudGUgbsOjbyBlc3RhdmEgb3V2aW5kby4=,,W0p1bGFuXQpBc8OtIHF1ZSBoYXN0YSBhaG9yYSBubyBsb3MgZXN0YWJhIGVzY3VjaGFuZG8sIMK/ZWg/
lLoQDQ,,W0theWFyXQpTbnJrLi4uIERvIG5vdCB0ZWFzZSwgSnVsYW4uCldoYXQgbWF0dGVycyBpcyB0aGF0IGhlIGhhcyBkZWNpZGVkIHRvIGRvIHRoaW5ncyBwcm9wZXJseSBub3csIGlzIGl0IG5vdD8=,,,,,W0theWFyXQpIbXBoLi4uIG7Do28gem9tYmUsIEp1bGFuLgpPIGltcG9ydGFudGUgw6kgcXVlIGFnb3JhIGVsZSBkZWNpZGl1IGZhemVyIG8gY2VydG8u,,W0theWFyXQpVZi4uLiBubyB0ZSBidXJsZXMsIEp1bGFuLgpMbyBpbXBvcnRhbnRlIGVzIHF1ZSBoYXlhIGRlY2lkaWRvIGhhY2VybG8gYmllbiBhIHBhcnRpciBkZSBhaG9yYS4=
lboQDQ,,W1JlZHNlbF0KWWVzLCB5ZXMuCkQuLi4gbm8sIE1yLiBBaGFiLCB3aGF0IGhhcyBnb3R0ZW4gaW50byBoaW0/CllvdSBtdXN0IGhhdmUgc3Bva2VuIHZlcnkgd2VsbCwgb2ggaW1wb3J0YW50IHBlcnNvbiwgb3IgcGVyaGFwcyBqdXN0IGFuIG92ZXJseSBub3N5IG9uZS4=,,,,,W1JlZHNlbF0KSXNzbywgaXNzby4KRC4uLiBxdWVybyBkaXplciwgbyBTci4gQWhhYj8gUXVlIHN1cnByZXNhLgpGb2kgdm9jw6ogcXVlIGZhbG91IGJlbSBjb20gZWxlLCBuw6NvIGZvaSwgcGVzc29hIGltcG9ydGFudGUgb3UuLi4gcGVzc29hIGludHJvbWV0aWRhLg==,,W1JlZHNlbF0KU8OtLCBzw60uCkQuLi4uLi4gbm8sIHF1aWVybyBkZWNpciwgZWwgc2XDsW9yIEFoYWIsIMK/cXXDqSBsZSBoYWJyw6EgcGFzYWRvPwpTdXBvbmdvIHF1ZSBoYWJyw6FzIGhhYmxhZG8gYmllbiBjb24gw6lsLCBwZXJzb25hIGltcG9ydGFudGUu
lroQDQ,,W1JlZHNlbF0KVGhhbmsgeW91LiBUaGFua3MgdG8geW91LCB3ZSBubyBsb25nZXIgaGF2ZSB0byBzZW5kIHNvbWVvbmUgYXdheSBmcm9tIGhlcmUuCkV2ZW4gdGhvdWdoIHdlIHNhaWQgd2Ugd291bGQsIGl0IHN0aWxsIGZlbHQgdGVycmlibHkgdW5jb21mb3J0YWJsZS4=,,,,,W1JlZHNlbF0KQWdyYWRlw6dvLiBHcmHDp2FzIGEgdm9jw6osIHRhbWLDqW0gbsOjbyB2YWkgbWFpcyBhY29udGVjZXIgZGUgZXhwdWxzYXJlbSBhbGd1w6ltIGRhcXVpLgpNZXNtbyB0ZW5kbyBzaWRvIHPDsyBwYWxhdnJhcyB2w6NzLCBpc3NvIGFpbmRhIG1lIGRlaXhhdmEgZGVzY29uZm9ydMOhdmVsLg==,,W1JlZHNlbF0KR3JhY2lhcy4gR3JhY2lhcyBhIHRpLCB5YSBubyBoYWJyw6EgcXVlIGVjaGFyIGEgbmFkaWUgZGUgYXF1w60uCkF1bnF1ZSBkaWrDqXJhbW9zIHF1ZSBsbyBoYXLDrWFtb3MsIGxhIHZlcmRhZCBlcyBxdWUgeW8gbWUgc2VudMOtYSBtdXkgaW5jw7Ntb2RvIGNvbiBlc28u
l7oQDQ,,W0theWFyXQpXZSBkbyBub3QgcmVwcmVzZW50IHRoZSB2aWxsYWdlIG1lZXRpbmcuLi4gbWVyZWx5IGF0dGVuZGVlcyBvZiB0aGUgbWVldGluZywgYnV0IHdlIHdvdWxkIGxpa2UgdG8gb2ZmZXIgYSBzbWFsbCB0b2tlbiBvZiBncmF0aXR1ZGUuCkkgYW0gZ2xhZCBzb21lb25lIGxpa2UgeW91IHdhcyBoZXJlLg==,,,,,W0theWFyXQpOw6NvIHBvc3NvIGRpemVyIHF1ZSByZXByZXNlbnRvIGEgcmV1bmnDo28gZGEgdmlsYS4uLiBzb3Ugc8OzIHVtIHBhcnRpY2lwYW50ZSwgbWFzIHZhbW9zIG1vc3RyYXIgdW0gcGVxdWVubyBnZXN0byBkZSBncmF0aWTDo28uCkFpbmRhIGJlbSBxdWUgZXhpc3RlIGFsZ3XDqW0gY29tbyB2b2PDqi4=,,W0theWFyXQpObyByZXByZXNlbnRhbW9zLi4uIGV4YWN0YW1lbnRlIGEgbGEgcmV1bmnDs24gZGVsIHB1ZWJsbywgc29sbyBzb21vcyBhc2lzdGVudGVzLCBwZXJvIHRlIG1vc3RyYXJlbW9zIHVuIHBlcXVlw7FvIGdlc3RvIGRlIGFncmFkZWNpbWllbnRvLgpNZW5vcyBtYWwgcXVlIGhheSBnZW50ZSBjb21vIHTDui4=
mLoQDQ,,W0p1bGFuXQpOb3cgdGhhdCBNci4gQWhhYiBoYXMgc3RhcnRlZCB0byBsaXN0ZW4gdG8gb3RoZXIgcGVvcGxlIGEgbGl0dGxlLi4uIG1heWJlIGhlIGlzIG5vdCBzdWNoIGEgYmFkIHBlcnNvbiBhZnRlciBhbGwuClllcywgdGhpcyBpcyBwcmVjaXNlbHkgaG93IGFkdWx0cyBhcmUgbWVhbnQgdG8gaW50ZXJhY3Qu,,,,,W0p1bGFuXQpBZ29yYSBxdWUgbyBTci4gQWhhYiBjb21lw6dvdSBhIG91dmlyIHVtIHBvdWNvIG8gcXVlIGFzIHBlc3NvYXMgZGl6ZW0uLi4gYWNobyBxdWUgZWxlIHRhbWLDqW0gbsOjbyBwYXJlY2Ugc2VyIHVtYSBwZXNzb2EgdMOjbyBydWltLgrDiSBhc3NpbSBxdWUgb3MgYWR1bHRvcyBzZSByZWxhY2lvbmFtLCBtZXNtby4=,,W0p1bGFuXQpBaG9yYSBxdWUgZWwgc2XDsW9yIEFoYWIgaGEgZW1wZXphZG8gYSBlc2N1Y2hhciB1biBwb2NvIGEgbGEgZ2VudGUuLi4gcGFyZWNlIHF1ZSBubyBlcyB1bmEgcGVyc29uYSB0YW4gbWFsYS4KU8OtLCBhc8OtIGVzIGNvbW8gc2UgcmVsYWNpb25hbiBsb3MgYWR1bHRvcy4=
mboQDQ,,W0p1bGFuXQpJIGFtIGdsYWQgaXQgZGlkIG5vdCBlbmQgd2l0aCBldmVyeW9uZSBzaG91dGluZyBvdmVyIG9uZSBhbm90aGVyIHdpdGggdGhlaXIgZWFycyBjbG9zZWQgdW50aWwgaXQgYmVjYW1lIGEgbWF0dGVyIG9mIHdoZXRoZXIgdG8gZHJpdmUgc29tZW9uZSBvdXQgb3Igbm90LgpJdCBpcyB0aGFua3MgdG8geW91LiBUaGFuayB5b3Uu,,,,,W0p1bGFuXQpBaW5kYSBiZW0gcXVlIG7Do28gYWNhYm91IG5hcXVpbG8gZGUgY2FkYSB1bSB0YXBhciBvcyBvdXZpZG9zLCBncml0YXIgZSBubyBmaW0gZmFsYXIgZW0gZXhwdWxzYXIgb3UgbsOjbyBleHB1bHNhciBhbGd1w6ltLgpGb2kgZ3Jhw6dhcyBhIHZvY8OqLiBBZ3JhZGVjZW1vcyBwb3IgaXNzby4=,,W0p1bGFuXQpNZW5vcyBtYWwgcXVlIG5vIGhlbW9zIGFjYWJhZG8gdG9kb3MgZ3JpdMOhbmRvbm9zIGNvbiBsb3Mgb8OtZG9zIHRhcGFkb3MgeSBkaXNjdXRpZW5kbyBzaSBlY2hhcmxvIG8gbm8uCkhhIHNpZG8gZ3JhY2lhcyBhIHRpLiBHcmFjaWFzLg==
mroQDQ,,S2F5YXI=,,,,,S2F5YXI=,,S2F5YXI=
m7oQDQ,,W0theWFyXQpBaCwgd2hhdCBhIGhlYWRhY2hlLiBUaGVyZSBpcyBhIHRyb3VibGVzb21lIHByb2JsZW0u,,,,,W0theWFyXQpBaCwgcXVlIGRvciBkZSBjYWJlw6dhLiBUZW0gdW0gcHJvYmxlbWEgYmVtIGNoYXRvLg==,,W0theWFyXQpBaCwgcXXDqSBkb2xvciBkZSBjYWJlemEuIFRlbmVtb3MgdW4gcHJvYmxlbWEgbXV5IG1vbGVzdG8u
nLoQDQ,,W0theWFyXQpJdCBpcyBhbiBpbnRlcnBlcnNvbmFsIGlzc3VlLCBzbyBJIGRvIG5vdCB3YW50IHRvIHRhbGsgYWJvdXQgaXQgd2l0aCBhIHN0cmFuZ2VyLi4uLg==,,,,,W0theWFyXQpDb21vIMOpIHVtIHByb2JsZW1hIGRlIHJlbGFjaW9uYW1lbnRvLCBuw6NvIHF1ZXJvIGZhbGFyIGRpc3NvIGNvbSBkZXNjb25oZWNpZG9zLi4uLg==,,W0theWFyXQpFcyB1biBwcm9ibGVtYSBkZSByZWxhY2lvbmVzIGh1bWFuYXMsIGFzw60gcXVlIG5vIG1lIGFwZXRlY2UgaGFibGFybG8gY29uIHVuIGRlc2Nvbm9jaWRvLi4uLg==
nboQDQ,,W0theWFyXQpXb3VsZCBpdCBub3QgbWFrZSBzZW5zZSBpZiB5b3Ugd2VyZSBhIGd1ZXN0IG9mIGltcG9ydGFudCBwZW9wbGU/CldlIGNhbm5vdCBwb3NzaWJseSBrbm93IGV2ZXJ5IGxpdHRsZSBkZXRhaWwgb2YgdGhlIGxlYWRlcnMnIGFmZmFpcnMgaGVyZS4=,,,,,W0theWFyXQpOw6NvIGZhcmlhIHNlbnRpZG8gc2Ugdm9jw6ogZm9zc2UgdW0gY29udmlkYWRvIGRhcyBwZXNzb2FzIGltcG9ydGFudGVzPwpBZmluYWwsIG7Do28gZMOhIHBhcmEgc2FiZXJtb3MgZGV0YWxoZXMgZG9zIGFzc3VudG9zIGRvcyBsw61kZXJlcyBkYXF1aS4=,,W0theWFyXQrCv05vIGVuY2FqYXLDrWEgcXVlIGZ1ZXJhcyB1biBpbnZpdGFkbyBkZSBsYXMgcGVyc29uYXMgaW1wb3J0YW50ZXM/Ck5vc290cm9zIG5vIHRlbmVtb3MgcG9yIHF1w6kgY29ub2NlciBhbCBkZXRhbGxlIGhhc3RhIGxhcyBjb3NhcyBkZSBsb3MgbMOtZGVyZXMgZGUgYXF1w60u
nroQDQ,,W0p1bGFuXQpZb3UsIGlzIHRoYXQgdHJ1ZT8KLi4uLi4uV2VsbCwgaWYgaXQgaXMgc29tZXRoaW5nIGtlcHQgc2VjcmV0IGZyb20gdXMsIEkgc3VwcG9zZSB0aGV5IHdvdWxkIG5vdCB0ZWxsIHVzLg==,,,,,W0p1bGFuXQpWb2PDqiwgaXNzbyDDqSB2ZXJkYWRlPwouLi4uLi5CZW0sIHNlIMOpIHNlZ3JlZG8gcGFyYSBuw7NzLCBpbWFnaW5vIHF1ZSBuw6NvIHbDoSBub3MgY29udGFyLg==,,W0p1bGFuXQrCv0RlIHZlcmRhZCBlcyBhc8OtPwouLi4uLi5CdWVubywgc2kgZXMgdW4gc2VjcmV0byBwYXJhIG5vc290cm9zLCBzdXBvbmdvIHF1ZSBubyBub3MgbG8gZGlyw6FzLg==
n7oQDQ,,W1JlZHNlbF0KSWYgeW91IGFyZSByZWFsbHkgc29tZW9uZSBpbXBvcnRhbnQsIHRoZW4gaGVhciB1cyBvdXQuCllvdSBhcmUgbm90IHNvbWVvbmUgaW1wb3J0YW50PyBFdmVuIHNvLCB5b3UgbXVzdCBiZSBzb21lYm9keSBzaWduaWZpY2FudC4gU28gbGlzdGVuLg==,,,,,W1JlZHNlbF0KU2Ugdm9jw6ogw6kgcmVhbG1lbnRlIGFsZ3XDqW0gaW1wb3J0YW50ZSwgZW50w6NvIG91w6dhIG8gcXVlIHRlbW9zIGEgZGl6ZXIuCk7Do28gw6kgaW1wb3J0YW50ZT8gTWVzbW8gYXNzaW0sIGRldmUgc2VyIGFsZ3XDqW0gcmVsZXZhbnRlLiBFbnTDo28gZXNjdXRlLg==,,W1JlZHNlbF0KU2kgZGUgdmVyZGFkIGVyZXMgYWxndWllbiBpbXBvcnRhbnRlLCBlc2PDumNoYW5vcyB1biBtb21lbnRvLgrCv05vIGVyZXMgYWxndWllbiBpbXBvcnRhbnRlPyBBdW4gYXPDrSwgZGViZXMgZGUgc2VyIGFsZ3VpZW4gcmVsZXZhbnRlLiBFc2PDumNoYW5vcyB1biBwb2NvLg==
oLoQDQ,,W1JlZHNlbF0KVGhhdCBEYWhhYi4uLi4uLiBubywgdGhhdCBpcyBqdXN0IHRoZSBuaWNrbmFtZSB3ZSB1c2UgYW1vbmcgb3Vyc2VsdmVzLgpDb3VsZCB5b3UgZG8gc29tZXRoaW5nIGFib3V0IHRoYXQgb2xkIG1hbiBjYWxsZWQgQWhhYj8=,,,,,W1JlZHNlbF0KQXF1ZWxlIHNlbmhvciBEYWhhYi4uLi4uLiBuw6NvLCBlc3NlIMOpIHPDsyBvIGFwZWxpZG8gcXVlIGRhbW9zIGVudHJlIG7Ds3MuClNlcsOhIHF1ZSB2b2PDqiBwb2RlIGZhemVyIGFsZ3VtYSBjb2lzYSBhIHJlc3BlaXRvIGRhcXVlbGUgc2VuaG9yIGNoYW1hZG8gQWhhYj8=,,W1JlZHNlbF0KRXNlIHNlw7FvciBEYWhhYi4uLi4uLiBubywgYXPDrSBlcyBjb21vIGxlIGxsYW1hbW9zIGVudHJlIG5vc290cm9zLgrCv1BvZHLDrWFzIGhhY2VyIGFsZ28gY29uIGVzZSBzZcOxb3IgbGxhbWFkbyBBaGFiPw==
oboQDQ,,W0p1bGFuXQpIZSBpcyBhIHRydWx5IHRyb3VibGVzb21lIG9sZCBtYW4sIHRoYXQgb25lIQpIZSBiYXJnZXMgaW50byBldmVyeSB2aWxsYWdlIG1lZXRpbmcgYW5kIHNwb3V0cyBub25zZW5zZSwgYW5kIGl0IGlzIGRyaXZpbmcgbWUgbWFkLg==,,,,,W0p1bGFuXQpBcXVlbGUgaG9tZW0gw6kgcmVhbG1lbnRlIHVtIHNlbmhvciBpbnN1cG9ydMOhdmVsIQpFbGUgc2UgbWV0ZSBlbSB0b2RhIHJldW5pw6NvIGRhIHZpbGEgcGFyYSBmYWxhciBib2JhZ2VucywgZSBpc3NvIGVzdMOhIG1lIG1hdGFuZG8u,,W0p1bGFuXQrCoUVzZSBob21icmUgZXMgdW4gYXV0w6ludGljbyBkb2xvciBkZSBjYWJlemEhClNlIG1ldGUgZW4gdG9kYXMgbGFzIHJldW5pb25lcyBkZWwgcHVlYmxvIHBhcmEgZGVjaXIgdG9udGVyw61hcywgeSB5YSBubyBwb2RlbW9zIG3DoXMu
oroQDQ,,W0p1bGFuXQpIZSBuZXZlciBsaXN0ZW5zIHRvIGFueW9uZSBlbHNlIGFuZCBvbmx5IGtlZXBzIHRhbGtpbmcgYWJvdXQgd2hhdCBoZSB3YW50cyB0byBzYXksIGFuZCBpdCBpcyBub3QgZXZlbiBhbnl0aGluZyB1c2VmdWwgdG8gaGVhci4KWWV0IGJlY2F1c2UgaGUgaXMgb2xkZXIsIGhlIGluc2lzdHMgd2UgbXVzdCBsaXN0ZW4gdG8gaGltIGFzIG91ciBzdXBlcmlvciwgYW5kIGhvbmVzdGx5IGl0IGdpdmVzIG1lIHN1Y2ggYSBoZWFkYWNoZS4=,,,,,W0p1bGFuXQpFbGUgbmVtIGVzY3V0YSBvIHF1ZSBvcyBvdXRyb3MgZGl6ZW0gZSBzw7MgZmljYSBkZXNwZWphbmRvIG8gcXVlIHF1ZXIgZmFsYXIsIGUsIHBpb3IgYWluZGEsIG5lbSDDqSBhbGdvIMO6dGlsIGRlIG91dmlyLgpBaW5kYSBpbnNpc3RlIHF1ZSwgcG9yIHNlciBtYWlzIHZlbGhvLCDDqSBhbGd1w6ltIHN1cGVyaW9yIGUgcXVlIGRldmVtb3MgZXNjdXTDoS1sbywgZSBpc3NvIG1lIGTDoSB1bWEgZG9yIGRlIGNhYmXDp2EgdGVycsOtdmVsLg==,,W0p1bGFuXQpObyBlc2N1Y2hhIGEgbmFkaWUgeSBubyBoYWNlIG3DoXMgcXVlIHNvbHRhciBsbyBzdXlvLCB5IGVuY2ltYSBuaSBzaXF1aWVyYSBzb24gY29zYXMgw7p0aWxlcy4KWSBjb21vIMOpbCBkaWNlIHF1ZSwgcG9yIHNlciBtYXlvciwgZXMgdW4gc3VwZXJpb3IgeSBoYXkgcXVlIGVzY3VjaGFybGUsIHRlIGp1cm8gcXVlIG1lIGR1ZWxlIGxhIGNhYmV6YS4=
o7oQDQ,,W0p1bGFuXQpGcm9tIHdoYXQgSSBoZWFyLCBoZSB1c2VkIHRvIGxpdmUgaW4gZ3JhbmQgc3R5bGUgYnkgc2VydmluZyB0aGUgbWlncmFudHMuCklmIGhlIHRoaW5rcyB0aGF0IG1lYW5zIGhlIGNhbiBjb21lIGhlcmUgYW5kIHRlbGwgbmF0aXZlcyB3aGF0IHRvIGRvLCBoZSBpcyBzb3JlbHkgbWlzdGFrZW4u,,,,,W0p1bGFuXQpQZWxvIHF1ZSBvdXZpLCBlbGUgZXJhIGFsZ3XDqW0gcXVlIHZpdmlhIG11aXRvIGJlbSBzZXJ2aW5kbyBhb3MgaW1pZ3JhbnRlcy4KTWFzLCBzZSBwZW5zYSBxdWUgcG9kZSBtYW5kYXIgbm9zIG5hdGl2b3MgY29tIGEgbWVzbWEgYXJyb2fDom5jaWEgZGUgYW50ZXMsIGVzdMOhIG11aXRvIGVuZ2FuYWRvLg==,,W0p1bGFuXQpQb3IgbG8gcXVlIGhlIG/DrWRvLCBmdWUgdW5vIGRlIGVzb3MgcXVlIHZpdsOtYW4gYSBjdWVycG8gZGUgcmV5IHNpcnZpZW5kbyBhIGxvcyBpbm1pZ3JhbnRlcy4KUGVybyBzaSBjcmVlIHF1ZSBwb3IgbG9zIGFpcmVzIHF1ZSBsbGV2YWJhIGVudG9uY2VzIHB1ZWRlIHZlbmlyIGFxdcOtIGEgZGVjaXJsZXMgYSBsb3MgaW5kw61nZW5hcyBsbyBxdWUgdGllbmVuIHF1ZSBoYWNlciwgZXN0w6EgbXV5IGVxdWl2b2NhZG8u
pLoQDQ,,W0theWFyXQpJZiB3ZSBjb3VsZCBzaW1wbHkgZHJpdmUgaGltIG91dCwgSSB3b3VsZCBsaWtlIHRvLgpJZiB3ZSBnYXRoZXIgb3VyIG9waW5pb25zIGFuZCBpbnNpc3Qgc3Ryb25nbHkgZW5vdWdoLCBpdCBtaWdodCBldmVuIHdvcmsu,,,,,W0theWFyXQpTZSBwdWTDqXNzZW1vcyBzaW1wbGVzbWVudGUgZXhwdWxzw6EtbG8sIGV1IGdvc3RhcmlhIGRlIGZhemVyIGlzc28uClRhbHZleiwgc2UgcmV1bmlybW9zIG5vc3NhcyBvcGluacO1ZXMgZSBpbnNpc3Rpcm1vcyBjb20gZm9yw6dhLCBhdMOpIGZ1bmNpb25lLg==,,W0theWFyXQpTaSBwdWRpw6lyYW1vcyBlY2hhcmxvIHNpbiBtw6FzLCBsbyBoYXLDrWFtb3MuClF1aXrDoSwgc2kgcmV1bmnDqXJhbW9zIG51ZXN0cmFzIG9waW5pb25lcyB5IGxvIGRlZmVuZGnDqXJhbW9zIGNvbiBmdWVyemEsIHNlcsOtYSBwb3NpYmxlLg==
pboQDQ,,W1JlZHNlbF0KSGV5LCBoZXksIG5vIG1hdHRlciB3aGF0LCB0aGF0IGlzIG5vdCByaWdodC4KVGhpcyBpcyBhIHBsYWNlIHdoZXJlIHBlb3BsZSB3aXRoIG5vd2hlcmUgZWxzZSB0byBnbyBnYXRoZXIu,,,,,W1JlZHNlbF0KRWksIGVpLCBwb3IgcGlvciBxdWUgc2VqYSwgaXNzbyBuw6NvLgpBcXVpIMOpIHVtIGx1Z2FyIG9uZGUgc2UgcmXDum5lbSBwZXNzb2FzIHF1ZSBuw6NvIHTDqm0gbWFpcyBwYXJhIG9uZGUgaXIu,,W1JlZHNlbF0KT3llLCBveWUsIHBvciBtdWNobyBxdWUgZXNvIHNlYSBhc8OtLCB0YW1wb2NvIHNlIHB1ZWRlIGhhY2VyIGVzby4KRXN0ZSBlcyB1biBsdWdhciBkb25kZSBzZSByZcO6bmUgZ2VudGUgcXVlIHlhIG5vIHRpZW5lIGFkw7NuZGUgaXIu
proQDQ,,W1JlZHNlbF0KSWYgd2UgZHJpdmUgaGltIG91dCBmcm9tIGhlcmUsIHRoZW4gdGhhdCBvbGQgbWFuIHdpbGwgaGF2ZSBub3doZXJlIHRvIGdvLg==,,,,,W1JlZHNlbF0KU2UgbyBleHB1bHNhcm1vcyBkYXF1aSwgYXF1ZWxlIHNlbmhvciByZWFsbWVudGUgbsOjbyB0ZXLDoSBtYWlzIHBhcmEgb25kZSBpci4=,,W1JlZHNlbF0KU2kgbG8gZWNoYW1vcyBkZSBhcXXDrSwgZXNlIHNlw7FvciBubyB0ZW5kcsOhIG5pbmfDum4gc2l0aW8gYWRvbmRlIGlyLg==
p7oQDQ,,W0p1bGFuXQpUaGVuIGhvdyBsb25nIGFyZSB3ZSBzdXBwb3NlZCB0byBrZWVwIHB1dHRpbmcgdXAgd2l0aCB0aGF0IG51aXNhbmNlPwpJIGhhdmUgbm93aGVyZSBlbHNlIHRvIGdvIGJ1dCBoZXJlIHRvbywgc28gZG9lcyB0aGF0IG1lYW4gSSBjYW4gc3RhcnQgYmVoYXZpbmcgaG93ZXZlciBJIHdhbnQgZnJvbSBub3cgb24/,,,,,W0p1bGFuXQpNYXMgaXNzbyBzaWduaWZpY2EgcXVlIHRlbW9zIHF1ZSBjb250aW51YXIgYWd1ZW50YW5kbyBhcXVlbGUgaW5jw7Rtb2RvIHBhcmEgc2VtcHJlPwpFdSB0YW1iw6ltIG7Do28gdGVuaG8gcGFyYSBvbmRlIGlyIGFsw6ltIGRhcXVpLCBlbnTDo28gc2Vyw6EgcXVlIHBvc3NvIGNvbWXDp2FyIGEgZmF6ZXIgbyBxdWUgZXUgcXVpc2VyPw==,,W0p1bGFuXQrCv1kgZW50b25jZXMgY3XDoW50byB0aWVtcG8gdGVuZW1vcyBxdWUgc2VndWlyIGFndWFudGFuZG8gYSBlc2UgaW1wcmVzZW50YWJsZT8KQ29tbyB5byB0YW1wb2NvIHRlbmdvIG90cm8gc2l0aW8gYWRvbmRlIGlyLCDCv2Fob3JhIHJlc3VsdGEgcXVlIHB1ZWRvIGNvbXBvcnRhcm1lIGNvbW8gbWUgZMOpIGxhIGdhbmE/
qLoQDQ,,W0theWFyXQpJZiB5b3UgZG8gaXQgdG9vLCB0aGVuIHdlIHdpbGwgaGF2ZSB0d28gbnVpc2FuY2VzLiBJIHdpbGwgbm90IHN1cnZpdmUgdGhhdC4uLi4=,,,,,W0theWFyXQpTZSBhdMOpIHZvY8OqIGZpemVyIGlzc28sIGVudMOjbyB2w6NvIHNlciBkb2lzIGluY8O0bW9kb3MuIEV1IG7Do28gYWd1ZW50by4uLi4=,,W0theWFyXQpTaSB0w7ogdGFtYmnDqW4gaGFjZXMgZXNvLCB5YSBzZXLDrWFuIGRvcyBpbXByZXNlbnRhYmxlcy4gTm8gcG9kcsOtYSBzb3BvcnRhcmxvLi4uLg==
qboQDQ,,W1JlZHNlbF0KWWVzLCB5b3UgdGhlcmUsIGltcG9ydGFudCBwZXJzb24hIEp1ZGdpbmcgYnkgdGhlIGZhY3QgdGhhdCB5b3UgYXJlIHN0aWxsIGxpc3RlbmluZywgeW91IG11c3QgaGF2ZSBhIGdyZWF0IGludGVyZXN0IGluIG91ciBhZmZhaXJzLgpJdCBkb2VzIG5vdCBtYXR0ZXIgaWYgeW91IGFyZSBub3QgaW1wb3J0YW50LiBZb3Ugbm9zeSBwZXJzb24h,,,,,W1JlZHNlbF0KRWksIHZvY8OqIGHDrSwgcGVzc29hIGltcG9ydGFudGUhIFBlbG8gamVpdG8gYWluZGEgZXN0w6Egb3V2aW5kbywgZW50w6NvIGRldmUgZXN0YXIgYmFzdGFudGUgaW50ZXJlc3NhZG8gbm8gbm9zc28gYXNzdW50bywgbsOpPwpNZXNtbyBxdWUgbsOjbyBzZWphIGltcG9ydGFudGUsIHR1ZG8gYmVtLiBWb2PDqiDDqSB1bWEgcGVzc29hIGludHJvbWV0aWRhIQ==,,W1JlZHNlbF0KU8OtLCB1c3RlZCwgcGVyc29uYSBpbXBvcnRhbnRlLiBQb3IgY8OzbW8gc2lndWUgYXF1w60gZXNjdWNoYW5kbywgZGViZSBkZSBpbnRlcmVzYXJsZSBiYXN0YW50ZSBudWVzdHJvIGFzdW50bywgwr92ZXJkYWQ/CkF1bnF1ZSBubyBzZWEgdW5hIHBlcnNvbmEgaW1wb3J0YW50ZSwgbWUgZGEgaWd1YWwuIMKhUGVyc29uYSBlbnRyb21ldGlkYSE=
qroQDQ,,W0theWFyXQpJbiBvdXIgdmlsbGFnZSwgaXQgaXMgbm90IG9ubHkgaW1wb3J0YW50IHBlb3BsZSB3aG8gYXR0ZW5kIHRoZSB2aWxsYWdlIG9wZXJhdGlvbnMgbWVldGluZy4KT2YgY291cnNlLCB0aGUgZmluYWwgZGVjaXNpb25zIGFyZSBtYWRlIGJ5IHRoZSBpbXBvcnRhbnQgcGVvcGxlLCBidXQgc3RpbGwuLi4u,,,,,W0theWFyXQpOYSBub3NzYSB2aWxhLCBuw6NvIHPDo28gc8OzIGFzIHBlc3NvYXMgaW1wb3J0YW50ZXMgcXVlIHBhcnRpY2lwYW0gZGEgcmV1bmnDo28gc29icmUgYSBhZG1pbmlzdHJhw6fDo28gZGEgdmlsYS4KQ2xhcm8gcXVlIGFzIGRlY2lzw7VlcyBlbSBzaSBzw6NvIHRvbWFkYXMgcGVsYXMgcGVzc29hcyBpbXBvcnRhbnRlcywgbWFzIG1lc21vIGFzc2ltLi4uLg==,,W0theWFyXQpFbiBudWVzdHJvIHB1ZWJsbyBubyBzb2xvIGxhcyBwZXJzb25hcyBpbXBvcnRhbnRlcyBwYXJ0aWNpcGFuIGVuIGxhIHJldW5pw7NuIGRvbmRlIHNlIGdlc3Rpb25hIGVsIHB1ZWJsby4KQ2xhcm8gcXVlIGxhcyBkZWNpc2lvbmVzIGVuIHPDrSBsYXMgdG9tYW4gbGFzIHBlcnNvbmFzIGltcG9ydGFudGVzLCBwZXJvIGF1biBhc8OtLi4uLg==
q7oQDQ,,W0theWFyXQpTbyBqdXN0IGJlY2F1c2Ugc29tZW9uZSBwYXJ0aWNpcGF0ZXMgaW4gdGhlIG1lZXRpbmcgZG9lcyBub3QgbWVhbiB0aGV5IGFjdCBhbGwgaGlnaCBhbmQgbWlnaHR5LgpFeGNlcHQgZm9yIHRoYXQgRGFoYWIgb2xkIG1hbiwgdGhhdCBpcy4=,,,,,W0theWFyXQpPdSBzZWphLCBwYXJ0aWNpcGFyIGRhIHJldW5pw6NvIG7Do28gw6kgbW90aXZvIHBhcmEgZmljYXIgc2UgYWNoYW5kby4KRXhjZXRvIHBvciBhcXVlbGUgc2VuaG9yIERhaGFiLg==,,W0theWFyXQpBc8OtIHF1ZSwgcG9yIHBhcnRpY2lwYXIgZW4gbGEgcmV1bmnDs24sIG5hZGllIHZhIHByZXN1bWllbmRvLgpTYWx2byBlc2Ugc2XDsW9yIGRlIERhaGFiLCBjbGFyby4=
