oPmLDA,,WXVsbWE=,,,,,WXVsbWE=,,WXVsbWE=
TfqLDA,,W0Fuc3VyaWFdClRoYW5rcyB0byB0aGUgZ3JvdW5kd29yayB5b3UgbGFpZCBhaGVhZCBvZiB1cywgb3VyIGVudHJ5IHNob3VsZCBiZSBzbW9vdGggc2FpbGluZy4KTXkgZGVlcGVzdCBncmF0aXR1ZGUu,,,,,W0Fuc3VyaWFdCkdyYcOnYXMgYW8gSGVyw7NpIHRlciBsaW1wYWRvIG8gY2FtaW5obyBhbnRlcywgYSBnZW50ZSB2YWkgY29uc2VndWlyIGVudHJhciBzZW0gcHJvYmxlbWFzLCBuw6k/Ck11aXRvIG9icmlnYWRhLg==,,W0Fuc3VyaWFdCkdyYWNpYXMgYSBxdWUgZWwgSMOpcm9lIHNlIGFkZWxhbnTDsyB5IGRlc3BlasOzIGVsIGNhbWlubywgcG9kcmVtb3MgYXZhbnphciBzaW4gcHJvYmxlbWFzLgpUZSBsbyBhZ3JhZGV6Y28gbXVjaG8u
TvqLDA,,W0Fuc3VyaWFdCldvcmtpbmcgYWxvbmdzaWRlIHNvbWVvbmUgb3V0c2lkZSB0aGUgUmViZWxsaW9uLCBJJ3ZlIG5ldmVyIGZlbHQgc3VjaCBwZXJmZWN0IHN5bmVyZ3kgYmVmb3JlLgpTaXIgSGVybywgY291bGQgeW91IGpvaW4gdXMgYWdhaW4gdG9tb3Jyb3c/,,,,,W0Fuc3VyaWFdCsOJIGEgcHJpbWVpcmEgdmV6IHF1ZSBzaW50byBxdWUgYSBnZW50ZSBzZSBkw6EgdMOjbyBiZW0gdHJhYmFsaGFuZG8gY29tIG8gcGVzc29hbCBkZSBmb3JhIGRhIFJlYmVsacOjby4KSGVyw7NpLCB2b2PDqiB2YWkgcGFydGljaXBhciBkYSBtaXNzw6NvIGFtYW5ow6MgdGFtYsOpbT8=,,W0Fuc3VyaWFdCkVzIGxhIHByaW1lcmEgdmV6IHF1ZSBzaWVudG8gcXVlIG5vcyBsbGV2YW1vcyB0YW4gYmllbiB0cmFiYWphbmRvIGNvbiBnZW50ZSBkZSBmdWVyYSBkZSBsYSBSZWJlbGnDs24uCkjDqXJvZSwgwr9wYXJ0aWNpcGFyw6FzIGVuIGxhIG1pc2nDs24gZGUgbWHDsWFuYSB0YW1iacOpbj8=
T/qLDA,,RXJyb3IgMDA1,,,,,RXJybyAwMDU=,,RXJyb3IgMDA1
UPqLDA,,W0Fuc3VyaWFdCkZvciBub3csIHRoZSBSZWJlbGxpb24gZm9yY2VzIGFyZSBpbnNpZGUsIGNhcnJ5aW5nIG91dCB0aGVpciBvd24gbWlzc2lvbnMuCllvdSBzaG91bGQgZ28gZ2V0IHNvbWUgbW9yZSByZXN0LCBzaXIgaGVyby4=,,,,,W0Fuc3VyaWFdCk5vIG1vbWVudG8sIGEgdHJvcGEgZGEgUmViZWxpw6NvIGVzdMOhIGzDoSBkZW50cm8sIHRyYWJhbGhhbmRvIHBvciBjb250YSBwcsOzcHJpYS4KVm9jw6ogcG9kZSBkZXNjYW5zYXIgdW0gcG91Y28gbWFpcyBhbnRlcyBkZSB2aXIu,,W0Fuc3VyaWFdCkFob3JhIG1pc21vLCBsYSB0cm9wYSBkZSBsYSBSZWJlbGnDs24gZXN0w6FuIGRlbnRybywgbGxldmFuZG8gYSBjYWJvIHN1cyBwcm9waWFzIG1pc2lvbmVzLgpEZWJlcsOtYXMgaXIgYSBkZXNjYW5zYXIgdW4gcG9jbyBtw6FzLCBow6lyb2Uu
UfqLDA,,W0Fuc3VyaWFdClRoaXMgaXMuLi4gYSBoaWdobHkgY2xhc3NpZmllZCBtYXR0ZXIuIEkgd2lzaCB0byBlbnRydXN0IGl0IG9ubHkgdG8geW91LCBUcmF2ZWxlci4=,,,,,W0Fuc3VyaWFdCklzc28gw6kuLi4gdW1hIG1pc3PDo28gZGUgYWx0byBuw612ZWwgZGUgc2VndXJhbsOnYSwgZW50w6NvIGdvc3RhcmlhIGRlIHBlZGlyIGFwZW5hcyBhIHZvY8OqLCBWaWFqYW50ZS4=,,W0Fuc3VyaWFdCkVzdG8gZXMuLi4gdW4gYXN1bnRvIGRlIGFsdG8gbml2ZWwgZGUgc2VndXJpZGFkLCBhc8OtIHF1ZSBzb2xvIHF1aWVybyBwZWTDrXJ0ZWxvIGEgdGksIFRyb3RhbXVuZG9zLg==
UvqLDA,,W0Fuc3VyaWFdCkkgZGlkbid0IHdhbnQgaXQgdG8gZ28gdGhyb3VnaCB0b28gbWFueSBwZW9wbGUsIHNvIEkgZXhjbHVkZWQgdGhlIFJlYmVsbGlvbiBmb3JjZXMgZnJvbSB0aGlzLg==,,,,,W0Fuc3VyaWFdCkNvbW8gbsOjbyBxdWVybyBxdWUgaXNzbyBwYXNzZSBwb3IgbXVpdGFzIHBlc3NvYXMsIGV4Y2x1w60gYXMgZm9yw6dhcyBkYSBSZWJlbGnDo28gZGVzc2EgbWlzc8Ojby4=,,W0Fuc3VyaWFdCk5vIHF1ZXLDrWEgcXVlIHNlIGNvcnJpZXJhIGxhIHZveiwgYXPDrSBxdWUgZGVjaWTDrSBleGNsdWlyIGEgbGFzIHRyb3BhcyBkZSBsYSBSZWJlbGnDs24gZGUgZXN0ZSBhc3VudG8u
U/qLDA,,W0Fuc3VyaWFdCkl0J3Mgbm90aGluZyBlbHNl4oCUd2UncmUgc2VhcmNoaW5nIGZvciA8Rk9OVCBDT0xPUiA9IDAwMDBDRD5XZXJuZXIncyBUcmFjZXM8L0ZPTlQ+IG9uIHRoZSAxc3QgZmxvb3Igb2YgdGhlIEFtaWNpdGlhIEFiYW5kb25lZCBMYWIu,,,,,W0Fuc3VyaWFdCk7Do28gw6kgbmFkYSBkZSBtYWlzLCB0cmF0YS1zZSBkZSBlbmNvbnRyYXIgPEZPTlQgQ09MT1IgPSAwMDAwQ0Q+VmVzdMOtZ2lvcyBkZSBXZXJuZXI8L0ZPTlQ+IG5vIDHCuiBhbmRhciBkbyBMYWJvcmF0w7NyaW8gQWJhbmRvbmFkbyBBbWljaXRpYS4=,,W0Fuc3VyaWFdCk5vIGVzIG90cmEgY29zYSBzaW5vIGJ1c2NhciA8Rk9OVCBDT0xPUiA9IDAwMDBDRD5SYXN0cm9zIGRlIFdlcm5lcjwvRk9OVD4gZW4gZWwgcHJpbWVyIHBpc28gZGVsIExhYm9yYXRvcmlvIEFiYW5kb25hZG8gQW1pY2l0aWEu
VPqLDA,,W0Fuc3VyaWFdCldlIHdhbnQgdG8ga25vdyB3aGF0IHBhcnQgb2YgQW1pY2l0aWEgV2VybmVyIHdhcyByZXNwb25zaWJsZSBmb3IgYW5kIHdoYXQga2luZHMgb2YgZXhwZXJpbWVudHMgaGUgY29uZHVjdGVkIHRoZXJlLgpQbGVhc2UgYnJpbmcgdXMgYW55dGhpbmcgeW91IGNhbiBmaW5kIHRoYXQgbWlnaHQgaGF2ZSBhZmZlY3RlZCB0aGUgbGFiLg==,,,,,W0Fuc3VyaWFdClF1ZXJlbW9zIHNhYmVyIHF1YWwgcGFydGUgZG8gQW1pY2l0aWEgbyBXZXJuZXIgZXJhIHJlc3BvbnPDoXZlbCBlIHF1ZSB0aXBvIGRlIGV4cGVyaW1lbnRvcyBlbGUgY29uZHV6aWEgbMOhLgpQb3IgZmF2b3IsIHRyYWdhIHF1YWxxdWVyIGNvaXNhIHF1ZSBwb3NzYSB0ZXIgYWZldGFkbyBvIGxhYm9yYXTDs3Jpby4=,,W0Fuc3VyaWFdCk5vcyBndXN0YXJpYSBzYWJlciBxdcOpIHNlY2Npw7NuIGRlIEFtaWNpdGlhIGFkbWluaXN0cmFiYSBXZXJuZXIgeSBxdcOpIHRpcG8gZGUgZXhwZXJpbWVudG9zIHJlYWxpemFiYSBhbGzDoS4KUG9yIGZhdm9yLCB0cmFlIGN1YWxxdWllciBjb3NhIHF1ZSBwdWVkYSBoYWJlciBhZmVjdGFkbyBhbCBsYWJvcmF0b3Jpby4=
VfqLDA,,W0Fuc3VyaWFdCkRvY3VtZW50cywgZmlsZXMsIGRhdGEuLi4gYW55dGhpbmcuCkNvdWxkIHlvdSBnbyB0aGVyZSBhbmQgY2hlY2s/,,,,,W0Fuc3VyaWFdCkRvY3VtZW50b3MsIGFycXVpdm9zLCBkYWRvcy4uLiB2YWxlIHF1YWxxdWVyIGNvaXNhLgpWb2PDqiBwb2RlIGlyIGzDoSBjb25mZXJpcj8=,,W0Fuc3VyaWFdCkRvY3VtZW50b3MsIGFyY2hpdm9zLCBkYXRvcy4uLiBjdWFscXVpZXIgY29zYSBtZSBzaXJ2ZS4Kwr9Qb2Ryw61hcyBpciBhIGNvbXByb2JhcmxvPw==
VvqLDA,,SSdsbCBnbyB0aGVyZS4=,,,,,Vm91IGNvbmZlcmlyLg==,,Vm95IGEgY29tcHJvYmFybG8u
V/qLDA,,SSB3b24ndCBnby4=,,,,,TsOjbyB2b3Uu,,Tm8gbWUgdm95Lg==
WPqLDA,,W0Fuc3VyaWFdClZlcnkgd2VsbC4gSXQgd29uJ3QgYmUgZWFzeSB0byBmaW5kLCBzby4uLiBJIGFzayB0aGF0IHlvdSBicmluZyBiYWNrIGp1c3Qgb25lIHRyYWNlLCBhbnkgdHJhY2UgYXQgYWxsLgpXZWxsIHRoZW4sIEknbGwgYmUgY291bnRpbmcgb24geW91Lg==,,,,,W0Fuc3VyaWFdClR1ZG8gYmVtLiBDb21vIG7Do28gZGV2ZSBzZXIgZsOhY2lsIGRlIGVuY29udHJhci4uLiBwZcOnbyBxdWUgdHJhZ2EgYXBlbmFzIHVtIMO6bmljbyB2ZXN0w61naW8sIHF1YWxxdWVyIHF1ZSBzZWphLgpFbnTDo28sIGNvbnRvIGNvbSB2b2PDqi4=,,W0Fuc3VyaWFdCk11eSBiaWVuLiBDb21vIG5vIHNlcsOhIGbDoWNpbCBlbmNvbnRyYXJsby4uLiBhc8OtIHF1ZSB0ZSBwaWRvIHF1ZSBtZSB0cmFpZ2FzIGF1bnF1ZSBzZWEgdW4gc29sbyBpbmRpY2lvLgpCdWVubywgY3VlbnRvIGNvbm1pZ28u
WfqLDA,,W0Fuc3VyaWFdCkkgc2VlLiBJdCdzIGRlZmluaXRlbHkgbm90IGEgcGxlYXNhbnQgdGhpbmcgdG8gZG8sIGlzIGl0Pw==,,,,,W0Fuc3VyaWFdCkVudGVuZG8uIMOJIHJlYWxtZW50ZSB1bSB0cmFiYWxobyBjaGF0by4uLg==,,W0Fuc3VyaWFdCllhIHZlby4gRXMgdW4gYXN1bnRvIHVuIHBvY28gbW9sZXN0by4uLg==
WvqLDA,,W0Fuc3VyaWFdCkknZCBhcHByZWNpYXRlIGl0IGlmIHlvdSBjb3VsZCBrZWVwIHRoaXMgcmVxdWVzdCBjb25maWRlbnRpYWwu,,,,,W0Fuc3VyaWFdCkFncmFkZWNlcmlhIHNlIG1hbnRpdmVzc2VzIGlzc28gZW0gc2VncmVkby4=,,W0Fuc3VyaWFdClRlIGFncmFkZWNlcsOtYSBxdWUgbWFudHV2aWVyYXMgZW4gc2VjcmV0byBxdWUgdGUgaGUgcGVkaWRvIGVzdG8u
W/qLDA,,W0Fuc3VyaWFdCkl0IHdvbid0IGJlIGVhc3kgdG8gZmluZC4uLiBJJ2QgYXBwcmVjaWF0ZSBpdCBpZiB5b3UgY291bGQgYnJpbmcgYmFjayBqdXN0IG9uZSB0cmFjZSwgYW55IHRyYWNlIGF0IGFsbC4KV2VsbCB0aGVuLCBJJ2xsIGJlIGNvdW50aW5nIG9uIHlvdS4=,,,,,W0Fuc3VyaXlhXQpDb21vIG7Do28gZGV2ZSBzZXIgZsOhY2lsIGRlIGVuY29udHJhci4uLiBwZcOnbyBxdWUgdHJhZ2EgYXBlbmFzIHVtIMO6bmljbyBpbmTDrWNpbywgcXVhbHF1ZXIgcXVlIHNlamEuCkVudMOjbywgY29udG8gY29tIHZvY8OqLg==,,W0Fuc3VyaWFdCkNvbW8gc8OpIHF1ZSBubyBzZXLDoSBmw6FjaWwgZW5jb250cmFybG8uLi4gYXPDrSBxdWUgdGUgcGlkbyBxdWUgbWUgdHJhaWdhcyBhdW5xdWUgc2VhIHVuYSBzb2xhIHBpc3RhLgpDdWVudG8gY29udGlnby4=
XPqLDA,,W0Fuc3VyaWFdCkRpZCB5b3UgZmluZCBoaXMgdHJhY2VzPw==,,,,,W0Fuc3VyaWFdClZvY8OqIGVuY29udHJvdSBhbGd1bSB2ZXN0w61naW8/,,W0Fuc3VyaWFdCsK/RW5jb250cmFzdGUgYWxnw7puIHJhc3Rybz8=
XfqLDA,,T2gsIHRoaXMgaXMgYSByZXNlYXJjaCBqb3VybmFsLiBZb3UndmUgZm91bmQgc29tZXRoaW5nIHZhbHVhYmxlLg==,,,,,QWgsIGlzc28gw6kgdW0gZGnDoXJpbyBkZSBwZXNxdWlzYS4gRW5jb250cmFzdGUgYWxnbyB2YWxpb3NvLg==,,T2gsIGVzdG8gZXMgdW4gZGlhcmlvIGRlIGludmVzdGlnYWNpw7NuLiBFbmNvbnRyYXN0ZSBhbGdvIHZhbGlvc28u
XvqLDA,,QWgsIHRoaXMgaXMgYSBkaXNjLiBJdCBsb29rcyB1c2VmdWwu,,,,,QWgsIGlzc28gw6kgdW0gZGlzY28uIFZhaSBzZXIgw7p0aWwu,,QWgsIMK/ZXN0byBlcyB1biBkaXNjbz8gTWUgdmEgYSBzZXIgw7p0aWwu
X/qLDA,,V2hhdCdzIHRoaXM/IEl0J3MgbG9uZyBhbmQgY3VybHkuLi4gaGFpcj8=,,,,,TyBxdWUgw6kgaXNzbz8gVW0gY2FiZWxvIGNvbXByaWRvIGUgZW5jYXJhY29sYWRvLi4uIHVtIGZpbyBkZSBjYWJlbG8/,,wr9RdcOpIGVzIGVzdG8/IFVuIHBlbG8gbGFyZ28geSBvbmR1bGFkby4uLiDCv3VuIG1lY2jDs24/
YPqLDA,,QSBidXNpbmVzcyBjYXJkIGhvbGRlciwgaHVoPyBUaGF0IGxvb2tzIGhlbHBmdWwu,,,,,VW0gcG9ydGEtY2FydMO1ZXMsIHBhcmVjZSBxdWUgdmFpIHNlciDDunRpbC4=,,VW4gdGFyamV0ZXJvLCBwYXJlY2UgcXVlIG1lIHZhIGEgc2VydmlyLg==
YfqLDA,,WW91J3ZlIGdvdCB0aGUgcmlnaHQgb25lLiBJIHJlY29nbml6ZSBXZXJuZXIncyBoYW5kd3JpdGluZy4=,,,,,Vm9jw6ogdmVpbyBhbyBsdWdhciBjZXJ0by4gRXNzYSBhbm90YcOnw6NvIMOpIGEgY2FsaWdyYWZpYSBkbyBXZXJuZXIu,,SGFzIHZlbmlkbyBhbCBsdWdhciBjb3JyZWN0by4gRXN0YSBub3RhIHRpZW5lIGxhIGxldHJhIGRlIFdlcm5lci4=
YvqLDA,,W0Fuc3VyaWFdClRoYW5rIHlvdS4gSSdsbCBzZW5kIHRoaXMgdG8gdGhlIFNlY3JldCBXaW5ncyBmb3IgdGhlaXIgYWdlbnRzIHRvIGludmVzdGlnYXRlLgpOb3csIEkgc2hvdWxkIHJlcGF5IHlvdSBmb3IgeW91ciBoYXJkIHdvcmsu,,,,,W0Fuc3VyaWFdCk9icmlnYWRhLiBWb3UgcGFzc2FyIGlzc28gcGFyYSBvcyBpbmZvcm1hbnRlcyBkbyBWZW50byBTZWNyZXRvIHBhcmEgcXVlIGVsZXMgaW52ZXN0aWd1ZW0uCkVudMOjbywgdm9jw6ogZGV2ZSByZWNlYmVyIGEgcmVjb21wZW5zYSBwZWxvIHNldSB0cmFiYWxoby4=,,W0Fuc3VyaWFdCkdyYWNpYXMuIFNlIGxvIHBhc2Fyw6kgYSBsb3MgaW5mb3JtYW50ZXMgZGVsIFZpZW50byBTZWNyZXRvIHBhcmEgcXVlIGxvIGludmVzdGlndWVuLgpFbnRvbmNlcywgZGViZXLDrWFzIHJlY2liaXIgdHUgcmVjb21wZW5zYSBwb3IgZWwgdHJhYmFqby4=
Y/qLDA,,W0Fuc3VyaWFdCkkgaG9wZSB5b3UgY2FuIGNvbWUgYmFjayBhbmQgaGVscCBtZSBhZ2FpbiB0b21vcnJvdy4KQXMgeW91IGtub3csIEkgY2FuJ3QgdHJ1c3QganVzdCBhbnlvbmUgd2l0aCB0aGlzIHNvcnQgb2YgbWlzc2lvbi4=,,,,,W0Fuc3VyaWFdCkFncmFkZcOnbyBzZSB2b2PDqiBwdWRlciB2b2x0YXIgYW1hbmjDoyBwYXJhIHRyYWJhbGhhciBjb25vc2NvLgpBZmluYWwsIGVzc2UgdGlwbyBkZSB0cmFiYWxobyBuw6NvIHBvZGUgc2VyIGNvbmZpYWRvIGEgcXVhbHF1ZXIgdW0u,,W0Fuc3VyaWFdClRlIGFncmFkZWNlcsOtYSBxdWUgdm9sdmllcmFzIG1hw7FhbmEgcGFyYSBxdWUgdHJhYmFqZW1vcyBqdW50b3MuCkVzIHF1ZSBlc3RlIHRpcG8gZGUgY29zYXMgbm8gc2UgcHVlZGVuIGRlamFyIGVuIG1hbm9zIGRlIGN1YWxxdWllcmEu
ZPqLDA,,RXJyb3IgMDA2,,,,,RXJybyAwMDY=,,RXJyb3IgMDA2
ZfqLDA,,U29tZXRoaW5n,,,,,QWxnbw==,,QWxnbw==
ZvqLDA,,W1NvbWV0aGluZ10KVGhlcmUncyBzb21ldGhpbmcgb24gdGhlIGdyb3VuZC4gU2hvdWxkIEkgdGFrZSBhIGNsb3NlciBsb29rPw==,,,,,W0FsZ29dClRlbSBhbGdvIG5vIGNow6NvLiBWYW1vcyBkYXIgdW1hIG9saGFkYSBtYWlzIGRlIHBlcnRvPw==,,W0FsZ29dCkhheSBhbGdvIGVuIGVsIHN1ZWxvLiDCv0xvIG1pcmFtb3MgZGUgY2VyY2E/
Z/qLDA,,W1NvbWV0aGluZ10KSSBjYW4gYmFyZWx5IG1ha2Ugb3V0IHRoZSBsZXR0ZXJzIG9uIHRoZSBjb3Zlci4gUmVzZWFyY2ggSm91cm5hbD8gTWF5YmUgaXQgYmVsb25ncyB0byBXZXJuZXIu,,,,,W0FsZ29dCkNvbnNlZ3VpIGRlY2lmcmFyIGFzIGxldHJhcyBlc2NyaXRhcyBuYSBjYXBhLiBVbSBkacOhcmlvIGRlIHBlc3F1aXNhPyBQb2RlIHNlciBkbyBXZXJuZXIu,,W0FsZ29dCkFwZW5hcyBwdWRlIGRpc3Rpbmd1aXIgbGFzIGxldHJhcyBlc2NyaXRhcyBlbiBsYSBwb3J0YWRhLiDCv1VuIGRpYXJpbyBkZSBpbnZlc3RpZ2FjacOzbj8gUXVpesOhcyBzZWEgZGUgV2VybmVyLg==
aPqLDA,,W1NvbWV0aGluZ10KSSdkIGJldHRlciBicmluZyBpdCB3aXRoIG1lLg==,,,,,W0FsZ29dClZhbW9zIGxldmFyIGlzc28gcHJhIGRhciB1bWEgb2xoYWRhLg==,,W0FsZ29dCkxsZXbDqW1vc2xvIHBhcmEgdmVyIHF1w6kgZXMu
afqLDA,,W1NvbWV0aGluZ10KSXQgbG9va3MgbGlrZSBzb21lIHNvcnQgb2YgbWVjaGFuaWNhbCBzdG9yYWdlIGRldmljZS4gU2hvdWxkIEkgdGFrZSBpdCB3aXRoIG1lPyBJdCBtaWdodCBiZWxvbmcgdG8gV2VybmVyLg==,,,,,W0FsZ29dClBhcmVjZSB1bSBkaXNwb3NpdGl2byBkZSBhcm1hemVuYW1lbnRvIGRlIG3DoXF1aW5hLiBWb3UgbGV2YXIgcG9yIGVucXVhbnRvPyBQb2RlIHNlciBkbyBXZXJuZXIu,,W0FsZ29dClBhcmVjZSB1biBkaXNwb3NpdGl2byBkZSBhbG1hY2VuYW1pZW50byBkZSBsYSBtw6FxdWluYS4gwr9MbyBsbGV2byBwb3Igc2kgYWNhc28/IFF1aXrDoXMgc2VhIGRlIFdlcm5lci4=
avqLDA,,W1NvbWV0aGluZ10KTG9uZywgY3VybHksIGRhcmsgaGFpci4gVGhpcyBoYXMgZ290IHRvIGJlIFdlcm5lcidzIQ==,,,,,W0FsZ29dCkNhYmVsb3MgbG9uZ29zLCBlbmNhcmFjb2xhZG9zIGUgZGUgY29yIGVzY3VyYS4gSXNzbyBjb20gY2VydGV6YSDDqSBkbyBXZXJuZXIu,,W0FsZ29dCkNhYmVsbG8gbGFyZ28sIG9uZHVsYWRvIHkgb3NjdXJvLiBTaW4gZHVkYSBlcyBkZSBXZXJuZXIu
a/qLDA,,W1NvbWV0aGluZ10KSXQncyBhIGJ1c2luZXNzIGNhcmQgaG9sZGVyLiBJIGNhbiBoYXJkbHkgcmVhZCB0aGUgbGV0dGVycyBvbiBpdCBiZWNhdXNlIGl0J3Mgd2V0LCBidXQgcGVyaGFwcyBpdCBiZWxvbmdzIHRvIFdlcm5lci4=,,,,,W0FsZ29dCsOJIHVtIHBvcnRhLWNhcnTDtWVzLiBFc3TDoSBtb2xoYWRvIGUgYSBsZXRyYSBlc3TDoSBkaWbDrWNpbCBkZSBsZXIsIG1hcyBwb2RlIHNlciBkbyBXZXJuZXIu,,W0FsZ29dCkVzIHVuIHRhcmpldGVyby4gRXN0w6EgbW9qYWRvLCBhc8OtIHF1ZSBsYSBsZXRyYSBlcyBkaWbDrWNpbCBkZSBsZWVyLCBwZXJvIHBvZHLDrWEgc2VyIGRlIFdlcm5lci4=
bPqLDA,,W1NvbWV0aGluZ10KQSByZXNlYXJjaCBtZW1vIHdyaXR0ZW4gaW4gbmVhdCBoYW5kd3JpdGluZy4gSXQgaGFzIHRvIGJlIFdlcm5lcidzLg==,,,,,W0FsZ29dCkFub3Rhw6fDtWVzIGRlIHBlc3F1aXNhIGNvbSB1bWEgY2FsaWdyYWZpYSBlbGVnYW50ZS4gQSBsZXRyYSBkbyBXZXJuZXIgZGV2ZSBzZXIgZXhhdGFtZW50ZSBhc3NpbS4=,,W0FsZ29dCkFwdW50ZXMgZGUgaW52ZXN0aWdhY2nDs24gZXNjcml0b3MgY29uIGxldHJhIGxlZ2libGUuIExhIGxldHJhIGRlIFdlcm5lciBlcyBleGFjdGFtZW50ZSBhc8OtLg==
bfqLDA,,W1NvbWV0aGluZ10KU29tZXRoaW5nJ3MgZHJvcHBlZCBvbiB0aGUgZ3JvdW5kLgpJdCdzIGp1c3QgYSBwaWVjZSBvZiBnYXJiYWdlLg==,,,,,W0FsZ29dClRlbSBhbGdvIGNhw61kbyBubyBjaMOjby4KUGFyZWNlIHNlciBzw7MgbGl4by4=,,W0FsZ29dCkhheSBhbGdvIHRpcmFkbyBlbiBlbCBzdWVsby4gClBhcmVjZSBxdWUgc29sbyBlcyBiYXN1cmEu
bvqLDA,,U29tZXRoaW5nIFJlbW90ZSBDb250cm9sbGVy,,,,,QWxndW0gQ29udHJvbGUgUmVtb3Rv,,QWxndW4gQ29udHJvbCBSZW1vdG8=
b/qLDA,,R2VyYmVuYQ==,,,,,R2VyYmVuYQ==,,R2VyYmVuYQ==
cPqLDA,,IC0gVGhpcyBxdWVzdCByZXF1aXJlcyBhdCBsZWFzdCBMZXZlbCAyMzAgLQ==,,,,,IC0gTWlzc8OjbyBkaXNwb27DrXZlbCBhIHBhcnRpciBkbyBuw612ZWwgMjMwIC0=,,IC0gTWlzacOzbiBkaXNwb25pYmxlIGEgcGFydGlyIGRlbCBuaXZlbCAyMzAgLQ==
cfqLDA,,W0Fuc3VyaWFdCkl0cyBuYW1lIGlzIHRoZSBBbWljaXRpYSBSZXNlYXJjaCBJbnN0aXR1dGUuIEFjY29yZGluZyB0byBkYXRhIHByb3ZpZGVkIGJ5IFJla2VuYmVyZywgaXQgaXMgc2FpZCB0byBiZSBhIHNpc3RlciBpbnN0aXR1dGUgdG8gdGhlIFdlcm5lciBSZXNlYXJjaCBJbnN0aXR1dGUu,,,,,W0Fuc3VyaWFdCk8gbm9tZSDDqSBJbnN0aXR1dG8gZGUgUGVzcXVpc2EgQW1pY2l0aWEuIERlIGFjb3JkbyBjb20gb3MgZGFkb3MgZm9ybmVjaWRvcyBwb3IgUmVrZW5iZXIsIMOpIHVtIGluc3RpdHV0byBpcm3Do28gZG8gSW5zdGl0dXRvIFdlcm5lci4=,,W0Fuc3VyaWFdClNlIGxsYW1hIEluc3RpdHV0byBkZSBJbnZlc3RpZ2FjacOzbiBBbWljaXRpYS4gU2Vnw7puIGxvcyBwcm9wb3JjaW9uYWRhIHBvciBSZWtlbmJlciwgc2UgdHJhdGEgZGUgdW4gaW5zdGl0dXRvIGFzb2NpYWRvIGFsIEluc3RpdHV0byBXZXJuZXIu
cvqLDA,,W0dlcmJlbmFdCkFoLi4uIE15IGFwb2xvZ2llcy4KVGhpcyBpcyBvdXIgYnVzaW5lc3MsIHlldCB3ZSBjYXJlbGVzc2x5IGV4cGVjdGVkIHRoZSBoZXJvJ3MgYXNzaXN0YW5jZS4=,,,,,W0dlcmJlbmFdCkFoLi4uIGNvbWV0aSB1bWEgZ2FmZS4Kw4kgdW0gYXNzdW50byBub3NzbywgbWFzIGFjYWJlaSBlc3BlcmFuZG8gYSBhanVkYSBkbyBoZXLDs2kgZGUgZm9ybWEgdW0gdGFudG8gaW5nw6pudWEu,,W0dlcmJlbmFdCkFoLi4uIHRlIGhlIG9mZW5kaWRvLgpFcyBhc3VudG8gbnVlc3RybywgcGVybyBlc3BlcsOhYmFtb3MgdHUgYXl1ZGEgZGUgZm9ybWEgdW4gcG9jbyBpbmdlbnVhLg==
c/qLDA,,W0dlcmJlbmFdCllvdSBtdXN0IGhhdmUgeW91ciBvd24gbWF0dGVycyB0byBhdHRlbmQgdG8sIFNpciBIZXJvPwpXZSdsbCByZXNvbHZlIHRoaXMgbWF0dGVyIGJ5IG91ciBvd24gc3RyZW5ndGggc29tZWhvdy4=,,,,,W0dlcmJlbmFdCk8gaGVyw7NpIGRldmUgdGVyIHNldXMgcHLDs3ByaW9zIGFmYXplcmVzLCBuw6NvIMOpPwpWYW1vcyB0ZW50YXIgcmVzb2x2ZXIgaXNzbyBjb20gbm9zc2FzIHByw7NwcmlhcyBmb3LDp2FzLg==,,W0dlcmJlbmFdClNlZ3VyYW1lbnRlIGVsIGjDqXJvZSB0aWVuZSBzdXMgcHJvcGlvcyBhc3VudG9zIHF1ZSBhdGVuZGVyLCDCv25vPwpJbnRlbnRhcmVtb3MgcmVzb2x2ZXIgZXN0byBwb3IgbnVlc3RyYXMgcHJvcGlhcyBmdWVyemFzLg==
dPqLDA,,W0dlcmJlbmFdClNpciBoZXJvLCBBbWljaXRpYSBoYWQgYW4gSW50ZW5zaXZlIEN1bHR1cmUgUm9vbSBvZiBob211bmN1bGkgb24gdGhlIHNlY29uZCBmbG9vci4KVGhlcmUsIHRoZSByZXNlYXJjaGVycyBzdHVkaWVkIGhvdyB0byBjcmVhdGUgbW9yZSBwb3dlcmZ1bCBtdXRhbnQgY2hpbWVyYXMu,,,,,W0dlcmJlbmFdCkhlcsOzaSwgbm8gc2VndW5kbyBhbmRhciBkbyBJbnN0aXR1dG8gQW1pY2l0aWEgaGF2aWEgdW1hIHNhbGEgZGUgY3VsdGl2byBpbnRlbnNpdm8gZGUgaG9tw7puY3Vsb3MuCkzDoSwgZWxlcyBlc3RhdmFtIGNyaWFuZG8gcXVpbWVyYXMgbXV0YW50ZXMgYWluZGEgbWFpcyBwb2Rlcm9zYXMu,,W0dlcmJlbmFdCkjDqXJvZSwgZW4gZWwgc2VndW5kbyBwaXNvIGRlbCBJbnN0aXR1dG8gQW1pY2l0aWEgaGFiw61hIHVuYSBzYWxhIGRlIGN1bHRpdm8gaW50ZW5zaXZvIGRlIGhvbcO6bmN1bG9zLgpBbGzDrSBlc3RhYmFuIGNyZWFuZG8gcXVpbWVyYXMgYcO6biBtw6FzIHBvZGVyb3Nhcy4=
