AFkAAQ,,R2F0ZQ==,,,,,R2F0ZWk=,,R2F0ZWk=
vVkAAQ,,LUkgc2hvd2VkIEJsYWRlIFZhcm11bnQncyBub3RlYm9vayB0byBoaW0uIEJsYWRlIHJlYWQgdGhlIGNvbnRlbnRzIG9mIHRoZSBub3RlYm9vayBmb3IgYSB3aGlsZS4t,,,,,KlZvY8OqIG1vc3RyYSBvIENhZGVybm8gZGUgVmFybXVudC4gQnVybGVkIGzDqiBvIGNhZGVybm8uKg==,,Kk11ZXN0cmFzIGVsIEN1YWRlcm5vIGRlIFZhcm11bnQuIEJ1cmxlZCBsZWUgZWwgY3VhZGVybm8uKg==
vlkAAQ,,W0JsYWRlXQouLi5IYXZlIHlvdSByZWFkIHRoZSBub3RlYm9vaz8gSWYgbm90LCBwbGVhc2UgZG8uIFRoaXMsIEkgY2FuIGFzc3VyZSB5b3Ugd2l0aCBhYnNvbHV0ZSBjZXJ0YWludHkuClRoZSBoYW5kd3JpdGluZyBvZiB0aGUgQXJjaG1hZ2UgVmFybXVudC4=,,,,,W0J1cmxlZF0KLi4uVm9jw6ogbGV1IG8gY2FkZXJubz8gU2UgYWluZGEgbsOjbyBsZXUsIGxlaWEgdW1hIHZlei4gSXN0by4uLiBwb3NzbyBhZmlybWFyIGNvbSBjZXJ0ZXphLgrDiSBhIGxldHJhIGRvIEdyYW5kZSBTw6FiaW8gVmFybXVudC4=,,W0J1cmxlZF0KLi4uwr9MZcOtc3RlIGVsIGN1YWRlcm5vPyBTaSBhw7puIG5vIGxvIGhhcyBsZcOtZG8sIGzDqWVsbyB1bmEgdmV6LiBFc3RvLi4uIHB1ZWRvIGFmaXJtYXJsbyBjb24gY2VydGV6YS4KRXMgbGEgbGV0cmEgZGVsIEdyYW4gU2FiaW8gVmFybXVudC4=
v1kAAQ,,W0JsYWRlXQouLiBTbyB0aGlzIGlzIHdoYXQgdGhleSB3ZXJlIGxvb2tpbmcgZm9yPyEgVGhlIFJlZ2Vuc2NoaXJtLCB0aGUgZ3JlYXQgbGFib3JhdG9yeSBpbiBSZWtlbmJlciwgaXMgZGVkaWNhdGVkIHRvIGtlZXBpbmcgdGhpcyBtYW4ncyB3b3JrIGFsaXZlIHRocm91Z2ggdGhlaXIgY3JlYXRpb25zLi4uLi4uLgpUaGVpciBnb2FsIHdhcyB0byByZWNvdmVyIHRoZSB3b3JrIG9mIHRoZSBBcmNobWFnZSBWYXJtdW50LCB3aG8gaGFkIGRpc2FwcGVhcmVkIHdpdGhvdXQgYSB0cmFjZT8=,,,,,W0J1cmxlZF0KLi4uSXNzby4uLiDDqSByZWFsLiDDiSBhIGxldHJhIGRvIGdyYW5kZSBzw6FiaW8gVmFybXVudC4uIG8gbGFib3JhdMOzcmlvIFJlZ2Vuc2NocmltLCBkYSBSZWtlbmJlciwgw6kgbyBsZWdhZG8gZGVzc2UgY2FyYS4uLgouLi4gRXJhIGlzc28gcXVlIGVsZXMgZXN0YXZhbSBwcm9jdXJhbmRvPyE=,,W0J1cmxlZF0KLi4uRXN0by4uLiBlcyByZWFsLiBFcyBsYSBsZXRyYSBkZWwgZ3JhbiBzYWJpbyBWYXJtdW50Li4uIGVsIGxhYm9yYXRvcmlvIFJlZ2Vuc2NocmltLCBkZSBSZWtlbmJlciwgZXMgZWwgbGVnYWRvIGRlIGVzZSB0aXBvLi4uCi4uLiDCv0VyYSBlc3RvIGxvIHF1ZSBlc3RhYmFuIGJ1c2NhbmRvPw==
wFkAAQ,,W0JsYWRlXQpTby4uLiB0byBzdXBwbGVtZW50IHRoZWlyIGluY29tcGxldGUgcmVzZWFyY2ggdGhhdCBjYW4gZG8gbm90aGluZyBidXQgaW1pdGF0ZS4uLgpUaGVpciBwdXJwb3NlIHdhcy4uLiBhcyBleHBlY3RlZCwgbm90IHRoZSB0b3dlciBpdHNlbGYu,,,,,W0J1cmxlZF0KTyBwcm9ww7NzaXRvIGVyYSByZWN1cGVyYXIgb3MgbWF0ZXJpYWlzIGRvIFPDoWJpbyBkZXNhcGFyZWNpZG8/CkVudMOjby4uLiBhIENvcnBvcmHDp8OjbyBlc3RhdmEgYXRyw6FzIGRlc3NlcyBtYXRlcmlhaXMuLi4KcGFyYSBjb3BpYXIgYSBwZXNxdWlzYSBkZWxlLi4uIG7Do28gZXJhIGEgVG9ycmUgZW0gc2ku,,W0J1cmxlZF0Kwr9FbCBwcm9ww7NzaXRvIGVyYSByZWN1cGVyYXIgbG9zIG1hdGVyaWFsZXMgZGVsIFNhYmlvIGRlc2FwYXJlY2lkbz8KRW50b25jZXMuLi4gbGEgQ29ycG9yYWNpw7NuIGVzdGFiYSB0cmFzIGVzdG9zIG1hdGVyaWFsZXMuLi4KcGFyYSBjb3BpYXIgc3UgaW52ZXN0aWdhY2nDs24uLi4gbm8gZXJhIGxhIFRvcnJlIGVuIHPDrS4=
wVkAAQ,,W0JsYWRlXQpTb21ldGhpbmcgZWxzZSB0aGV5IGNvdWxkIG1ha2UgdXNlIG9mLi4uCldpdGhvdXQgZXZlbiBrbm93aW5nIHdoYXQgaGUgbGVmdCBiZWhpbmQgb3Igd2hlcmUuLi4KVGhpcyBtYXkgaGF2ZSBiZWVuIG9uZSBvZiB0aGVpciBvYmplY3RpdmVzLg==,,,,,W0J1cmxlZF0KQWxnbyBwYXJhIG9idGVyIGFsZ3VtYSB2YW50YWdlbS4uLgpNZXNtbyBxdWUgbsOjbyBzYWliYW0gbyBxdWUgw6kuLi4KLi4uRW5maW0sIGNvbSBjZXJ0ZXphIGVzdMOjbyBwcm9jdXJhbmRvIHBvciBpc3NvLg==,,W0J1cmxlZF0KQWxnbyBwYXJhIG9idGVuZXIgYWxndW5hIHZlbnRhamEuLi4KQXVucXVlIG5vIHNlcGFuIHF1w6kgZXMuLi4KLi4uRW4gZmluLCBzZWd1cmFtZW50ZSBlc3TDoW4gYnVzY2FuZG8gZXN0by4=
wlkAAQ,,W0JsYWRlXQpUaGF0J3MgcHJldHR5IGNvb2wsIGEgcmVsaWMgb2YgdGhlIEFyY2htYWdlIFZhcm11bnQuLi4gaGFoYS4gTm93IHRoYXQncyBhIHJlYXNvbiB0byBsaWdodCB1cCBhbmQgc3RhcnQgd29ya2luZyBvbiB0aGUgdG93ZXIu,,,,,W0J1cmxlZF0KSXNzbyDDqSDDs3RpbW8uIE9zIHBlcnRlbmNlcyBkbyBzw6FiaW8gVmFybXVudC4gSW5hY3JlZGl0w6F2ZWwhLi4uIEFnb3JhLCBvIHF1ZSB2YW1vcyBmYXplciBjb20gaXNzbz8=,,W0J1cmxlZF0KRXN0byBlcyBnZW5pYWwuIExhcyBwZXJ0ZW5lbmNpYXMgZGVsIHNhYmlvIFZhcm11bnQuIMKhSW5jcmXDrWJsZSEuLi4gQWhvcmEsIMK/cXXDqSB2YW1vcyBhIGhhY2VyIGNvbiBlc3RvPw==
w1kAAQ,,W0JsYWRlXQpUaGVuIG5vdyBpdCBpcyBteSB0dXJuIHRvIHRlbGwgeW91IGFib3V0IHRoYXQgaW5jaWRlbnQuIEkgdGhvdWdodCBpdCB3YXMgc29tZXRoaW5nIGltcG9zc2libGUsIGJ1dCBqdWRnaW5nIGZyb20gdGhlIGNpcmN1bXN0YW5jZXMsIGl0IGFsbCBzZWVtcyB0byBiZSB0cnVlLg==,,,,,W0J1cmxlZF0KQSBwcmluY8OtcGlvLCB0dWRvIG8gcXVlIGZvciBlbmNvbnRyYWRvIG5lc3RhIHRvcnJlIGZpY2Egc29iIG8gY29udHJvbGUgZGEgQ29ycG9yYcOnw6NvIFJla2VuYmVyLi4uIElzc28gZGV2ZXJpYSBmaWNhciBjb20gZWxlcywgbWFzLi4u,,W0J1cmxlZF0KRW4gcHJpbmNpcGlvLCB0b2RvIGxvIHF1ZSBzZSBlbmN1ZW50cmUgZW4gZXN0YSB0b3JyZSBxdWVkYSBiYWpvIGVsIGNvbnRyb2wgZGUgbGEgQ29ycG9yYWNpw7NuIFJla2VuYmVyLi4uIEVzdG8gZGViZXLDrWEgaXIgYSBlbGxvcywgcGVyby4uLg==
xFkAAQ,,W0JsYWRlXQpZb3Ugc2FpZCB0aGVyZSB3ZXJlIG1hbnkgZGV2aWNlcyBtYWRlIHRvIHNlYWwgdGhpcyBwbGFjZS4gVG8ga2VlcCBwZW9wbGUgZnJvbSByZWFjaGluZyBkZWVwIGluc2lkZSB0aGlzIHRvd2VyLg==,,,,,W0J1cmxlZF0KVm9jw6ogZGlzc2UgcXVlIGhhdmlhIG11aXRvcyBkaXNwb3NpdGl2b3MgcGFyYSBzZWxhciBlc3RlIGx1Z2FyLCBuw6NvIGZvaT8gUGFyYSBpbXBlZGlyIG8gYWNlc3NvIGRhcXVlbGVzIHF1ZSB0ZW50YXNzZW0gY2hlZ2FyIMOgcyBwcm9mdW5kZXphcyBkZXN0YSB0b3JyZS4=,,W0J1cmxlZF0KRGlqaXN0ZSBxdWUgaGFiw61hIG11Y2hvcyBkaXNwb3NpdGl2b3MgcGFyYSBzZWxsYXIgZXN0ZSBsdWdhciwgwr9ubyBlcyBhc8OtPyBQYXJhIGltcGVkaXIgZWwgYWNjZXNvIGRlIGFxdWVsbG9zIHF1ZSBpbnRlbnRhcmFuIGxsZWdhciBhIGxhcyBwcm9mdW5kaWRhZGVzIGRlIGVzdGEgdG9ycmUu
xVkAAQ,,W0JsYWRlXQpUaGUgc3RvcnkgSSBhbSBnb2luZyB0byB0ZWxsIHlvdSBpcyByZWxhdGVkIHRvIHRoYXQgYXMgd2VsbC4=,,,,,W0J1cmxlZF0KTyBxdWUgdm91IGNvbnRhciB0YW1iw6ltIGVzdMOhIHJlbGFjaW9uYWRvIGEgaXNzby4=,,W0J1cmxlZF0KTG8gcXVlIHZveSBhIGNvbnRhciB0YW1iacOpbiBlc3TDoSByZWxhY2lvbmFkbyBjb24gZXNvLg==
xlkAAQ,,W0JsYWRlXQpEaWQgSSB0ZWxsIHlvdSB0aGF0IGluIHRoaXMgTWVtb3J5IG9mIFRoYW5hdG9zIHRvd2VyLCBhc2lkZSBmcm9tIHRoZSBvY2Nhc2lvbmFsIG1vbnN0ZXIgZm91bmQgaW4gb2xkIGJ1aWxkaW5ncywgdGhlcmUgd2VyZSBubyBub3RhYmxlIG1vbnN0ZXJzPw==,,,,,W0J1cmxlZF0KRXUgZGlzc2UgcXVlIG5lc3RhIHRvcnJlIG7Do28gaGF2aWEgbXVpdG9zIG1vbnN0cm9zIGFsw6ltIGRhcXVlbGVzIHF1ZSBjb3N0dW1hbSBhcGFyZWNlciBlbSBjb25zdHJ1w6fDtWVzIGFudGlnYXMsIG7Do28gZm9pPw==,,W0J1cmxlZF0KVGUgZGlqZSBxdWUgZW4gZXN0YSB0b3JyZSBubyBoYWLDrWEgbXVjaG9zIG1vbnN0cnVvcyBhcGFydGUgZGUgbG9zIHF1ZSBzdWVsZW4gYXBhcmVjZXIgZW4gY29uc3RydWNjaW9uZXMgYW50aWd1YXMsIMK/bm8gZXMgYXPDrT8=
x1kAAQ,,W0JsYWRlXQpXaGVuIHdlIGZpcnN0IHJlY2VpdmVkIHRoZSBkZXZlbG9wbWVudCByZXF1ZXN0LCB3ZSBjYXJlZnVsbHkgaW5zcGVjdGVkIGl0IGZsb29yIGJ5IGZsb29yLCBzdGFydGluZyBmcm9tIHRoZSAxc3QgZmxvb3IgYW5kIG1ha2luZyBvdXIgd2F5IHVwLiBVcCB1bnRpbCB0aGVuLCB0aGVyZSBoYWQgYmVlbiBubyBtYWpvciBwcm9ibGVtcy4=,,,,,W0J1cmxlZF0KUXVhbmRvIHJlY2ViZW1vcyBhIGNvbWlzc8OjbyBwYXJhIG8gZGVzZW52b2x2aW1lbnRvLCBzdWJpbW9zIGRlc2RlIG8gMcK6IGFuZGFyIGV4YW1pbmFuZG8gdHVkbyBtaW51Y2lvc2FtZW50ZS4gQXTDqSBhcXVlbGUgbW9tZW50bywgbsOjbyBob3V2ZSBuZW5odW0gZ3JhbmRlIHByb2JsZW1hLg==,,W0J1cmxlZF0KQ3VhbmRvIHJlY2liaW1vcyBsYSBjb21pc2nDs24gcGFyYSBlbCBkZXNhcnJvbGxvLCBzdWJpbW9zIGRlc2RlIGVsIDEuwrogcGlzbyBleGFtaW5hbmRvIHRvZG8gbWludWNpb3NhbWVudGUuIEhhc3RhIGVzZSBtb21lbnRvLCBubyBodWJvIG5pbmfDum4gZ3JhbiBwcm9ibGVtYS4=
yFkAAQ,,W0JsYWRlXQpCdXQgdGhhdCBkYXksIGl0IGlzIHNhaWQgdGhhdCBzb21ldGhpbmcgaW4gdGhlIHNoYXBlIG9mIGFuIGFuZ2VsIGFwcGVhcmVkIGluIGEgYmxpbmRpbmcgbGlnaHQu,,,,,W0J1cmxlZF0KTWFzIG5hcXVlbGUgZGlhLCBkZSByZXBlbnRlLCBhbGdvIGNvbSBhIGZvcm1hIGRlIHVtIGFuam8gYXBhcmVjZXUganVudG8gY29tIHVtYSBsdXogb2Z1c2NhbnRlLg==,,W0J1cmxlZF0KUGVybyBlc2UgZMOtYSwgZGUgcmVwZW50ZSwgYWxnbyBjb24gZm9ybWEgZGUgw6FuZ2VsIGFwYXJlY2nDsyBqdW50byBjb24gdW5hIGx1eiBvZnVzY2FudGUu
yVkAAQ,,W0JsYWRlXQonRG8gbm90IHRyZXNwYXNzIGhlcmUuIFRoaXMgaXMgYSB3YXJuaW5nLicgVGhlbiBzdWRkZW5seSwgYW4gZW5vcm1vdXMgbnVtYmVyIG9mIG1vbnN0ZXJzIGFwcGVhcmVkIGFuZCBiZWdhbiBhdHRhY2tpbmcgdGhlIHBlb3BsZSBpbnNpZGUgdGhlIHRvd2VyLCBhbmQgYWxsIHRob3NlIHBlb3BsZS4uLg==,,,,,W0J1cmxlZF0KRGl6ZW5kbyAnTsOjbyBpbnZhZGFtIGVzdGUgbHVnYXIuIElzdG8gw6kgdW0gYXZpc28nLCB1bWEgcXVhbnRpZGFkZSBhYnN1cmRhIGRlIG1vbnN0cm9zIGFwYXJlY2V1IHN1Yml0YW1lbnRlIGUgY29tZcOnb3UgYSBhdGFjYXIgYXMgcGVzc29hcyBxdWUgZXN0YXZhbSBkZW50cm8gZGEgdG9ycmUsIGUgdG9kYXMgYXF1ZWxhcyBwZXNzb2FzLi4u,,W0J1cmxlZF0KRGljaWVuZG8gJ05vIGludmFkYW4gZXN0ZSBsdWdhci4gRXN0byBlcyB1bmEgYWR2ZXJ0ZW5jaWEnLCB1bmEgY2FudGlkYWQgYWJzdXJkYSBkZSBtb25zdHJ1b3MgYXBhcmVjacOzIHPDumJpdGFtZW50ZSB5IGNvbWVuesOzIGEgYXRhY2FyIGEgbGFzIHBlcnNvbmFzIHF1ZSBlc3RhYmFuIGRlbnRybyBkZSBsYSB0b3JyZSwgeSB0b2RhcyBlc2FzIHBlcnNvbmFzLi4u
ylkAAQ,,QW4gYW5nZWw/,,,,,Rm9ybWEgZGUgQW5qbz8=,,wr9Gb3JtYSBkZSDDgW5nZWw/
y1kAAQ,,W0JsYWRlXQpZb3UgY2Fubm90IGJlbGlldmUgaXQsIGNhbiB5b3U/IFRoYXQncyByaWdodC4=,,,,,W0J1cmxlZF0Kw4kgZGlmw61jaWwgYWNyZWRpdGFyLCBuw6NvIMOpPyBFeGF0YW1lbnRlLg==,,W0J1cmxlZF0KRXMgZGlmw61jaWwgZGUgY3JlZXIsIMK/bm8gZXMgYXPDrT8gRXhhY3RhbWVudGUu
zFkAAQ,,W0JsYWRlXQpPbmNlIFJla2VuYmVyIHdhcyBpbmZvcm1lZCBvZiB0aGUgZXZlbnRzLCBoZSBtdXN0IGhhdmUgYmVlbiBjb252aW5jZWQuIFRoZSB0b3dlciB3YXMgc2VhbGVkIGJ5IFZhcm11bnQsIGFuZCB0aGUgbGVnYWN5IGhlIGxlZnQgYmVoaW5kIHdvdWxkIHJlbWFpbi4u,,,,,W0J1cmxlZF0KQW8gcmVjZWJlciBvIHJlbGF0w7NyaW8gc29icmUgYXF1ZWxlIGluY2lkZW50ZSwgYSBSZWtlbmJlciBwcm92YXZlbG1lbnRlIHRldmUgY2VydGV6YS4gRGUgcXVlIGVzdGEgdG9ycmUgaGF2aWEgc2lkbyBzZWxhZGEgcG9yIFZhcm11bnQgZSBkZSBxdWUgb3MgbGVnYWRvcyBkZWl4YWRvcyBwb3IgZWxlIGFpbmRhIGVzdGF2YW0gYXF1aS4=,,W0J1cmxlZF0KQWwgcmVjaWJpciBlbCBpbmZvcm1lIHNvYnJlIGFxdWVsIGluY2lkZW50ZSwgUmVrZW5iZXIgcHJvYmFibGVtZW50ZSBzZSBhc2VndXLDsy4gRGUgcXVlIGVzdGEgdG9ycmUgaGFiw61hIHNpZG8gc2VsbGFkYSBwb3IgVmFybXVudCB5IGRlIHF1ZSBsb3MgbGVnYWRvcyBkZWphZG9zIHBvciDDqWwgYcO6biBlc3RhYmFuIGFxdcOtLg==
zVkAAQ,,W0JsYWRlXQpTbyB0aGV5IGNvbmNlYWxlZCB0aGUgaW5jaWRlbnQsIHNheWluZyBpdCBoYWQgYmVlbiBjYXVzZWQgYnkgbWlzdGFrZW5seSBkaXN0dXJiaW5nIGFuIGFyZWEgd2l0aCBtb25zdGVycywgYW5kIHB1c2hlZCBpdCBhd2F5IGZyb20gcHVibGljIGF0dGVudGlvbi4=,,,,,W0J1cmxlZF0KRW50w6NvIGVuY29icmlyYW0gbyBhY2lkZW50ZSwgZGl6ZW5kbyBxdWUgYWNvbnRlY2V1IHBvcnF1ZSBtZXhlcmFtIGVycmFkbyBlbSB1bSBsdWdhciBvbmRlIGhhdmlhIG1vbnN0cm9zLCBhZmFzdGFuZG8gYXNzaW0gbyBpbnRlcmVzc2UgZGFzIHBlc3NvYXMu,,W0J1cmxlZF0KRW50b25jZXMgZW5jdWJyaWVyb24gZWwgYWNjaWRlbnRlLCBkaWNpZW5kbyBxdWUgc3VjZWRpw7MgcG9ycXVlIG1ldGllcm9uIG1hbCBsYXMgbWFub3MgZW4gdW4gbHVnYXIgZG9uZGUgaGFiw61hIG1vbnN0cnVvcywgYWxlamFuZG8gYXPDrSBlbCBpbnRlcsOpcyBkZSBsYSBnZW50ZS4=
zlkAAQ,,W0JsYWRlXQpQZW9wbGUgd2hvIGRpZCBub3Qga25vdyB0aGUgY2lyY3Vtc3RhbmNlcyBuYXR1cmFsbHkgZGlkIG5vdCBiZWxpZXZlIHRoZSBzdXJ2aXZvcnMnIHRlc3RpbW9ueSBhZnRlciBoZWFyaW5nIFJla2VuYmVyJ3MgYW5ub3VuY2VtZW50LiBBbmdlbHMgaW4gYSBwbGFjZSBsaWtlIHRoaXM/IEV2ZW4gSSBjb3VsZCBub3QgYmVsaWV2ZSBpdCB1bnRpbCB0b2RheS4=,,,,,W0J1cmxlZF0KUXVlbSBuw6NvIGNvbmhlY2lhIGEgc2l0dWHDp8OjbyBvdXZpdSBvIHByb251bmNpYW1lbnRvIGRhIFJla2VuYmVyIGUgbmF0dXJhbG1lbnRlIG7Do28gYWNyZWRpdG91IG5vIHRlc3RlbXVuaG8gZG9zIHNvYnJldml2ZW50ZXMuIEFuam9zIGVtIHVtIGx1Z2FyIGNvbW8gZXN0ZT8gTmVtIGV1IG1lc21vIGNvbnNlZ3VpYSBhY3JlZGl0YXIgYXTDqSBob2plLg==,,W0J1cmxlZF0KUXVpZW4gbm8gY29ub2PDrWEgbGEgc2l0dWFjacOzbiBlc2N1Y2jDsyBlbCBjb211bmljYWRvIGRlIFJla2VuYmVyIHkgbmF0dXJhbG1lbnRlIG5vIGNyZXnDsyBlbiBlbCB0ZXN0aW1vbmlvIGRlIGxvcyBzb2JyZXZpdmllbnRlcy4gwr/DgW5nZWxlcyBlbiB1biBsdWdhciBjb21vIGVzdGU/IE5pIHlvIG1pc21vIHBvZMOtYSBjcmVlcmxvIGhhc3RhIGhveS4=
z1kAAQ,,W0JsYWRlXQpCdXQgaXQgd2FzIHRoZSBzYWdlJ3Mgd2FybmluZyB0byB0aG9zZSB3aG8gd291bGQgcmVja2xlc3NseSBjbGltYiB0aGlzIHRvd2VyLg==,,,,,W0J1cmxlZF0KTWFzIGFxdWlsbyBlcmEgbyBhdmlzbyBkbyBTw6FiaW8gYW9zIHF1ZSB0ZW50YXNzZW0gc3ViaXIgZXN0YSB0b3JyZSBpbXBydWRlbnRlbWVudGUu,,W0J1cmxlZF0KUGVybyBhcXVlbGxvIGVyYSBsYSBhZHZlcnRlbmNpYSBkZWwgU2FiaW8gYSBhcXVlbGxvcyBxdWUgaW50ZW50YXJhbiBzdWJpciBlc3RhIHRvcnJlIGltcHJ1ZGVudGVtZW50ZS4=
0FkAAQ,,W0JsYWRlXQpUaGVuLi4uIHdoYXQgc2hvdWxkIHdlIGRvIHdpdGggdGhpcyBub3RlYm9vayBub3c/,,,,,W0J1cmxlZF0KRW50w6NvLi4uIG8gcXVlIGZhcmVtb3MgYWdvcmEgY29tIGVzdGUgY2FkZXJubz8=,,W0J1cmxlZF0KRW50b25jZXMuLi4gwr9xdcOpIGhhcmVtb3MgYWhvcmEgY29uIGVzdGUgY3VhZGVybm8/
0VkAAQ,,W0JsYWRlXQpPcmlnaW5hbGx5LCBhbGwgaW5mb3JtYXRpb24gYW5kIGhpc3RvcmljYWwgbWF0ZXJpYWxzIGZvdW5kIGluIHRoaXMgdG93ZXIgbXVzdCBiZSBoYW5kZWQgb3ZlciB0byBSZWtlbmJlciwgc28gdGhpcyB0b28gc2hvdWxkIGJlIHR1cm5lZCBvdmVyIHRvIFJla2VuYmVyLCBidXQuLg==,,,,,W0J1cmxlZF0KT3JpZ2luYWxtZW50ZSwgdG9kYXMgYXMgaW5mb3JtYcOnw7VlcyBlIG1hdGVyaWFpcyBoaXN0w7NyaWNvcyBlbmNvbnRyYWRvcyBuZXN0YSB0b3JyZSBkZXZlcmlhbSBzZXIgZW50cmVndWVzIMOgIFJla2VuYmVyLCBlbnTDo28gbyBjZXJ0byBzZXJpYSBlbnRyZWdhciBpc3RvIHRhbWLDqW0gw6AgUmVrZW5iZXIsIG1hcy4uLg==,,W0J1cmxlZF0KT3JpZ2luYWxtZW50ZSwgdG9kYSBsYSBpbmZvcm1hY2nDs24geSBtYXRlcmlhbGVzIGhpc3TDs3JpY29zIGVuY29udHJhZG9zIGVuIGVzdGEgdG9ycmUgZGViZXLDrWFuIHNlciBlbnRyZWdhZG9zIGEgUmVrZW5iZXIsIGFzw60gcXVlIGxvIGNvcnJlY3RvIHNlcsOtYSBlbnRyZWdhciBlc3RvIHRhbWJpw6luIGEgUmVrZW5iZXIsIHBlcm8uLi4=
0lkAAQ,,W0JsYWRlXQpXb3VsZG4ndCBpdCBiZSBiZXR0ZXIgaWYgeW91IGtlcHQgaXQsIHswfT8gT2YgY291cnNlLCBhcyBhIHNlY3JldCBmcm9tIHRoZW0u,,,,,W0J1cmxlZF0KUXVlIHRhbCB2b2PDqiBmaWNhciBjb20gaXNzbywgezB9PyBDbGFybyBxdWUgdmFpIHNlciBub3NzbyBzZWdyZWRvLg==,,W0J1cmxlZF0Kwr9RdcOpIHRhbCBzaSB0ZSBxdWVkYXMgY29uIGVzdG8sIHswfT8gQ2xhcm8gcXVlIHNlcsOhIG51ZXN0cm8gc2VjcmV0by4=
01kAAQ,,V2hhdD8gV2h5Pw==,,,,,TyBxdcOqPyBQb3IgcXXDqj8=,,wr9RdcOpPyDCv1BvciBxdcOpPw==
1FkAAQ,,W0JsYWRlXQouLi5KdXN0IHRoaW5rIG9mIGl0IGFzIGEgc21hbGwgYWN0IG9mIHJldmVuZ2Uu,,,,,W0J1cmxlZF0KLi4uIFBlbnNlIG5pc3NvIGNvbW8gdW1hIHBlcXVlbmEgdmluZ2Fuw6dhIGNvbnRyYSBhIFJla2VuYmVyLg==,,W0J1cmxlZF0KLi4uUGnDqW5zYWxvIGNvbW8gdW5hIHBlcXVlw7FhIHZlbmdhbnphIGNvbnRyYSBSZWtlbmJlci4=
1VkAAQ,,W0JsYWRlXQpKdWRnaW5nIGZyb20gdGhlIG5vdGVib29rJ3MgY29udGVudHMsIGl0IHNlZW1zIG1hbnkgc2VjcmV0cyBhcmUgc3RpbGwgaGlkZGVuIHdpdGhpbiB0aGlzIHRvd2VyLiBZb3Ugc2hvdWxkIHVuY292ZXIgdGhvc2Ugc2VjcmV0cyBiZWZvcmUgUmVrZW5iZXIgZG9lcy4=,,,,,W0J1cmxlZF0KVsOhcmlvcyBzZWdyZWRvcyBkZXNzYSB0b3JyZSBwb2RlbSBzZXIgcmV2ZWxhZG9zIGNvbSBlc3NlIGNhZGVybm8uIEVtIHZleiBkYSBSZWtlbmJlciwgc2VyaWEgbWVsaG9yIHF1ZSB2b2PDqiwgezB9LCBvcyBkZXN2ZW5kYXNzZSBwcmltZWlyby4=,,W0J1cmxlZF0KVmFyaW9zIHNlY3JldG9zIGRlIGVzdGEgdG9ycmUgcHVlZGVuIHNlciByZXZlbGFkb3MgY29uIGVzdGUgY3VhZGVybm8uIEVuIGx1Z2FyIGRlIFJla2VuYmVyLCBzZXLDrWEgbWVqb3IgcXVlIHTDuiwgezB9LCBsb3MgZGVzY3VicmllcmFzIHByaW1lcm8u
1lkAAQ,,W0JsYWRlXQpTbyB0aGF0IG5vIG1hdHRlciBob3cgbXVjaCB0aGV5IGNsaW1iIGFuZCBjbGltYiB0aGlzIHRvd2VyLCB0aGV5IGxlYXJuIG5vdGhpbmcgYXQgYWxsLi4u,,,,,W0J1cmxlZF0KTsOjbyBpbXBvcnRhIG8gcG9kZXIgcXVlIGVsZXMgdGVuaGFtLCBuw6NvIHbDo28gY29uc2VndWlyIHNhYmVyIHNvYnJlIGVzc2EgdG9ycmUuLi4=,,W0J1cmxlZF0KTm8gaW1wb3J0YSBlbCBwb2RlciBxdWUgdGVuZ2FuLCBubyB2YW4gYSBwb2RlciBzYWJlciBzb2JyZSBlc3RhIHRvcnJlLi4u
11kAAQ,,W0JsYWRlXQpIYWhhLi4gSGFoYWhhLi4uIEhhaGFoYS4uLg==,,,,,W0J1cmxlZF0KSGFoYS4uIGhhaGFoYS4uLiBoYWhhaGEuLi4=,,W0J1cmxlZF0KSmFqYS4uIGphamFqYS4uLiBqYWphamEuLi4=
2FkAAQ,,W0JsYWRlXQouLi5JIGZlZWwgYSBsaXR0bGUgbGlnaHRlciBub3cuClRoYW5rIHlvdS4=,,,,,W0J1cmxlZF0KLi4uIEV1IG1lIHNpbnRvIHVtIHBvdWNvIGFsaXZpYWRvLgpPYnJpZ2Fkby4=,,W0J1cmxlZF0KLi4uTWUgc2llbnRvIHVuIHBvY28gYWxpdmlhZG8uCkdyYWNpYXMu
2VkAAQ,,W0JsYWRlXQpZb3UgYXJlIGtlZXBpbmcgdGhlIHNlY3JldCB3ZWxsLCByaWdodD8KQXQgdGhlIHZlcnkgdG9wIG9mIHRoaXMgdG93ZXIuLi4gZG9lcyB0aGUgbWFnaWMgc3dvcmRzbWFuIGNhbGxlZCBhIGhlcm8gc3RpbGwgZXhpc3Q/,,,,,W0J1cmxlZF0KRXNzZSBzZXLDoSBvIG5vc3NvIHNlZ3JlZG8sIG9rPwpFbnTDo28uLi4gdGVtIG1lc21vIG8gZmFudGFzbWEgZGUgdW0gaGVyw7NpIG5vIHRvcG8gZGVzc2EgdG9ycmU/,,W0J1cmxlZF0KRXNlIHNlcsOhIG51ZXN0cm8gc2VjcmV0bywgwr9kZSBhY3VlcmRvPwpFbnRvbmNlcy4uLiDCv2RlIHZlcmRhZCBoYXkgZWwgZmFudGFzbWEgZGUgdW4gaMOpcm9lIGVuIGxhIGNpbWEgZGUgZXN0YSB0b3JyZT8=
