4FZSDQ,,U2lnbnBvc3Q=,,,,,UGxhY2E=,,Q2FydGVs
mFdSDQ,,W1BlcnNvbiBpbiBOZWVkXQpPbGl2ZSwgbXkgZnJpZW5kLiBEbyBub3QganVzdCBrZWVwIHNpZ2hpbmcuLi4gSSBoYXZlIGFycmFuZ2VkIGZvciBhIHNraWxsZWQgbWVyY2VuYXJ5LCBzbyBsZXQgdXMgd2FpdCBqdXN0IGEgbGl0dGxlLg==,,,,,W1Blc3NvYSBOZWNlc3NpdGFkYV0KT2zDrXZpYSwgbWluaGEgY2FyYS4gTsOjbyBmaXF1ZSBzw7Mgc3VzcGlyYW5kby4uLiBldSBqw6EgY2hhbWVpIHVtIG1lcmNlbsOhcmlvIGhhYmlsaWRvc28sIGVudMOjbyB2YW1vcyBlc3BlcmFyIG1haXMgdW0gcG91Y28u,,W1BlcnNvbmEgcXVlIG5lY2VzaXRhIGF5dWRhXQpPbGl2YSwgYW1pZ28sIG5vIHRlIGxpbWl0ZXMgYSBzdXNwaXJhciB1bmEgeSBvdHJhIHZlei4uLiBIZSBjb250cmF0YWRvIGEgdW4gbWVyY2VuYXJpbyBjb21wZXRlbnRlLCBhc8OtIHF1ZSBlc3BlcmVtb3MgdW4gcG9jbyBtw6FzLg==
mVdSDQ,,W09saXZlXQpFdmVuIGF0IHRoaXMgdmVyeSBtb21lbnQsIG9yZGVycyBhcmUgcGlsaW5nIHVwLCBhbmQgdGhlIHdvcmtlcnMgYXJlIGRlc2VydGluZy4=,,,,,W09sw612aWFdCk5lc3RlIGV4YXRvIG1vbWVudG8sIG9zIHBlZGlkb3MgY29udGludWFtIHNlIGFjdW11bGFuZG8sIGUgb3MgdHJhYmFsaGFkb3JlcyBlc3TDo28gZnVnaW5kby4=,,W09saXZhXQpBaG9yYSBtaXNtbyBsb3MgcGVkaWRvcyBzaWd1ZW4gYWN1bXVsw6FuZG9zZSB5IGxvcyB0cmFiYWphZG9yZXMgc2lndWVuIGh1eWVuZG8u
mldSDQ,,W1BlcnNvbiBpbiBOZWVkXQpBaCwgdGhlbiB3aGF0IHNob3VsZCB3ZSBkbz8gU2hvdWxkIEkgc3RhcnQgbGVhcm5pbmcgaG93IHRvIGZpZ2h0IGFuZCBnbyBpbiBteXNlbGY/,,,,,W1Blc3NvYSBOZWNlc3NpdGFkYV0KQWgsIGVudMOjbyBvIHF1ZSBmYXplbW9zPyBTZXLDoSBxdWUgZXUgYXByZW5kbyBhIGx1dGFyIGFnb3JhIGUgZW50cm8gbMOhPw==,,W1BlcnNvbmEgcXVlIG5lY2VzaXRhIGF5dWRhXQpBaCwgZW50b25jZXMgwr9xdcOpIGhhY2Vtb3M/IMK/QXByZW5kbyBhIGx1Y2hhciBhaG9yYSBtaXNtbyB5IGVudHJvIHlvPw==
m1dSDQ,,T3Igc2hvdWxkIEkgYnJpbmcgbXkgY2F0IGZyb20gaG9tZT8=,,,,,T3UgdGFsdmV6IGV1IHRyYWdhIG8gZ2F0byBkYSBtaW5oYSBjYXNhPw==,,wr9PIHRyYWlnbyBhbCBnYXRvIGRlIG1pIGNhc2E/
nFdSDQ,,W09saXZlXQpXaHkgYXJlIHlvdSBzbyBleHRyZW1lPyBBcmUgeW91IHRyeWluZyB0byBwaWNrIGEgZmlnaHQgd2l0aCBtZSByaWdodCBub3c/IEh1aD8gSXMgdGhhdCBpdCwgQXRyaT8=,,,,,W09sw612aWFdClBvciBxdWUgdm9jw6ogw6kgdMOjbyBleHRyZW1vPyBFc3TDoSBxdWVyZW5kbyBicmlnYXIgY29taWdvIGFnb3JhPyDDiSBpc3NvPyDDiSBpc3NvLCBBdHJpPw==,,W09saXZhXQrCv1BvciBxdcOpIGVyZXMgdGFuIGV4dHJlbWlzdGE/IMK/UXVpZXJlcyBwZWxlYXJ0ZSBjb25taWdvPyDCv0VoPyDCv0VzbyBlcywgQXRyaT8=
nVdSDQ,,W0F0cmldCkkgb25seSBtZWFudCB0aGVyZSBpcyBub3RoaW5nIHdlIGNhbiBkbywgc28gd2Ugc2hvdWxkIHdhaXQgYSBsaXR0bGUu,,,,,W0F0cmldCkVzdG91IGRpemVuZG8gcXVlIG7Do28gaMOhIG5hZGEgcXVlIHBvc3NhbW9zIGZhemVyLCBlbnTDo28gdmFtb3MgZXNwZXJhciBzw7MgbWFpcyB1bSBwb3Vjby4gQWxnbyBhc3NpbS4=,,W0F0cmldCkxvIHF1ZSBkaWdvIGVzIHF1ZSwgY29tbyBubyBwb2RlbW9zIGhhY2VyIG5hZGEsIGVzcGVyZW1vcyB1biBwb2NvIG3DoXMu
nldSDQ,,W09saXZlXQpJIG5lZWQgdG8gbWFrZSBhIHRyYXAgdGhhdCBjYW4gY2F0Y2ggdGhhdCB0aGluZy4=,,,,,W09sw612aWFdClByZWNpc28gZmF6ZXIgdW1hIGFybWFkaWxoYSBjYXBheiBkZSBjYXB0dXJhciBhcXVpbG8u,,W09saXZhXQpUZW5kcsOpIHF1ZSBmYWJyaWNhciB1bmEgdHJhbXBhIGNhcGF6IGRlIGF0cmFwYXIgZXNvLg==
n1dSDQ,,W0F0cmldCllvdSBzYXcgdGhhdCBub25lIG9mIHRoYXQgd2FzIGFueSB1c2Uu,,,,,W0F0cmldClZvY8OqIHRhbWLDqW0gdml1IHF1ZSBuYWRhIGRpc3NvIGFkaWFudGEu,,W0F0cmldCllhIHZpc3RlIHF1ZSBuYWRhIHNpcnZpw7Mu
oFdSDQ,,W09saXZlXQpJIGNhbm5vdCBqdXN0IHNpdCBoZXJlIGRvaW5nIG5vdGhpbmch,,,,,W09sw612aWFdCsOJIHBvcnF1ZSBuw6NvIHBvc3NvIGZpY2FyIHBhcmFkYSBzZW0gZmF6ZXIgbmFkYSE=,,W09saXZhXQrCoUxvIGRpZ28gcG9ycXVlIG5vIHB1ZWRvIHF1ZWRhcm1lIGRlIGJyYXpvcyBjcnV6YWRvcyE=
oVdSDQ,,RG8geW91IHBlcmhhcHMgbmVlZCBoZWxwPw==,,,,,UG9yIGFjYXNvIHZvY8OqcyBwcmVjaXNhbSBkZSBhanVkYT8=,,wr9OZWNlc2l0YW4gYXl1ZGEgcG9yIGNhc3VhbGlkYWQ/
oldSDQ,,SXMgdGhpcyB0aGUgdm9pY2Ugb2YgYW4gYW5nZWw/,,,,,RXN0YSDDqSBhIHZveiBkZSB1bSBhbmpvPw==,,wr9FcyBlc3RhIGxhIHZveiBkZSB1biDDoW5nZWw/
o1dSDQ,,W0F0cmldCkFoISBBcmUgeW91IHBlcmhhcHMgdGhlIG1lcmNlbmFyeT8gR29vZCB0aW1pbmcuIFlvdSBoZWFyZCB0aGUgZ2lzdCBvZiB0aGUgc3RvcnksIHJpZ2h0Pw==,,,,,W0F0cmldCkFoISBQb3IgYWNhc28gdm9jw6ogw6kgbyBtZXJjZW7DoXJpbz8gUXVlIGJvbSBxdWUgY2hlZ291LiBKw6Egb3V2aXUgbWFpcyBvdSBtZW5vcyBhIGhpc3TDs3JpYSwgY2VydG8/,,W0F0cmldCsKhQWghIMK/RXMgdXN0ZWQgZWwgbWVyY2VuYXJpbz8gQmllbnZlbmlkby4gWWEgaGFicsOhIG/DrWRvIG3DoXMgbyBtZW5vcyBsYSBoaXN0b3JpYSwgwr92ZXJkYWQ/
pFdSDQ,,Tm8sIEkgYW0gbm90IGEgbWVyY2VuYXJ5Lg==,,,,,TsOjbywgZXUgbsOjbyBzb3UgbWVyY2Vuw6FyaW8u,,Tm8sIG5vIHNveSBtZXJjZW5hcmlvLg==
pVdSDQ,,W0F0cmldCkFoLCByZWFsbHk/IFRoZW4gd2h5IGRpZCB5b3UgY29tZT8=,,,,,W0F0cmldCkFoLCDDqT8gRW50w6NvIHBvciBxdWUgdmVpbz8=,,W0F0cmldCkFoLCDCv3PDrT8gRW50b25jZXMsIMK/cG9yIHF1w6kgaGEgdmVuaWRvPw==
pldSDQ,,W09saXZlXQpUaGV5IGFyZSBhc2tpbmcgaWYgd2UgbmVlZCBoZWxwLiBUaGlzIGFuZ2VsaWMgYWR2ZW50dXJlciBzYXcgdXMgaW4gdHJvdWJsZSB3aGlsZSBwYXNzaW5nIGJ5IGFuZCBjb3VsZCBub3QgaWdub3JlIHVzLCBzbyB0aGV5IGNhbWUgdG8gaGVscCEgQW0gSSByaWdodD8=,,,,,W09sw612aWFdCkVzdMOhIHBlcmd1bnRhbmRvIHNlIG7Do28gcHJlY2lzYW1vcyBkZSBhanVkYS4gw4kgY29tbyB1bSBhbmpvIHF1ZSBwYXNzb3UgcG9yIGFxdWksIHZpdSBub3NzYSBkaWZpY3VsZGFkZSBlIG7Do28gY29uc2VndWl1IHNpbXBsZXNtZW50ZSBpZ25vcmFyLCBlbnTDo28gdmVpbyBub3MgYWp1ZGFyISBFc3RvdSBjZXJ0YT8=,,W09saXZhXQpFc3TDoSBwcmVndW50YW5kbyBzaSBuZWNlc2l0YW1vcyBheXVkYS4gRXN0ZSBhdmVudHVyZXJvIGFuZ2VsaWNhbCBwYXNhYmEgcG9yIGFxdcOtIHksIGFsIHZlcm5vcyBlbiBhcHVyb3MsIG5vIHB1ZG8gcGFzYXIgZGUgbGFyZ28geSB2aW5vIGEgYXl1ZGFybm9zLiDCv1ZlcmRhZCBxdWUgc8OtPw==
p1dSDQ,,W3swfV0KWWVzLCBzb21lb25lIGluIFZlaW5zIHNhaWQgdGhlcmUgd291bGQgYmUgcGVvcGxlIGhlcmUgd2hvIG5lZWRlZCBoZWxwLg==,,,,,W3swfV0KU2ltLCB1bWEgcGVzc29hIGVtIFZlaW5zIGRpc3NlIHF1ZSBoYXZlcmlhIGFsZ3XDqW0gcHJlY2lzYW5kbyBkZSBhanVkYSBhcXVpLg==,,W3swfV0KU8OtLCB1bmEgcGVyc29uYSBkZSBWZWlucyBtZSBkaWpvIHF1ZSBhcXXDrSBoYWJyw61hIGFsZ3VpZW4gcXVlIG5lY2VzaXRhYmEgYXl1ZGEu
qFdSDQ,,W09saXZlXQpBcyBleHBlY3RlZCwgbm8gb25lIGlzIGZhdGVkIHRvIGRpZSBzbyBlYXNpbHkuIFdlbGNvbWUsIG1lcmNlbmFyeS4=,,,,,W09sw612aWFdCkNvbW8gZGl6ZW0sIG5pbmd1w6ltIGVzdMOhIGNvbmRlbmFkbyBhIG1vcnJlci4gQm9hcy12aW5kYXMsIG1lcmNlbsOhcmlvLg==,,W09saXZhXQpFc3TDoSBjbGFybyBxdWUgdW5vIG5vIGVzdMOhIGRlc3RpbmFkbyBhIG1vcmlyIGFzw60gY29tbyBhc8OtLiBCaWVudmVuaWRvLCBtZXJjZW5hcmlvLg==
qVdSDQ,,W0F0cmldClRoZXkgc2FpZCB0aGV5IGFyZSBub3QgYSBtZXJjZW5hcnku,,,,,W0F0cmldCkrDoSBkaXNzZSBxdWUgbsOjbyDDqSBtZXJjZW7DoXJpby4=,,W0F0cmldCllhIGhhIGRpY2hvIHF1ZSBubyBlcyBtZXJjZW5hcmlvLg==
qldSDQ,,V2hhdCBkaWQgeW91IGhlYXI/,,,,,TyBxdWUgdm9jw6ogb3V2aXU/,,wr9RdcOpIGhhIG/DrWRvPw==
q1dSDQ,,W09saXZlXQpXaGF0IGRvZXMgaXQgbWF0dGVyIGlmIHRoZXkgYXJlIG5vdCBhIG1lcmNlbmFyeT8gSWYgdGhleSBoZWxwIHVzLCB0aGF0IG1ha2VzIHRoZW0gYSBtZXJjZW5hcnkuIElzIHRoYXQgbm90IHJpZ2h0Pw==,,,,,W09sw612aWFdClF1ZSBpbXBvcnRhIHNlIG7Do28gw6kgbWVyY2Vuw6FyaW8/IFNlIGFqdWRhLCBlbnTDo28gw6kgbWVyY2Vuw6FyaW8uIE7Do28gw6kgdmVyZGFkZT8=,,W09saXZhXQrCv1F1w6kgaW1wb3J0YSBzaSBubyBlcyBtZXJjZW5hcmlvPyBTaSBub3MgYXl1ZGEsIGVzbyB5YSBsbyBjb252aWVydGUgZW4gbWVyY2VuYXJpby4gwr9ObyBlcyBhc8OtPw==
rFdSDQ,,WWVzLCB3ZWxsLiBIb3cgY2FuIEkgaGVscD8=,,,,,U2ltLCBiZW0uIEVtIHF1ZSBwb3NzbyBhanVkYXI/,,U8OtLCBidWVuby4gwr9FbiBxdcOpIHB1ZWRvIGF5dWRhcj8=
rVdSDQ,,W09saXZlXQpJIGxpa2UgaG93IHF1aWNrbHkgdGhpcyBtb3Zlcy4gV2UgaGF2ZSBoYWQgbWFueSBuZXdjb21lcnMgY29tZSBpbiBsYXRlbHkgd2hpbGUgZXhwYW5kaW5nIHRoZSBtaW5lLCBidXQgYXMgeW91IGtub3csIHRoaXMgcGxhY2UgZG9lcyBub3QgY29udGFpbiBvbmx5IHVzIGFuZCBtaW5lcmFscy4gVGhlIG5ld2NvbWVycyBzYXkgdGhleSBhcmUgdG9vIHNjYXJlZCB0byB3b3JrLg==,,,,,W09sw612aWFdCkdvc3RvIGRlIGNvbnZlcnNhIHLDoXBpZGEuIFVsdGltYW1lbnRlLCBjb20gYSBleHBhbnPDo28gZGEgbWluYSwgbXVpdG9zIG5vdmF0b3MgZW50cmFyYW0sIG1hcywgY29tbyB2b2PDqiBzYWJlLCBhcXVpIG7Do28gZXhpc3RlbSBzw7MgbsOzcyBlIG1pbmVyYWlzLiBPcyBub3ZhdG9zIGRpemVtIHF1ZSBlc3TDo28gY29tIG1lZG8gZSBuw6NvIGNvbnNlZ3VlbSB0cmFiYWxoYXIu,,W09saXZhXQpNZSBndXN0YSBxdWUgdmF5YW1vcyBkaXJlY3RvIGFsIGdyYW5vLiDDmmx0aW1hbWVudGUsIGFsIGFtcGxpYXIgbGEgbWluYSwgaGFuIGVudHJhZG8gbXVjaG9zIG5vdmF0b3MsIHBlcm8gY29tbyBzYWJlcywgYXF1w60gbm8gc29sbyBlc3RhbW9zIG5vc290cm9zIHkgbG9zIG1pbmVyYWxlcy4gTG9zIG5vdmF0b3MgZGljZW4gcXVlIHRpZW5lbiBtaWVkbyB5IG5vIHB1ZWRlbiB0cmFiYWphci4=
rldSDQ,,WW91IG1lYW4gdGhlIG1vbnN0ZXJzLg==,,,,,RXN0w6EgZmFsYW5kbyBkb3MgbW9uc3Ryb3M/,,U2UgcmVmaWVyZSBhIGxvcyBtb25zdHJ1b3Mu
r1dSDQ,,W09saXZlXQpUaGUgb3RoZXIgbW9uc3RlcnMgY2FuIGJlIGF2b2lkZWQgaWYgeW91IGFyZSBqdXN0IGEgbGl0dGxlIGNhcmVmdWwsIGJ1dCB0aGUgY29sb3JmdWwgbWluZXJhbHMuLi4gVGhvc2UgYXJlIHRoZSBwcm9ibGVtLiBFc3BlY2lhbGx5IFdoaXRlLiBPbmUgbW9tZW50IHlvdSBjYW4gc2VlIGl0IGNsZWFybHksIHRoZW4gaXQgc3VkZGVubHkgZGlzYXBwZWFycyBhbmQgYXBwZWFycyByaWdodCBiZXNpZGUgeW91IHRvIGF0dGFjay4=,,,,,W09sw612aWFdCk9zIG91dHJvcyBtb25zdHJvcyBwb2RlbSBzZXIgZXZpdGFkb3MgY29tIHVtIHBvdWNvIGRlIGN1aWRhZG8sIG1hcyBlc3NlcyBtaW5lcmFpcyBjb2xvcmlkb3MuLi4gZXNzZXMgc8OjbyBvIHByb2JsZW1hLiBFc3BlY2lhbG1lbnRlIG8gYnJhbmNvLiBFbGUgYXBhcmVjZSBiZW0gZGlhbnRlIGRvcyBvbGhvcywgZGUgcmVwZW50ZSBkZXNhcGFyZWNlIGUgc3VyZ2UgYW8gbGFkbyBwYXJhIGF0YWNhci4=,,W09saXZhXQpBIGxvcyBkZW3DoXMgbW9uc3RydW9zIHNlIGxvcyBwdWVkZSBldml0YXIgY29uIHVuIHBvY28gZGUgY3VpZGFkbywgcGVybyBsb3MgbWluZXJhbGVzIGRlIGNvbG9yZXMuLi4gZXNvcyBzb24gZWwgcHJvYmxlbWEuIEVzcGVjaWFsbWVudGUgbG9zIGJsYW5jb3MuIEF1bnF1ZSBsb3MgZXN0w6lzIG1pcmFuZG8sIGRlIHByb250byBkZXNhcGFyZWNlbiB5IGFwYXJlY2VuIGp1c3RvIGFsIGxhZG8gcGFyYSBhdGFjYXIu
sFdSDQ,,W09saXZlXQpUbyB0aGUgbmV3Y29tZXJzLCBJIHN1cHBvc2UgaXQgbG9va2VkIGxpa2UgYSBnaG9zdC4gSW4gYW4gYWdlIHdoZW4gYWlyc2hpcHMgZmx5LCB0aGV5IGFyZSBtYWtpbmcgYSBmdXNzIHRoYXQgZ2hvc3RzIGFyZSB0aGUgc2Nhcmllc3QgdGhpbmcgYW5kIHRoYXQgdGhleSBjYW5ub3Qgd29yay4=,,,,,W09sw612aWFdClBhcmEgb3Mgbm92YXRvcywgaXNzbyBkZXZlIHRlciBwYXJlY2lkbyB1bSBmYW50YXNtYS4gRW0gcGxlbmEgZXJhIGVtIHF1ZSBhZXJvcGxhbm9zIHZvYW0sIGVsZXMgZGl6ZW0gcXVlIG8gcXVlIG1haXMgdGVtZW0gc8OjbyBmYW50YXNtYXMgZSBmYXplbSBlc2PDom5kYWxvIGRpemVuZG8gcXVlIG7Do28gY29uc2VndWVtIHRyYWJhbGhhci4=,,W09saXZhXQpBIGxvcyBub3ZhdG9zIGxlcyBkZWJpw7MgZGUgcGFyZWNlciB1biBmYW50YXNtYS4gRW4gdW5hIGVyYSBlbiBsYSBxdWUgdnVlbGFuIGFlcm9uYXZlcywgYXJtYW4gdW4gZXNjw6FuZGFsbyBkaWNpZW5kbyBxdWUgbm8gcHVlZGVuIHRyYWJhamFyIHBvcnF1ZSBsbyBxdWUgbcOhcyBtaWVkbyBsZXMgZGEgc29uIGxvcyBmYW50YXNtYXMu
sVdSDQ,,W09saXZlXQpJIGV4cGxhaW5lZCB0aGF0IGl0IHdhcyBub3QgYSBnaG9zdCwgYnV0IHdoYXQgYSBwZXJzb24gdW5kZXJzdGFuZHMgYW5kIHdoYXQgdGhleSBmZWVsIGFyZSBkaWZmZXJlbnQgdGhpbmdzLiBJdCBpcyBmcnVzdHJhdGluZyBlbm91Z2ggdG8gZHJpdmUgbWUgbWFkLCBidXQgd2hhdCBjYW4gd2UgZG8/IEF0IHRoaXMgcmF0ZSwgdGhlIG1pbmUgd2lsbCBiZSBhYmFuZG9uZWQgd2l0aCBubyBvbmUgbGVmdCB0byB3b3JrLg==,,,,,W09sw612aWFdCkV4cGxpcXVlaSBxdWUgbsOjbyDDqSBmYW50YXNtYSwgbWFzIGVudGVuZGVyIGUgc2VudGlyIHPDo28gY29pc2FzIGRpZmVyZW50ZXMuIMOJIGZydXN0cmFudGUgZGUgbW9ycmVyLCBtYXMgbyBxdWUgcG9kZW1vcyBmYXplcj8gTmVzc2Ugcml0bW8sIGEgbWluYSB2YWkgYWNhYmFyIGZlY2hhbmRvIHNlbSBnZW50ZSBwYXJhIHRyYWJhbGhhci4=,,W09saXZhXQpZYSBsZXMgZXhwbGlxdcOpIHF1ZSBubyBlcyB1biBmYW50YXNtYSwgcGVybyB1bmEgY29zYSBlcyBlbnRlbmRlcmxvIHkgb3RyYSBzZW50aXJsby4gTWUgZGVzZXNwZXJhLCBwZXJvIHF1w6kgc2UgbGUgdmEgYSBoYWNlci4gQSBlc3RlIHBhc28sIHZhbW9zIGEgYWNhYmFyIGNlcnJhbmRvIGxhIG1pbmEgcG9yIGZhbHRhIGRlIHRyYWJhamFkb3Jlcy4=
sldSDQ,,W09saXZlXQpUaGUgcHJvYmxlbSBpcyB0aGF0IHRoZXJlIGlzIG5vIG9uZSB0byBkZWFsIHdpdGggdGhvc2UgdGhpbmdzLiBXZSBuZWVkIHRvIGNsZWFyIHRoZW0gb3V0LCBidXQgYWxsIHdlIGtub3cgaG93IHRvIGRvIGlzIHN3aW5nIHBpY2theGVzLg==,,,,,W09sw612aWFdCk8gcHJvYmxlbWEgw6kgcXVlIG7Do28gdGVtb3MgbmluZ3XDqW0gcGFyYSBsaWRhciBjb20gYXF1aWxvLiBQcmVjaXNhbW9zIG5vcyBsaXZyYXIgZGVsZXMsIG1hcyBuw7NzIHPDsyBzYWJlbW9zIHVzYXIgcGljYXJldGEu,,W09saXZhXQpFbCBwcm9ibGVtYSBlcyBxdWUgbm8gaGF5IG5hZGllIHF1ZSBwdWVkYSBlbmNhcmdhcnNlIGRlIGVzby4gVGVuZW1vcyBxdWUgcXVpdGFybG9zIGRlIGVuIG1lZGlvLCBwZXJvIG5vc290cm9zIHNvbG8gc2FiZW1vcyBtYW5lamFyIGVsIHBpY28u
s1dSDQ,,VGhhdCBpcyBob3cgZGVzcGVyYXRlIEkgd2FzLCBldmVuIHRyeWluZyB0byBsZWFybiBob3cgdG8gZmlnaHQgbXlzZWxmLg==,,,,,Q2hlZ3VlaSBhbyBwb250byBkZSB0ZW50YXIgYXByZW5kZXIgYSBsdXRhci4=,,SGFzdGEgeW8gbGxlZ3XDqSBhIHBlbnNhciBlbiBhcHJlbmRlciBhIGx1Y2hhci4=
tFdSDQ,,W09saXZlXQpTbyB3ZSB3ZXJlIHdhaXRpbmcgZm9yIGEgbWVyY2VuYXJ5IHRvIGRlYWwgd2l0aCB0aGVtLCBidXQgdGhlcmUgYXJlIG5vdCBtYW55IHBlb3BsZSB3aWxsaW5nIHRvIGNvbWUgYWxsIHRoZSB3YXkgaGVyZS4gQW5kIGl0IGlzIG5vdCBhcyBpZiB3ZSBjYW4gb2ZmZXIgYSB0ZW1wdGluZyBhbW91bnQgb2YgbW9uZXku,,,,,W09sw612aWFdClBvciBpc3NvIGVzdMOhdmFtb3MgZXNwZXJhbmRvIHVtIG1lcmNlbsOhcmlvIHBhcmEgY3VpZGFyIGRpc3NvLCBtYXMgcXVhc2UgbmluZ3XDqW0gYWNlaXRhIHZpciBhdMOpIGFxdWkgZGUgYm9hIHZvbnRhZGUuIEUgdGFtYsOpbSBuw6NvIHRlbW9zIGNvbmRpw6fDtWVzIGRlIG9mZXJlY2VyIGRpbmhlaXJvIHN1ZmljaWVudGUgcGFyYSBhdHJhaXIgYWxndcOpbS4=,,W09saXZhXQpQb3IgZXNvIGVzdMOhYmFtb3MgZXNwZXJhbmRvIGEgdW4gbWVyY2VuYXJpbyBxdWUgc2UgZW5jYXJnYXJhLCBwZXJvIG5vIGhheSBtdWNoYSBnZW50ZSBkaXNwdWVzdGEgYSB2ZW5pciBoYXN0YSBhcXXDrS4gWSB0YW1wb2NvIGVzdGFtb3MgZW4gY29uZGljaW9uZXMgZGUgb2ZyZWNlciB1bmEgc3VtYSBxdWUgcmVzdWx0ZSB0ZW50YWRvcmEu
tVdSDQ,,SSB3aWxsIGhlbHAu,,,,,RXUgdm91IGFqdWRhci4=,,WW8gbGVzIGF5dWRhcsOpLg==
tldSDQ,,W0F0cmldCkFoLCBJIHRydWx5IGxpa2UgeW91bmcgcGVvcGxlIGxpa2UgdGhpcy4gVGhleSBhY3RpdmVseSBoZWxwIHBlb3BsZSBpbiBuZWVkLiBJdCBpcyBiZWNhdXNlIG9mIHBlb3BsZSBsaWtlIHRoaXMgdGhhdCB0aGUgd29ybGQgaXMgc3RpbGwgd29ydGggbGl2aW5nIGluLg==,,,,,W0F0cmldCkFoLCBjb21vIGdvc3RvIGRlc3NlcyBqb3ZlbnMuIEFqdWRhbSBhdGl2YW1lbnRlIHBlc3NvYXMgZW0gZGlmaWN1bGRhZGUuIMOJIHBvciBjYXVzYSBkZSBnZW50ZSBhc3NpbSBxdWUgbyBtdW5kbyBhaW5kYSB2YWxlIGEgcGVuYS4=,,W0F0cmldCkF5LCBjw7NtbyBtZSBndXN0YW4gZXN0b3MgasOzdmVuZXMuIEF5dWRhciBhY3RpdmFtZW50ZSBhIHF1aWVuZXMgZXN0w6FuIGVuIGFwdXJvcy4uLiBHcmFjaWFzIGEgcGVyc29uYXMgYXPDrSwgZWwgbXVuZG8gYcO6biBtZXJlY2UgbGEgcGVuYS4=
t1dSDQ,,W09saXZlXQpUaGVuIGZvcmdpdmUgb3VyIHNoYW1lbGVzc25lc3MgYW5kIGxldCB1cyBhc2sgeW91IGZvciBhIGZhdm9yLiBBdCB0aGlzIHJhdGUsIHdlIGZlZWwgbGlrZSB3ZSBtaWdodCBkaWUu,,,,,W09sw612aWFdCkVudMOjbywgc2VtIHZlcmdvbmhhIG5hIGNhcmEsIHZvdSBwZWRpciBzdWEgYWp1ZGEuIMOJIHF1ZSwgbmVzc2Ugcml0bW8sIHBhcmVjZSBxdWUgdmFtb3MgbW9ycmVyLg==,,W09saXZhXQpFbnRvbmNlcywgYXVucXVlIHNlYSBkZXNjYXJhZG8gcG9yIG51ZXN0cmEgcGFydGUsIHRlIGxvIHBlZGltb3MuIEVzIHF1ZSBzZW50aW1vcyBxdWUgYXPDrSBhY2FiYXJlbW9zIG11ZXJ0b3Mu
uFdSDQ,,W0F0cmldClBsZWFzZSBnZXQgcmlkIG9mIHNvbWUgXjAwMDBDRFdoaXRlIE1pbmVyYWxeMDAwMDAwLiBJdCBkb2VzIG5vdCBoYXZlIHRvIGJlIG1hbnksIGFzIGxvbmcgYXMgd2UgY2FuIHN0YXJ0IHdvcmtpbmcgcmlnaHQgYXdheS4gQWJvdXQgXjAwMDBDRDEwXjAwMDAwMC4gQWZ0ZXIgdGhhdCwgd2Ugd2lsbCBlaXRoZXIgbGVhcm4gU3dvcmQgb3IgbG9vayBmb3IgYSBtZXJjZW5hcnkgbW9yZSBhY3RpdmVseS4=,,,,,W0F0cmldCkxpdnJlLXNlIGRvIF4wMDAwQ0RNaW5lcmFsIGRlIFNlbGVuaXRhXjAwMDAwMC4gTsOjbyBwcmVjaXNhbSBzZXIgbXVpdG9zLCBzw7MgbyBzdWZpY2llbnRlIHBhcmEgcG9kZXJtb3MgdHJhYmFsaGFyIGFnb3JhLiBDZXJjYSBkZSBeMDAwMENEMTBeMDAwMDAwLiBEZXBvaXMgZGlzc28sIG7Ds3MgYXByZW5kZW1vcyBFc3BhZGEgb3UgcHJvY3VyYW1vcyBtZXJjZW7DoXJpb3MgbWFpcyBhdGl2YW1lbnRlLg==,,W0F0cmldCkVsaW1pbmEgYWxndW5vcyBeMDAwMENETWluZXJhbCBibGFuY29eMDAwMDAwLiBTb2xvIG5lY2VzaXRhbW9zIHBvZGVyIHRyYWJhamFyIGRlIGlubWVkaWF0bywgYXPDrSBxdWUgbm8gdGllbmVuIHF1ZSBzZXIgbXVjaG9zLiBVbm9zIF4wMDAwQ0QxMF4wMDAwMDAuIERlc3B1w6lzLCB5YSBzZWEgYXByZW5kaWVuZG8gRXNwYWRhIG5vc290cm9zIG8gYnVzY2FuZG8gbWVyY2VuYXJpb3MgZGUgZm9ybWEgbcOhcyBhY3RpdmEsIG5vcyBsYXMgYXJyZWdsYXJlbW9zLg==
uVdSDQ,,W09saXZlXQpUaGUgaGVybyBoYXMgY29tZSEhIFNvLCBob3cgZGlkIGl0IGdvPw==,,,,,W09sw612aWFdCk5vc3NvIGhlcsOzaSBjaGVnb3UhISBFbnTDo28sIGNvbW8gZm9pPw==,,W09saXZhXQrCocKhSGEgdmVuaWRvIGVsIGjDqXJvZSEhIEVudG9uY2VzLCDCv2PDs21vIGZ1ZT8=
