YCMkAw,,S2VsbGFzdXM=,,,,,S2VsbGFzdXM=,,S2VsbGFzdXM=
5yMkAw,,W1NrcmFqamFkXQpUaGluayBhYm91dCBpdC4gQWx0aG91Z2ggY3JlYXRlZCBieSBodW1hbnMsIGhvbXVuY3VsaSBhcmUgc3RpbGwgbGl2aW5nIGJlaW5ncy4KVG8gcmVzdCB0aGVtIGF0IHdpbGwgYW5kIHRoZW4gY2FsbCB0aGVtIGJhY2suLi4gZXZlbiBpZiBwb3NzaWJsZSwgaXQgZG9lc24ndCBsb29rIGdvb2Qu,,,,,W1NrcmFqamFkXQpQZW5zZSBuaXNzby4gRW1ib3JhIGNyaWFkb3MgcG9yIGh1bWFub3MsIG9zIGhvbcO6bmN1bG9zIGFpbmRhIHPDo28gc2VyZXMgdml2b3MuCkNvbG9jw6EtbG9zIHBhcmEgZGVzY2Fuc2FyIMOgIHZvbnRhZGUgZSBkZXBvaXMgY2hhbcOhLWxvcyBkZSB2b2x0YS4uLiBtZXNtbyBxdWUgcG9zc8OtdmVsLCBuw6NvIHBhcmVjZSBjZXJ0by4=,,W1NrcmFqamFkXQpQacOpbnNhbG8uIEF1bnF1ZSBzb24gY3JlYWRvcyBwb3IgaHVtYW5vcywgbG9zIGhvbcO6bmN1bG9zIHNvbiBzZXJlcyB2aXZvcy4KUG9uZXJsb3MgYSBkZXNjYW5zYXIgYSB2b2x1bnRhZCB5IGx1ZWdvIGxsYW1hcmxvcyBkZSB2dWVsdGEuLi4gYXVucXVlIHNlYSBwb3NpYmxlLCBubyBwYXJlY2UgY29ycmVjdG8u
6CMkAw,,W1NrcmFqamFkXQpBbnl3YXksIHlvdSBtdXN0IGNsZWFybHkgcmVjb2duaXplIHRoYXQgYSBob211bmN1bHVzIGlzIGFsc28gYSBsaWZlLgpUaGF0IGlzIGEgbWluZHNldCBiZWZvcmUgdGVjaG5pcXVlLCBhIHZlcnkgYmFzaWMgaXNzdWUu,,,,,W1NrcmFqamFkXQpEZSBxdWFscXVlciBmb3JtYSwgdm9jw6ogZGV2ZSByZWNvbmhlY2VyIGNsYXJhbWVudGUgcXVlIHVtIGhvbcO6bmN1bG8gdGFtYsOpbSDDqSB1bWEgdmlkYS4KRXNzYSDDqSB1bWEgbWVudGFsaWRhZGUgYW50ZXMgZGEgdMOpY25pY2EsIHVtYSBxdWVzdMOjbyBtdWl0byBiw6FzaWNhLg==,,W1NrcmFqamFkXQpEZSB0b2RhcyBmb3JtYXMsIGRlYmVzIHJlY29ub2NlciBjbGFyYW1lbnRlIHF1ZSB1biBob23Dum5jdWxvIHRhbWJpw6luIGVzIHVuYSB2aWRhLgpFc28gZXMgdW5hIG1lbnRhbGlkYWQgYW50ZXMgcXVlIGxhIHTDqWNuaWNhLCB1bmEgY3Vlc3Rpw7NuIG11eSBiw6FzaWNhLg==
6SMkAw,,W1NrcmFqamFkXQpBaCwgYW5kIHRoaXMgc2tpbGwgJ1Jlc3QnIGNhbiBiZSBtYXN0ZXJlZCBhdCBsZXZlbCAxLgpJdCdzIG5vdCBidXJkZW5zb21lIHRvIGxlYXJuLg==,,,,,W1NrcmFqamFkXQpBaCwgZSBlc3RhIGhhYmlsaWRhZGUgJ0Rlc2NhbnNhcicgcG9kZSBzZXIgZG9taW5hZGEgbm8gbsOtdmVsIDEuCk7Do28gw6kgcGVzYWRvIGFwcmVuZMOqLWxhLg==,,W1NrcmFqamFkXQpBaCwgeSBlc3RhIGhhYmlsaWRhZCAnRGVzY2Fuc2FyJyBzZSBwdWVkZSBkb21pbmFyIGVuIGVsIG5pdmVsIDEuCk5vIGVzIHBlc2FkbyBhcHJlbmRlcmxhLg==
6iMkAw,,W1NrcmFqamFkXQpXZWxsLCB0aGF0J3MgYWJvdXQgYWxsIEkgY2FuIHRlYWNoIHlvdS4KTmV4dCwgeW91IHNob3VsZCBmaW5kIF5GRjAwMDBLZXNoaWJpYW5eMDAwMDAwLCB3aG8ga25vd3MgdGhlIF5GRjAwMDBDYWxsIEhvbXVuY3VsdXNeMDAwMDAwIHNraWxsIGluIGRldGFpbC4=,,,,,W1NrcmFqamFkXQpCZW0sIGlzc28gw6kgdHVkbyBxdWUgcG9zc28gbGhlIGVuc2luYXIuCkVtIHNlZ3VpZGEsIHZvY8OqIGRldmUgZW5jb250cmFyIF5GRjAwMDBLZXNoaWJpYW5eMDAwMDAwLCBxdWUgY29uaGVjZSBhIGhhYmlsaWRhZGUgXkZGMDAwMENoYW1hciBIb23Dum5jdWxvXjAwMDAwMCBlbSBkZXRhbGhlcy4=,,W1NrcmFqamFkXQpCdWVubywgZXNvIGVzIHRvZG8gbG8gcXVlIHB1ZWRvIGVuc2XDsWFydGUuCkEgY29udGludWFjacOzbiwgZGViZXMgYnVzY2FyIGEgXkZGMDAwMEtlc2hpYmlhbl4wMDAwMDAsIHF1aWVuIGNvbm9jZSBsYSBoYWJpbGlkYWQgXkZGMDAwMExsYW1hciBIb23Dum5jdWxvXjAwMDAwMCBlbiBkZXRhbGxlLg==
6yMkAw,,W1NrcmFqamFkXQpJZiB5b3Ugc2F5IEkgc2VudCB5b3UsIGhlIHdpbGwgdGVhY2ggeW91IGtpbmRseS4KSSBob3BlIHlvdSBsZWFybiB3ZWxsIGFuZCBzdHJpdmUgc3RlYWRpbHkgc28gdGhhdCBsaWdodCBzaGluZXMgdXBvbiB5b3VyIHBhdGggb2YgYWxjaGVteS4=,,,,,W1NrcmFqamFkXQpTZSBkaXNzZXIgcXVlIGV1IG8gZW52aWVpLCBlbGUgbyBlbnNpbmFyw6EgZ2VudGlsbWVudGUuCkVzcGVybyBxdWUgYXByZW5kYSBiZW0gZSBzZSBlc2ZvcmNlIGNvbnN0YW50ZW1lbnRlIHBhcmEgcXVlIGEgbHV6IGJyaWxoZSBlbSBzZXUgY2FtaW5obyBkZSBhbHF1aW1pYS4=,,W1NrcmFqamFkXQpTaSBkaWNlcyBxdWUgeW8gdGUgZW52acOpLCDDqWwgdGUgZW5zZcOxYXLDoSBhbWFibGVtZW50ZS4KRXNwZXJvIHF1ZSBhcHJlbmRhcyBiaWVuIHkgdGUgZXNmdWVyY2VzIGNvbnN0YW50ZW1lbnRlIHBhcmEgcXVlIGxhIGx1eiBicmlsbGUgZW4gdHUgY2FtaW5vIGRlIGFscXVpbWlhLg==
7CMkAw,,W1NrcmFqamFkXQpUaGUgcGVyc29uIHlvdSBuZWVkIHRvIGZpbmQgaXMgTXIuIEtlc2hpYmlhbiwgYW4gYXV0aG9yaXR5IG9uIHRoZSBDYWxsIEhvbXVuY3VsdXMgc2tpbGwuCkhlJ3MgYSBraW5kIHBlcnNvbiwgc28gaGUgd2lsbCB0ZWFjaCB5b3Ugd2VsbC4=,,,,,W1NrcmFqamFkXQpBIHBlc3NvYSBxdWUgdm9jw6ogcHJlY2lzYSBlbmNvbnRyYXIgw6kgbyBTci4gS2VzaGliaWFuLCB1bWEgYXV0b3JpZGFkZSBuYSBoYWJpbGlkYWRlIENoYW1hciBIb23Dum5jdWxvLgpFbGUgw6kgdW1hIHBlc3NvYSBnZW50aWwsIGVudMOjbyB2YWkgZW5zaW7DoS1sbyBiZW0u,,W1NrcmFqamFkXQpMYSBwZXJzb25hIHF1ZSBuZWNlc2l0YXMgZW5jb250cmFyIGVzIGVsIFNyLiBLZXNoaWJpYW4sIHVuYSBhdXRvcmlkYWQgZW4gbGEgaGFiaWxpZGFkIExsYW1hciBIb23Dum5jdWxvLgpFcyB1bmEgcGVyc29uYSBhbWFibGUsIGFzw60gcXVlIHRlIGVuc2XDsWFyw6EgYmllbi4=
7SMkAw,,W1NrcmFqamFkXQpBbGNoZW15IGlzIGEgd29uZGVyZnVsIHByb2Zlc3Npb24uIFRvIGJlIGFibGUgdG8gZW5kbGVzc2x5IHB1cnN1ZSB0aGUgdHJ1dGgsCmp1c3QgdGhpbmtpbmcgYWJvdXQgaXQgaXMgdGhyaWxsaW5nLCBpc24ndCBpdD8=,,,,,W1NrcmFqamFkXQpBIGFscXVpbWlhIMOpIHVtYSBwcm9maXNzw6NvIG1hcmF2aWxob3NhLiBQb2RlciBidXNjYXIgYSB2ZXJkYWRlIGluZmluaXRhbWVudGUsCnPDsyBkZSBwZW5zYXIgbmlzc28gasOhIMOpIGVtb2Npb25hbnRlLCBuw6NvIMOpPw==,,W1NrcmFqamFkXQpMYSBhbHF1aW1pYSBlcyB1bmEgcHJvZmVzacOzbiBtYXJhdmlsbG9zYS4gUG9kZXIgYnVzY2FyIGxhIHZlcmRhZCBpbmZpbml0YW1lbnRlLApzb2xvIGRlIHBlbnNhcmxvIHlhIGVzIGVtb2Npb25hbnRlLCDCv25vIGVzIGFzw60/
7iMkAw,,S2VzaGliaWFu,,,,,S2VzaGliaWFu,,S2VzaGliaWFu
7yMkAw,,W0tlc2hpYmlhbl0KQWgsIHlvdSB3ZXJlIHNlbnQgYnkgTXIuIFNrcmFqamFkPyBOaWNlIHRvIG1lZXQgeW91LgpBcyB5b3UgYWxyZWFkeSBrbm93LCBJJ20gS2VzaGliaWFuLCBvbmUgb2YgdGhlIG1hbnkgYWxjaGVtaXN0cyBzY2F0dGVyZWQgZXZlcnl3aGVyZS4KTXkgc2tpbGxzIGFyZSBvbmx5IG1lZGlvY3JlLg==,,,,,W0tlc2hpYmlhbl0KQWgsIHZvY8OqIGZvaSBlbnZpYWRvIHBlbG8gU3IuIFNrcmFqamFkPyBQcmF6ZXIgZW0gY29uaGVjw6otbG8uCkNvbW8gdm9jw6ogasOhIHNhYmUsIHNvdSBLZXNoaWJpYW4sIHVtIGRvcyBtdWl0b3MgYWxxdWltaXN0YXMgZXNwYWxoYWRvcyBwb3IgYcOtLgpNaW5oYXMgaGFiaWxpZGFkZXMgc8OjbyBhcGVuYXMgbWVkw61vY3Jlcy4=,,W0tlc2hpYmlhbl0KQWgsIMK/ZnVpc3RlIGVudmlhZG8gcG9yIGVsIFNyLiBTa3JhamphZD8gVW4gcGxhY2VyIGNvbm9jZXJ0ZS4KQ29tbyB5YSBzYWJlcywgc295IEtlc2hpYmlhbiwgdW5vIGRlIGxvcyBtdWNob3MgYWxxdWltaXN0YXMgZXNwYXJjaWRvcyBwb3IgYWjDrS4KTWlzIGhhYmlsaWRhZGVzIHNvbiBzb2xvIG1lZGlvY3Jlcy4=
8CMkAw,,W0tlc2hpYmlhbl0KVGhlcmUncyBubyBuZWVkIHRvIHRhbGsgYWJvdXQgbXlzZWxmIG9yIGJvYXN0LCBzbyBsZXQncyBnZXQgc3RyYWlnaHQgdG8gdGhlIHBvaW50IGFuZCBmaW5pc2gu,,,,,W0tlc2hpYmlhbl0KTsOjbyBow6EgbmVjZXNzaWRhZGUgZGUgZmFsYXIgc29icmUgbWltIG91IG1lIGdhYmFyLCBlbnTDo28gdmFtb3MgZGlyZXRvIGFvIHBvbnRvIGUgdGVybWluYXIu,,W0tlc2hpYmlhbl0KTm8gaGF5IG5lY2VzaWRhZCBkZSBoYWJsYXIgZGUgbcOtIG8gcHJlc3VtaXIsIGFzw60gcXVlIHZheWFtb3MgZGlyZWN0byBhbCBncmFubyB5IHRlcm1pbmVtb3Mu
8SMkAw,,W0tlc2hpYmlhbl0KXkZGMDAwMENhbGwgSG9tdW5jdWx1c14wMDAwMDAuLi4gVGhpcyBza2lsbCBpcyBhIGxldmVsIDEgbWFzdGVyIHNraWxsCnRoYXQgY2FuIG9ubHkgYmUgbGVhcm5lZCBieSB0aG9zZSB3aG8gaGF2ZSBsZWFybmVkIFJlc3QuCkFzIHRoZSBza2lsbCBuYW1lIHN1Z2dlc3RzLCBpdCBpcyBhIHNraWxsIHRvIGNhbGwgYSBob211bmN1bHVzLg==,,,,,W0tlc2hpYmlhbl0KXkZGMDAwMENoYW1hciBIb23Dum5jdWxvXjAwMDAwMC4uLiBFc3RhIGhhYmlsaWRhZGUgw6kgdW1hIGhhYmlsaWRhZGUgbWVzdHJlIGRlIG7DrXZlbCAxCnF1ZSBzw7MgcG9kZSBzZXIgYXByZW5kaWRhIHBvciBhcXVlbGVzIHF1ZSBhcHJlbmRlcmFtIERlc2NhbnNhci4KQ29tbyBvIG5vbWUgZGEgaGFiaWxpZGFkZSBzdWdlcmUsIMOpIHVtYSBoYWJpbGlkYWRlIHBhcmEgY2hhbWFyIHVtIGhvbcO6bmN1bG8u,,W0tlc2hpYmlhbl0KXkZGMDAwMExsYW1hciBIb23Dum5jdWxvXjAwMDAwMC4uLiBFc3RhIGhhYmlsaWRhZCBlcyB1bmEgaGFiaWxpZGFkIG1hZXN0cmEgZGUgbml2ZWwgMQpxdWUgc29sbyBwdWVkZSBzZXIgYXByZW5kaWRhIHBvciBhcXVlbGxvcyBxdWUgaGFuIGFwcmVuZGlkbyBEZXNjYW5zYXIuCkNvbW8gZWwgbm9tYnJlIGRlIGxhIGhhYmlsaWRhZCBzdWdpZXJlLCBlcyB1bmEgaGFiaWxpZGFkIHBhcmEgbGxhbWFyIGEgdW4gaG9tw7puY3Vsby4=
8iMkAw,,W0tlc2hpYmlhbl0KV2hlbiBwZXJmb3JtaW5nIHRoaXMgc2tpbGwsIGlmIGEgcHJldmlvdXNseSBjcmVhdGVkIGhvbXVuY3VsdXMgaXMgaW4gcmVzdCBzdGF0ZSwKeW91IGNhbiBjYWxsIGl0IGJhY2sgZnJvbSByZXN0IHRvIHJlYWxpdHkuIEl0IGlzIGFuIGFjdCBvZiBkaXN0dXJiaW5nIGl0cyBwZWFjZWZ1bCB0aW1lLApzbyBJIGRvbid0IHBhcnRpY3VsYXJseSByZWNvbW1lbmQgaXQuLi4=,,,,,W0tlc2hpYmlhbl0KQW8gZXhlY3V0YXIgZXN0YSBoYWJpbGlkYWRlLCBzZSB1bSBob23Dum5jdWxvIGNyaWFkbyBhbnRlcmlvcm1lbnRlIGVzdGl2ZXIgZW0gZXN0YWRvIGRlIGRlc2NhbnNvLAp2b2PDqiBwb2RlIGNoYW3DoS1sbyBkZSB2b2x0YSBkbyBkZXNjYW5zbyBwYXJhIGEgcmVhbGlkYWRlLiDDiSB1bSBhdG8gZGUgcGVydHVyYmFyIHNldSB0ZW1wbyBkZSBwYXosCmVudMOjbyBuw6NvIHJlY29tZW5kbyBwYXJ0aWN1bGFybWVudGUuLi4=,,W0tlc2hpYmlhbl0KQWwgZWplY3V0YXIgZXN0YSBoYWJpbGlkYWQsIHNpIHVuIGhvbcO6bmN1bG8gY3JlYWRvIHByZXZpYW1lbnRlIGVzdMOhIGVuIGVzdGFkbyBkZSBkZXNjYW5zbywKcHVlZGVzIGxsYW1hcmxvIGRlIHZ1ZWx0YSBkZWwgZGVzY2Fuc28gYSBsYSByZWFsaWRhZC4gRXMgdW4gYWN0byBkZSBwZXJ0dXJiYXIgc3UgdGllbXBvIGRlIHBheiwKYXPDrSBxdWUgbm8gbG8gcmVjb21pZW5kbyBwYXJ0aWN1bGFybWVudGUuLi4=
8yMkAw,,W0tlc2hpYmlhbl0KSWYgeW91IGhhdmUgbmV2ZXIgY3JlYXRlZCBhIGhvbXVuY3VsdXMsCnlvdSBjYW4gdXNlIHRoaXMgc2tpbGwgdG8gY3JlYXRlIGEgbGlmZSwgYSBob211bmN1bHVzLg==,,,,,W0tlc2hpYmlhbl0KU2Ugdm9jw6ogbnVuY2EgY3Jpb3UgdW0gaG9tw7puY3VsbywKcG9kZSB1c2FyIGVzdGEgaGFiaWxpZGFkZSBwYXJhIGNyaWFyIHVtYSB2aWRhLCB1bSBob23Dum5jdWxvLg==,,W0tlc2hpYmlhbl0KU2kgbnVuY2EgaGFzIGNyZWFkbyB1biBob23Dum5jdWxvLApwdWVkZXMgdXNhciBlc3RhIGhhYmlsaWRhZCBwYXJhIGNyZWFyIHVuYSB2aWRhLCB1biBob23Dum5jdWxvLg==
9CMkAw,,W0tlc2hpYmlhbl0KQXQgdGhhdCB0aW1lLCB5b3Ugd2lsbCBuZWVkIG9uZSBeRkYwMDAwR2xhc3MgVHViZV4wMDAwMDAsIG9uZSBeRkYwMDAwWWdnZHJhc2lsJ3MgRGV3XjAwMDAwMCwKb25lIF5GRjAwMDBTZWVkIG9mIExpZmVeMDAwMDAwLCBhbmQgbW9zdCBpbXBvcnRhbnRseSwgb25lIF5GRjAwMDBFbWJyeW9eMDAwMDAwLg==,,,,,W0tlc2hpYmlhbl0KTmVzc2UgbW9tZW50bywgdm9jw6ogcHJlY2lzYXLDoSBkZSB1bSBeRkYwMDAwVHVibyBkZSBWaWRyb14wMDAwMDAsIHVtIF5GRjAwMDBPcnZhbGhvIGRlIFlnZ2RyYXNpbF4wMDAwMDAsCnVtYSBeRkYwMDAwU2VtZW50ZSBkYSBWaWRhXjAwMDAwMCBlLCBvIG1haXMgaW1wb3J0YW50ZSwgdW0gXkZGMDAwMEVtYnJpw6NvXjAwMDAwMC4=,,W0tlc2hpYmlhbl0KRW4gZXNlIG1vbWVudG8sIG5lY2VzaXRhcsOhcyB1biBeRkYwMDAwVHVibyBkZSBFbnNheW9eMDAwMDAwLCB1biBeRkYwMDAwUm9jw61vIGRlIFlnZ2RyYXNpbF4wMDAwMDAsCnVuYSBeRkYwMDAwU2VtaWxsYSBkZSBsYSBWaWRhXjAwMDAwMCB5LCBsbyBtw6FzIGltcG9ydGFudGUsIHVuIF5GRjAwMDBFbWJyacOzbl4wMDAwMDAu
9SMkAw,,W0tlc2hpYmlhbl0KVGhpcyBFbWJyeW8gY2FuIGJlIHRob3VnaHQgb2YgYXMgdGhlIGVtYnJ5b25pYyBzdGF0ZSBvZiBhIGhvbXVuY3VsdXMuClVzaW5nIHRoZSB0aHJlZSB0b29scyBtZW50aW9uZWQgZWFybGllciwgeW91IGNhbiByZWNyZWF0ZSB0aGUgRW1icnlvIGludG8gYSBob211bmN1bHVzLg==,,,,,W0tlc2hpYmlhbl0KRXN0ZSBFbWJyacOjbyBwb2RlIHNlciBwZW5zYWRvIGNvbW8gbyBlc3RhZG8gZW1icmlvbsOhcmlvIGRlIHVtIGhvbcO6bmN1bG8uClVzYW5kbyBhcyB0csOqcyBmZXJyYW1lbnRhcyBtZW5jaW9uYWRhcyBhbnRlcmlvcm1lbnRlLCB2b2PDqiBwb2RlIHJlY3JpYXIgbyBFbWJyacOjbyBlbSB1bSBob23Dum5jdWxvLg==,,W0tlc2hpYmlhbl0KRXN0ZSBFbWJyacOzbiBwdWVkZSBzZXIgcGVuc2FkbyBjb21vIGVsIGVzdGFkbyBlbWJyaW9uYXJpbyBkZSB1biBob23Dum5jdWxvLgpVc2FuZG8gbGFzIHRyZXMgaGVycmFtaWVudGFzIG1lbmNpb25hZGFzIGFudGVyaW9ybWVudGUsIHB1ZWRlcyByZWNyZWFyIGVsIEVtYnJpw7NuIGVuIHVuIGhvbcO6bmN1bG8u
9iMkAw,,W0tlc2hpYmlhbl0KVGhhdCdzIHRoZSB0ZWNobmljYWwgYXNwZWN0Li4uIGJ1dCBuZXZlciBmb3JnZXQgdGhhdCBhIGhvbXVuY3VsdXMgaXMgYSBsaXZpbmcgYmVpbmcuCkJlY2F1c2UgaXQncyBhIGxpdmluZyBiZWluZywgaXQgc2hvdWxkIGJlIHRyZWFzdXJlZCB0aGF0IG11Y2guIFlvdSB1bmRlcnN0YW5kIHdoYXQgSSBtZWFuLCByaWdodD8=,,,,,W0tlc2hpYmlhbl0KRXNzZSDDqSBvIGFzcGVjdG8gdMOpY25pY28uLi4gbWFzIG51bmNhIGVzcXVlw6dhIHF1ZSB1bSBob23Dum5jdWxvIMOpIHVtIHNlciB2aXZvLgpQb3Igc2VyIHVtIHNlciB2aXZvLCBkZXZlIHNlciB2YWxvcml6YWRvIG5hIG1lc21hIG1lZGlkYS4gVm9jw6ogZW50ZW5kZSBvIHF1ZSBxdWVybyBkaXplciwgY2VydG8/,,W0tlc2hpYmlhbl0KRXNlIGVzIGVsIGFzcGVjdG8gdMOpY25pY28uLi4gcGVybyBudW5jYSBvbHZpZGVzIHF1ZSB1biBob23Dum5jdWxvIGVzIHVuIHNlciB2aXZvLgpQb3JxdWUgZXMgdW4gc2VyIHZpdm8sIGRlYmUgc2VyIHZhbG9yYWRvIGVuIGxhIG1pc21hIG1lZGlkYS4gRW50aWVuZGVzIGxvIHF1ZSBxdWllcm8gZGVjaXIsIMK/dmVyZGFkPw==
9yMkAw,,W0tlc2hpYmlhbl0KV2VsbC4uLiBubyBtYXR0ZXIgaG93IG11Y2ggeW91IGxlYXJuIHRoaXMgdGhlb3JldGljYWxseSwKaXQncyB1c2VsZXNzIGtub3dsZWRnZSB3aXRob3V0IGxlYXJuaW5nIHRoZSBiYXNpY3MgZnJvbSBNci4gS2VsbGFzdXMgZmlyc3QuLi4KYnV0IG9uY2UgeW91IGxlYXJuIGl0LCB0aGUgZGF5IHdpbGwgY29tZSB3aGVuIHlvdSBjYW4gdXNlIGl0Lg==,,,,,W0tlc2hpYmlhbl0KQmVtLi4uIG7Do28gaW1wb3J0YSBvIHF1YW50byB2b2PDqiBhcHJlbmRhIGlzc28gdGVvcmljYW1lbnRlLArDqSBjb25oZWNpbWVudG8gaW7DunRpbCBzZW0gYXByZW5kZXIgbyBiw6FzaWNvIGNvbSBvIFNyLiBLZWxsYXN1cyBwcmltZWlyby4uLgptYXMgdW1hIHZleiBxdWUgYXByZW5kYSwgY2hlZ2Fyw6EgbyBkaWEgZW0gcXVlIHBvZGVyw6EgdXPDoS1sby4=,,W0tlc2hpYmlhbl0KQnVlbm8uLi4gbm8gaW1wb3J0YSBjdcOhbnRvIGFwcmVuZGFzIGVzdG8gdGXDs3JpY2FtZW50ZSwKZXMgY29ub2NpbWllbnRvIGluw7p0aWwgc2luIGFwcmVuZGVyIGxvIGLDoXNpY28gZGVsIFNyLiBLZWxsYXN1cyBwcmltZXJvLi4uCnBlcm8gdW5hIHZleiBxdWUgbG8gYXByZW5kYXMsIGxsZWdhcsOhIGVsIGTDrWEgZW4gcXVlIHB1ZWRhcyB1c2FybG8u
+CMkAw,,W0tlc2hpYmlhbl0KQW55d2F5LCB0aGF0J3MgYWJvdXQgYWxsIEkgY2FuIHRlYWNoIHlvdS4KRmluYWxseSwgZ28gZmluZCBeRkYwMDAwQnJ1bnNjaGVyXjAwMDAwMCwgd2hvIGlzIHdlbGwtdmVyc2VkIGluIF5GRjAwMDBSZXN1cnJlY3Rpb24gSG9tdW5jdWx1c14wMDAwMDAu,,,,,W0tlc2hpYmlhbl0KRGUgcXVhbHF1ZXIgZm9ybWEsIGlzc28gw6kgdHVkbyBxdWUgcG9zc28gbGhlIGVuc2luYXIuCkZpbmFsbWVudGUsIHbDoSBlbmNvbnRyYXIgXkZGMDAwMEJydW5zY2hlcl4wMDAwMDAsIHF1ZSDDqSBiZW0gdmVyc2FkbyBlbSBeRkYwMDAwUmVzc3VycmVpw6fDo28gZGUgSG9tw7puY3Vsb14wMDAwMDAu,,W0tlc2hpYmlhbl0KRGUgdG9kYXMgZm9ybWFzLCBlc28gZXMgdG9kbyBsbyBxdWUgcHVlZG8gZW5zZcOxYXJ0ZS4KRmluYWxtZW50ZSwgdmUgYSBidXNjYXIgYSBeRkYwMDAwQnJ1bnNjaGVyXjAwMDAwMCwgcXVpZW4gZXMgdmVyc2FkbyBlbiBeRkYwMDAwUmVzdXJyZWNjacOzbiBkZSBIb23Dum5jdWxvXjAwMDAwMC4=
+SMkAw,,W0tlc2hpYmlhbl0KSGUncyBzdWNoIGFuIGVjY2VudHJpYyB0aGF0IGhlIG1pZ2h0IG5vdCBiZSBoZXJlLi4uIEkgdGhpbmsgaGUncyBwcm9iYWJseSBvZmYgcGxheWluZyBzb21ld2hlcmUgc3RyYW5nZS4=,,,,,W0tlc2hpYmlhbl0KRWxlIMOpIHTDo28gZXhjw6pudHJpY28gcXVlIHBvZGUgbsOjbyBlc3RhciBhcXVpLi4uIEFjaG8gcXVlIGVsZSBwcm92YXZlbG1lbnRlIGVzdMOhIHBvciBhw60sIGJyaW5jYW5kbyBlbSBhbGd1bSBsdWdhciBlc3RyYW5oby4=,,W0tlc2hpYmlhbl0KRXMgdGFuIGV4Y8OpbnRyaWNvIHF1ZSBwdWVkZSBxdWUgbm8gZXN0w6kgYXF1w60uLi4gQ3JlbyBxdWUgcHJvYmFibGVtZW50ZSBlc3TDqSBwb3IgYWjDrSwgZGl2aXJ0acOpbmRvc2UgZW4gYWxnw7puIGx1Z2FyIGV4dHJhw7FvLg==
+iMkAw,,W0tlc2hpYmlhbl0KSGUgd291bGRuJ3QgaGF2ZSBnb25lIGZhci4uLiBoZSdzIHByb2JhYmx5IHNvbWV3aGVyZSBpbiB0aGlzIHRvd24sIExpZ2h0aGFsemVuLgpXaGVyZSBjb3VsZCBoZSBiZT8=,,,,,W0tlc2hpYmlhbl0KRWxlIG7Do28gdGVyaWEgaWRvIGxvbmdlLi4uIHByb3ZhdmVsbWVudGUgZXN0w6EgZW0gYWxndW0gbHVnYXIgZGVzdGEgY2lkYWRlLCBMaWdodGhhbHplbi4KT25kZSBlbGUgcG9kZXJpYSBlc3Rhcj8=,,W0tlc2hpYmlhbl0KTm8gaGFicsOhIGlkbyBsZWpvcy4uLiBwcm9iYWJsZW1lbnRlIGVzdMOhIGVuIGFsZ8O6biBsdWdhciBkZSBlc3RhIGNpdWRhZCwgTGlnaHRoYWx6ZW4uCsK/RMOzbmRlIHBvZHLDrWEgZXN0YXI/
+yMkAw,,W0tlc2hpYmlhbl0KQW55d2F5LCBnb29kIGx1Y2suIEkgZW5qb3llZCB0ZWFjaGluZyB5b3Uu,,,,,W0tlc2hpYmlhbl0KRGUgcXVhbHF1ZXIgZm9ybWEsIGJvYSBzb3J0ZS4gR29zdGVpIGRlIGVuc2luw6EtbG8u,,W0tlc2hpYmlhbl0KRGUgdG9kYXMgZm9ybWFzLCBidWVuYSBzdWVydGUuIERpc2ZydXTDqSBlbnNlw7FhcnRlLg==
/CMkAw,,W0tlc2hpYmlhbl0KVGhlIHBlcnNvbiB5b3UgbmVlZCB0byBmaW5kIGlzIE1yLiBCcnVuc2NoZXIsIGFuIGF1dGhvcml0eSBvbiB0aGUgUmVzdXJyZWN0aW9uIEhvbXVuY3VsdXMgc2tpbGwuCkhlJ3MgcXVpdGUgYW4gZWNjZW50cmljLi4uIGJ1dCBJIHRoaW5rIGhlJ2xsIHRlYWNoIHlvdSB3ZWxsIGlmIHlvdSB0YWxrIHRvIGhpbS4KQWhhaGEuLi4gZG8geW91ciBiZXN0Lg==,,,,,W0tlc2hpYmlhbl0KQSBwZXNzb2EgcXVlIHZvY8OqIHByZWNpc2EgZW5jb250cmFyIMOpIG8gU3IuIEJydW5zY2hlciwgdW1hIGF1dG9yaWRhZGUgbmEgaGFiaWxpZGFkZSBSZXNzdXJyZWnDp8OjbyBkZSBIb23Dum5jdWxvLgpFbGUgw6kgYmFzdGFudGUgZXhjw6pudHJpY28uLi4gbWFzIGFjaG8gcXVlIGVsZSB2YWkgZW5zaW7DoS1sbyBiZW0gc2Ugdm9jw6ogZmFsYXIgY29tIGVsZS4KQWhhaGEuLi4gZmHDp2EgbyBzZXUgbWVsaG9yLg==,,W0tlc2hpYmlhbl0KTGEgcGVyc29uYSBxdWUgbmVjZXNpdGFzIGVuY29udHJhciBlcyBlbCBTci4gQnJ1bnNjaGVyLCB1bmEgYXV0b3JpZGFkIGVuIGxhIGhhYmlsaWRhZCBSZXN1cnJlY2Npw7NuIGRlIEhvbcO6bmN1bG8uCkVzIGJhc3RhbnRlIGV4Y8OpbnRyaWNvLi4uIHBlcm8gY3JlbyBxdWUgdGUgZW5zZcOxYXLDoSBiaWVuIHNpIGhhYmxhcyBjb24gw6lsLgpBaGFoYS4uLiBoYXpsbyBsbyBtZWpvciBxdWUgcHVlZGFzLg==
