AElKAw,,TXVmZg==,,,,,TXVmZg==,,TWFuZ3VpdG8=
oklKAw,,XjMzNTVGRipCenp6IEJ6enoqCipCenp6IEJ6enoqClRoZSBtYWNoaW5lJ3MgdmlicmF0aW9ucwphcmUgYSBiaXQgbW9yZSBzdGFibGUgbm93LgpXaGljaCBzd2l0Y2ggd2lsbCB5b3UgdHJ5P14wMDAwMDA=,,,,,XjMzNTVGRip6dW1iaWRvKgoqenVtYmlkbyoKQXMgdmlicmHDp8O1ZXMgZGEgbcOhcXVpbmEKZXN0w6NvIHVtIHBvdWNvIG1haXMgZXN0w6F2ZWlzIGFnb3JhLgpRdWFsIGFsYXZhbmNhIHZvY8OqIHZhaSBwdXhhcj9eMDAwMDAw,,XjMzNTVGRipCenp6LCBienp6KgoqQnp6eiwgYnp6eioKTGFzIHZpYnJhY2lvbmVzIGRlIGxhIG3DoXF1aW5hCnNvbiB1biBwb2NvIG3DoXMgZXN0YWJsZXMgYWhvcmEuCsK/UXXDqSBpbnRlcnJ1cHRvciBwcm9iYXLDoXM/XjAwMDAwMA==
o0lKAw,,XjMzNTVGRipCenp6eiBCenp6eipeMDAwMDAwCl4zMzU1RkYqQ2xhbmcuLi4hKl4wMDAwMDA=,,,,,Knp1bWJpZG8qCl4wMDAwOTkqQ2xhYWFhbmcuLi4hKl4wMDAwMDA=,,XjMzNTVGRipCenp6eiwgYnp6enoqXjAwMDAwMApeMzM1NUZGKsKhQ2xhbmcuLi4hKl4wMDAwMDA=
pElKAw,,XjMzNTVGRipQenp6eiBQenp6KgoqUHp6enogUHp6eioKVGhlIG1hY2hpbmUgaXMgdmlicmF0aW5nCmZhaXJseSBzdHJvbmdseSBub3cuIFdoaWNoCnN3aXRjaCB3aWxsIHlvdSB0cnk/XjAwMDAwMA==,,,,,XjMzNTVGRipzaWJpbG8qCipzaWJpbG8qCkEgbcOhcXVpbmEgZXN0w6EgdmlicmFuZG8KYmVtIGZvcnRlIGFnb3JhLiBRdWFsCmFsYXZhbmNhIHZvY8OqIHZhaSBwdXhhcj9eMDAwMDAw,,XjMzNTVGRipQenp6eiwgcHp6eioKKlB6enp6LCBwenp6KgpMYSBtw6FxdWluYSBlc3TDoSB2aWJyYW5kbwpiYXN0YW50ZSBmdWVydGUgYWhvcmEuIMK/UXXDqSAKaW50ZXJydXB0b3IgcHJvYmFyw6FzP14wMDAwMDA=
pUlKAw,,XjMzNTVGRlB6enp6eiBQenp6eipeMDAwMDAwCl4zMzU1RkYqQ2xhbmcuLi4hKl4wMDAwMDA=,,,,,XjMzNTVGRnNpYmlsbypeMDAwMDAwCl4zMzU1RkYqQ2xhYWFhbmcuLi4hKl4wMDAwMDA=,,XjMzNTVGRipQenp6enosIHB6enp6Kl4wMDAwMDAKXjMzNTVGRirCoUNsYW5nLi4uISpeMDAwMDAw
pklKAw,,W0Rvcmlhbl0KSXQgc291bmRzIGxpa2UgeW91J3JlCmRvbmUgZml4aW5nIG15IE15c3RpYwpEcnllciBkZSBFbGVnYW5jZS4KV2h5IGRvbid0IHlvdSBjb21lCmJhY2sgc28gSSBjYW4gZXhwbGFpbgpob3cgeW91IGNhbiB1c2UgaXQ/,,,,,W0Rvcmlhbl0KUGFyZWNlIHF1ZSB2b2PDqiBjb25zZWd1aXUKY29uc2VydGFyIG1ldSBBcXVlY2Vkb3IKTXlzdGlxdWUgZGUgRWxlZ2FuY2UuClBvciBxdWUgbsOjbyB2b2x0YQphcXVpIHBhcmEgZXUgZXhwbGljYXIKY29tbyB1c8OhLWxvPw==,,W0Rvcmlhbl0KU3VlbmEgY29tbyBxdWUgZXN0w6FzCnRlcm1pbmFkbyBkZSBhcnJlZ2xhciBtaSBTZWNhZG9yYS4KbcOtc3RpY2EgZGUgbGEgZWxlZ2FuY2lhLgrCv1BvciBxdcOpIG5vIHZ1ZWx2ZXMKcGFyYSBxdWUgdGUgZXhwbGlxdWUKY8OzbW8gdXNhcmxhPw==
p0lKAw,,XjMzNTVGRllvdSBsaWZ0IHRoZSBtYWluCm9wZXJhdGlvbmFsIHN3aXRjaCwKdHVybmluZyBvbiBhIGxpZ2h0IGFuZApvcGVuaW5nIGEgY29udmVuaWVudApzbG90LiBZb3UgaW5zZXJ0IHRoZQp3ZXQgYm9uZCBvZiBkZWJ0Ll4wMDAwMDA=,,,,,XjMzNTVGRlZvY8OqIHB1eGEgYSBhbGF2YW5jYQpwcmluY2lwYWwgZGUgb3BlcmHDp8OjbywKbyBxdWUgYWNlbmRlIHVtYSBsdXogZQphYnJlIHVtYSByYW5odXJhIGRlCmVudHJhZGEuIFZvY8OqIGNvbG9jYSBvCnJlY2libyBtb2xoYWRvLl4wMDAwMDA=,,XjMzNTVGRkxldmFudGFzIGVsCmludGVycnVwdG9yIG9wZXJhdGl2byBwcmluY2lwYWwsCnNlIGVuY2llbmRlIHVuYSBsdXogeQphYnJlcyB1bmEgcmFudXJhCnByw6FjdGljYS4gSW5zZXJ0YXMgZWwKcGFnYXLDqSBow7ptZWRvLl4wMDAwMDA=
qElKAw,,XjMzNTVGRlRoZSBlbmdpbmUncyBwaXN0b25zCmFuZCBjeWxpbmRlcnMgY2h1cm4Kd2l0aCBhIGxpdmVseSBkaW4sIGFuZAp3aGVuIHRoZSBoZWF0ZXIgc3RvcHMsCnRoZSBzbG90IHJlb3BlbnMuXjAwMDAwMA==,,,,,XjMzNTVGRk9zIHBpc3TDtWVzIGUgY2lsaW5kcm9zCmRvIG1vdG9yIHNlIG1leGVtCnJ1aWRvc2FtZW50ZSwgZQpxdWFuZG8gYSBtw6FxdWluYSBww6FyYSwKYSByYW5odXJhIHNlIHJlYWJyZS5eMDAwMDAw,,XjMzNTVGRkxvcyBwaXN0b25lcyB5IGxvcyBjaWxpbmRyb3MKZGVsIG1vdG9yIHNlIGFnaXRhbgpjb24gdW4gcnVpZG8gZW7DqXJnaWNvLCB5CmN1YW5kbyBsYSBzZWNhZG9yYSBzZSBkZXRpZW5lLApsYSByYW51cmEgc2UgdnVlbHZlIGEgYWJyaXIuXjAwMDAwMA==
qUlKAw,,W3swfV0KU28gdGhpcyBpcyB0aGUgb3JpZ2luYWwKYm9uZCBvZiBkZWJ0IHRoYXQgTXVmZgpsb3N0PyBJdCBsb29rcy4uLiBQZXJmZWN0IQ==,,,,,W3swfV0KRW50w6NvIGVzc2Ugw6kgbyByZWNpYm8KZGUgZW1wcsOpc3RpbW8gcXVlIE11ZmYKcGVyZGV1PyBFc3TDoS4uLiBQZXJmZWl0byE=,,W3swfV0Kwr9FbnRvbmNlcyBlc3RlIGVzIGVsCnBhZ2Fyw6kgb3JpZ2luYWwgcXVlIE11ZmYKcGVyZGnDsz8gwqFTZSB2ZS4uLiBwZXJmZWN0byE=
qklKAw,,WW91IGFscmVhZHkgdXNlZCB0aGlzCm1hY2hpbmUgdG8gcmVzdG9yZSB0aGUKYm9uZCBvZiBkZWJ0LiBUaGVyZSdzIG5vCm5lZWQgdG8gbWVzcyBhcm91bmQKd2l0aCBpdCBhbnkgbG9uZ2VyLg==,,,,,Vm9jw6ogasOhIHVzb3UgZXN0YQptw6FxdWluYSBwYXJhIHJlc3RhdXJhciBvCnJlY2libyBkZSBlbXByw6lzdGltby4gTsOjbyBwcmVjaXNhIG1haXMgZmljYXIgbWV4ZW5kbwpuZWxhLg==,,WWEgdXNhc3RlIGVzdGEKbcOhcXVpbmEgcGFyYSByZXN0YXVyYXIgZWwKcGFnYXLDqS4gTm8gZXMKbmVjZXNhcmlvIHNlZ3VpciBwZXJkaWVuZG8KbcOhcyB0aWVtcG8gY29uIGVzdG8u
q0lKAw,,W0Rvcmlhbl0KV2hvIGFyZSB5b3U/CkRvbid0IHlvdSBkYXJlIGxheQphIGhhbmQgb24gbXkgcHJlY2lvdXMKbWFzdGVycGllY2UgaW52ZW50aW9ucyE=,,,,,W0Rvcmlhbl0KUXVlbSDDqSB2b2PDqj8KTsOjbyBvdXNlIHDDtHIgc3Vhcwptw6NvcyBuYXMgbWluaGFzIHByZWNpb3NhcwppbnZlbsOnw7VlcyE=,,W0Rvcmlhbl0Kwr9RdWnDqW4gZXJlcz8KwqFObyB0ZSBhdHJldmFzIGEgcG9uZXIKdW5hIG1hbm8gZW4gbWlzIHByZWNpYWRvcwppbnZlbnRvcyBtYWdpc3RyYWxlcyEg
rElKAw,,SWJyYWhpbQ==,,,,,SWJyYWhpbQ==,,SWJyYWhpbQ==
rUlKAw,,W0licmFoaW1dClBzc3QsIGFkdmVudHVyZXIhCllvdSdyZSB7MH0sIHJpZ2h0PwpUaGVyZSdzIHNvbWV0aGluZwpJJ2QgbGlrZSB0byBkaXNjdXNzCndpdGggeW91IGluIHByaXZhdGUh,,,,,W0licmFoaW1dClBzaXUsIGF2ZW50dXJlaXJvIQpWb2PDqiDDqSB7MH0sIGNlcnRvPwpUZW0gdW1hIGNvaXNhIHF1ZQpxdWVybyBkaXNjdXRpciBjb20Kdm9jw6ogZW0gcGFydGljdWxhciE=,,W0licmFoaW1dCsKhUHNzLCB0cm90YW11bmRvcyEKRXJlcyB7MH0sIMK/dmVyZGFkPwpIYXkgYWxnbwpxdWUgbWUgZ3VzdGFyw61hIGhhYmxhcgpjb250aWdvIGVuIHByaXZhZG8u
rklKAw,,W0licmFoaW1dCllvdSdyZSBjYXJyeWluZyB0b28gbXVjaApzdHVmZiB3aXRoIHlvdS4gRHVtcCBpdAppbiBLYWZyYSBTdG9yZ2UsIHNlbGwgaXQsCmRyb3AgaXQsIHdoYXRldmVyLCBiZWZvcmUKeW91IGNvbWUgdGFsayB0byBtZSwgb2theT8=,,,,,W0licmFoaW1dClZvY8OqIGVzdMOhIGNhcnJlZ2FuZG8gY29pc2FzCmRlbWFpcyBjb20gdm9jw6ouIERlaXhlLWFzCm5vIEFybWF6w6ltIEthZnJhLCB2ZW5kYS1hcywKbGFyZ3VlLWFzIG91IHNlaSBsw6EgbWFpcyBvIHF1w6osCmFudGVzIGRlIHZpciBmYWxhciBjb21pZ28sIGNlcnRvPw==,,W0licmFoaW1dCkxsZXZhcyBkZW1hc2lhZGFzCmNvc2FzLiBEw6lqYWxhcwplbiBlbCBBbG1hY8OpbiBkZSBLYWZyYSwgdsOpbmRlbGFzLAp0w61yYWxhcywgbG8gcXVlIHNlYSwgYW50ZXMgZGUKdmVuaXIgYSBoYWJsYXIgY29ubWlnbywgwr9lc3TDoSBiaWVuPw==
r0lKAw,,W0licmFoaW1dCkhhdmUgeW91IGhlYXJkIG9mIHRoZQpGb3VyIEN1cnNlZCBKZXdlbHM/CkkgaGVhciB0aGF0IG9uZSBvZiB0aGVtLAp0aGUgRGlhbW9uZCBvZiBEZXN0cnVjdGlvbiwKanVzdCBhcHBlYXJlZCByZWNlbnRseS4KV2hhdCBJJ2QgZG8gdG8gZmluZCBpdC4uLg==,,,,,W0licmFoaW1dClZvY8OqIGrDoSBvdXZpdSBmYWxhciBkYXMKUXVhdHJvIErDs2lhcyBNYWxkaXRhcz8KT3V2aSBkaXplciBxdWUgdW1hIGRlbGFzLApvIERpYW1hbnRlIGRhIERlc3RydWnDp8OjbywKYXBhcmVjZXUgcmVjZW50ZW1lbnRlLgpBaCwgbyBxdWUgZXUgZmFyaWEgcGFyYSBlbmNvbnRyw6EtbG8uLi4=,,W0licmFoaW1dCsK/T8Otc3RlIGhhYmxhciBkZSBsYXMKY3VhdHJvIEpveWFzIG1hbGRpdGFzPwpPw60gcXVlIHVuYSBkZSBlbGxhcywKZWwgRGlhbWFudGUgZGUgbGEgZGVzdHJ1Y2Npw7NuLAphcGFyZWNpw7MgaGFjZSBwb2NvLgpMbyBxdWUgaGFyw61hIHBhcmEgZW5jb250cmFybG8uLi4=
sElKAw,,W0licmFoaW1dCnswfSwgcmlnaHQ/CkRvbid0IGJlIHRvbyBzdXByaXNlZC4KSSd2ZSBoZWFyZCBvZiB5b3UgaGVyZQphbmQgdGhlcmUuIEhlaCBoZWh+IQ==,,,,,W0licmFoaW1dCnswfSwgY2VydG8/Ck7Do28gZmlxdWUgdMOjbyBzdXJwcmVzby4KSsOhIG91dmkgZmFsYXIgZGUgdm9jw6ogCnBvciBhw60uIEhlIGhlIQ==,,W0licmFoaW1dCnswfSwgwr92ZXJkYWQ/Ck5vIHRlIHNvcnByZW5kYXMgZGVtYXNpYWRvLgpPw60gaGFibGFyIGRlIHRpCnBvciB0b2RvcyBsYWRvcy4gwqFKZSwgamV+IQ==
sUlKAw,,SG93IGNhbiBJIGhlbHAgeW91Pw==,,,,,RW0gcXVlIHBvc3NvIGFqdWRhcj8=,,wr9Dw7NtbyBwdWVkbyBheXVkYXJ0ZT8=
sklKAw,,V2hhdCdkIHlvdSBoZWFyPw==,,,,,TyBxdWUgdm9jw6ogb3V2aXU/,,wr9RdcOpIGhhcyBvw61kbz8=
s0lKAw,,W0licmFoaW1dCkkgd2FudGVkIHRvIGFzayB5b3UgYWJvdXQKdGhlIEZvdXIgQ3Vyc2VkIEpld2Vscy4KQWxsIHRoZSBtZXJjaGFudHMgaW4gdGhlCmFyZWEgYXJlIHRhbGtpbmcgYWJvdXQgdGhlbS4KQW55d2F5LCBJIHdhcyBhYmxlIHRvIG9idGFpbgp0aGUgRGlhbW9uZCBvZiBEZXN0cnVjdGlvbiE=,,,,,W0licmFoaW1dClF1ZXJvIHBlcmd1bnRhciBzb2JyZQphcyBRdWF0cm8gSsOzaWFzIE1hbGRpdGFzLgpUb2RvcyBvcyBtZXJjYWRvcmVzIGRhcXVpCmVzdMOjbyBmYWxhbmRvIG5lbGFzLgpFbmZpbSwgY29uc2VndWkgb2J0ZXIKbyBEaWFtYW50ZSBkYSBEZXN0cnVpw6fDo28h,,W0licmFoaW1dClF1ZXLDrWEgcHJlZ3VudGFydGUgc29icmUKbGFzIGN1YXRybyBKb3lhcyBtYWxkaXRhcy4KVG9kb3MgbG9zIGNvbWVyY2lhbnRlcyBkZSBsYQp6b25hIGhhYmxhbiBkZSBlbGxhcy4KRGUgdG9kb3MgbW9kb3MsIHB1ZGUgY29uc2VndWlyCmVsIERpYW1hbnRlIGRlIGxhIGRlc3RydWNjacOzbi4=
tElKAw,,W3swfV0KKF42NjY2NjZIbW0uLi4gSGUgbWlnaHQKYmUgdGFsa2luZyBhYm91dCB0aGF0Cmpld2VsIE11ZmYgZ2F2ZSB0byBCZWxkZXIKYXMgY29sbGF0ZXJhbCBmb3IgaGlzIGRlYnQuXjAwMDAwMCk=,,,,,W3swfV0KKF42NjY2NjZIdW0uLi4gVGFsdmV6IGVsZQplc3RlamEgZmFsYW5kbyBkYXF1ZWxhCmrDs2lhIHF1ZSBNdWZmIGRldSBwYXJhIEJlbGRlcgpjb21vIGdhcmFudGlhIGRlIGVtcHLDqXN0aW1vLl4wMDAwMDAp,,W3swfV0KKF42NjY2NjZNbW0uLi4gUG9kcsOtYQplc3RhciBoYWJsYW5kbyBkZSBsYQpqb3lhIHF1ZSBNdWZmIGxlIGRpbyBhIEJlbGRlcgpjb21vIGdhcmFudMOtYSBwb3Igc3UgZGV1ZGFeMDAwMDAwKS4=
tUlKAw,,W0licmFoaW1dCkkgcGFpZCBhIGhlZnR5IHN1bSBmb3IgaXQsCmJ1dCB0aGVuIEkgbG9zdCBpdCBhZnRlcgpqdXN0IGEgZmV3IGRheXMuIEkga2VwdCBpdAp1bmRlciBoaWdoIHNlY3VyaXR5LCBidXQKdGhhdCBkaWRuJ3Qgc3RvcCB0aGUgdGhpZWYuLi4=,,,,,W0licmFoaW1dClBhZ3VlaSB1bWEgYm9hIHF1YW50aWEgcG9yIGVsZSwKbWFzIGFjYWJhcmFtIGxldmFuZG8tbwphbGd1bnMgZGlhcyBkZXBvaXMuIEV1IG8gZGVpeGVpCnNvYiBncmFuZGUgc2VndXJhbsOnYSwgbWFzCmlzc28gbsOjbyBkZXRldmUgbyBsYWRyw6NvLi4u,,W0licmFoaW1dClBhZ3XDqSB1bmEgc3VtYSBjb25zaWRlcmFibGUgcG9yIMOpbCwKcGVybyBsbyBwZXJkw60gdW5vcwpwb2NvcyBkw61hcyBkZXNwdcOpcy4gTG8gZ3VhcmTDqSAKZW4gdW4gbHVnYXIgbXV5IHNlZ3VybywgcGVybwplc28gbm8gZGV0dXZvIGFsIGxhZHLDs24uLi4=
tklKAw,,W0licmFoaW1dCkl0J3MgYSByaXNreSBqb2IsIGJ1dApJIHdhbnQgdG8gZW1wbG95IHlvdSB0bwpmaW5kIHdoZXJlIG15IGRpYW1vbmQgd2VudC4KSXQnZCBiZSBiZXN0IGlmIHlvdSBjb3VsZCBnZXQKaXQgYmFjaywgYnV0IEkgY2FuIHVuZGVyc3RhbmQKaWYgeW91IGNhbid0LiBZb3UgdXAgZm9yIGl0Pw==,,,,,W0licmFoaW1dCsOpIHVtIHRyYWJhbGhvIGFycmlzY2FkbywgbWFzCnF1ZXJvIGNvbnRyYXRhciB2b2PDqiBwYXJhCmRlc2NvYnJpciBvbmRlIGZvaSBwYXJhciBtZXUgZGlhbWFudGUuClNlcmlhIG1lbGhvciBzZSB2b2PDqiBvCnJlY3VwZXJhc3NlLCBtYXMgdm91IGVudGVuZGVyCnNlIG7Do28gY29uc2VndWlyLiBFbnTDo28sIHZvY8OqIHRvcGE/,,W0licmFoaW1dCkVzIHVuIHRyYWJham8gYXJyaWVzZ2FkbywgcGVybwpxdWllcm8gY29udHJhdGFydGUgcGFyYSBxdWUKYXZlcmlnw7xlcyBhIGTDs25kZSBmdWUgYSBwYXJhciBtaSBkaWFtYW50ZS4KU2Vyw61hIG1lam9yIHNpIHB1ZGllcmFzCnJlY3VwZXJhcmxvLCBwZXJvIGVudGllbmRvCnNpIG5vIHB1ZWRlcyBoYWNlcmxvLiDCv1RlIGFuaW1hcz8=
t0lKAw,,U3VyZSwgSSdsbCBoZWxwIHlvdS4=,,,,,Q2xhcm8sIGV1IGFqdWRvIHZvY8OqLg==,,Q2xhcm8sIHRlIGF5dWRhcsOpLg==
uElKAw,,Tm8sIHNvcnJ5Lg==,,,,,TsOjbywgZGVzY3VscGUu,,Tm8sIGxvIHNpZW50by4=
uUlKAw,,W0licmFoaW1dCkdyZWF0ISBJIGtuZXcgaXQgd2FzCmEgZ29vZCBpZGVhIHRvIGZpbmQgeW91LgpUaGUgdGhpZWYgZGlkbid0IGxlYXZlIGFueQpjbHVlcywgYnV0IGhlIHNob3VsZCBoYXZlCnNvbWUgcHJvYmxlbXMgc2VsbGluZyB0aGUgZ2VtLgpJdCdzIG9uZSBvZiBhIGtpbmQsIHlvdSBrbm93Lg==,,,,,W0licmFoaW1dCsOTdGltbyEgU2FiaWEgcXVlIGVyYQp1bWEgYm9hIGlkw6lpYSBmYWxhciBjb20gdm9jw6ouCk8gbGFkcsOjbyBuw6NvIGRlaXhvdSBuZW5odW1hCnBpc3RhLCBtYXMgY29tIGNlcnRlemEgdmFpCnRlciBwcm9ibGVtYXMgcGFyYSB2ZW5kZXIgYSBqw7NpYS4KRWxhIMOpIMO6bmljYSwgc2FiZT8=,,W0licmFoaW1dCsKhR2VuaWFsISBTYWLDrWEgcXVlIGVyYQp1bmEgYnVlbmEgaWRlYSBidXNjYXJ0ZS4KRWwgbGFkcsOzbiBubyBkZWrDsyAKcGlzdGFzLCBwZXJvIG5vIGxlIHNlcsOhIGbDoWNpbAp2ZW5kZXIgbGEgZ2VtYS4KRXMgcXVlIGVzIMO6bmljYSBlbiBzdSB0aXBvLg==
uklKAw,,W0licmFoaW1dClZpc2l0aW5nIHRoZSBsYXJnZQpqZXdlbHJ5IHNob3BzIGluIHRoZQpSdW5lLU1pZGdhcmQgS2luZ2RvbQp3b3VsZCBiZSBhIGdvb2Qgc3RhcnQuClRoZWlyIG1lcmNoYW50cyBrbm93IHRoZQptb3N0IGFib3V0IHRob3NlIGpld2Vscy4=,,,,,W0licmFoaW1dClZpc2l0YXIgYXMgZ3JhbmRlcwpqb2FsaGVyaWFzIG5vClJlaW5vIGRlIFJ1bmUtTWlkZ2FyZApzZXJpYSB1bSBib20gY29tZcOnby4KT3MgbWVyY2Fkb3JlcyBkZWxhcyBzYWJlbQptYWlzIHNvYnJlIGVzc2FzIGrDs2lhcy4=,,W0licmFoaW1dClZpc2l0YXIgbGFzIGdyYW5kZXMKam95ZXLDrWFzIGRlbApyZWlubyBkZSBSdW5lLU1pZGdhcmQKc2Vyw61hIHVuIGJ1ZW4gY29taWVuem8uClN1cyBjb21lcmNpYW50ZXMgc2FiZW4KdG9kbyBzb2JyZSBlc2FzIGpveWFzLg==
u0lKAw,,W0licmFoaW1dClRoZSB0aGllZiB3aWxsIGFsc28gaGF2ZQp0byBzZWxsIHRoZSBqZXdlbCB0byBhIGpld2VsZXIKdGhhdCBjYW4gYWZmb3JkIGFzdHJvbm9taWNhbApwcmljZXMuIFRoZXJlIGFyZSB0aHJlZSBiaWcKbG9jYXRpb25zIHlvdSBzaG91bGQgY2hlY2su,,,,,W0licmFoaW1dCk8gbGFkcsOjbyB0YW1iw6ltIHRlcmlhIGRlCnZlbmRlciBhIGxvamEgYSB1bSBqb2FsaGVpcm8KcXVlIHB1ZGVzc2UgcGFnYXIgdW0gcHJlw6dvIG11aXRvCmFsdG8uIEjDoSB0csOqcyBncmFuZGVzCmxvY2FpcyBxdWUgdm9jw6ogZGV2ZSB2ZXJpZmljYXIu,,W0licmFoaW1dCkVsIGxhZHLDs24gdGFtYmnDqW4gdGVuZHLDoSAKcXVlIHZlbmRlciBsYSBqb3lhIGEgdW4gam95ZXJvCnF1ZSBzZWEgY2FwYXogZGUgcGFnYXIKdW4gcHJlY2lvIGFzdHJvbsOzbWljby4gSGF5IHRyZXMgZ3JhbmRlcwpsdWdhcmVzIHF1ZSBkZWJlcsOtYXMgcmV2aXNhci4=
vElKAw,,W0licmFoaW1dCkZpbmQgXjAwMDBGRkpob25uaXRhXjAwMDAwMCBpbiBBbGJlcnRhLApeMDAwMEZGS2ltZXVuYmFuZ14wMDAwMDAgaW4gUGF5b24sIGFuZApeMDAwMEZGTGVibG9eMDAwMDAwIGluIEdlZmZlbi4gVGhleSB3YW50ZWQKdGhhdCBkaWFtb25kIGJhZGx5IHRvbywgc28KdGhleSdsbCByZW1lbWJlciBpZiB0aGV5CmhlYXJkIGFueSBjbHVlcyBhYm91dCBpdC4=,,,,,W0licmFoaW1dCkVuY29udHJlIF4wMDAwRkZKaG9ubml0YV4wMDAwMDAgZW0gQWxiZXJ0YSwgXjAwMDBGRktpbWV1bmJhbmdeMDAwMDAwIGVtIFBheW9uIGUgXjAwMDBGRkxlYmxvXjAwMDAwMCBlbSBHZWZmZW4uIEVsZXMgdGFtYsOpbSAgcXVlcmlhbSBtdWl0byBvIGRpYW1hbnRlLCBlbnTDo28KZGV2ZW0gc2UgbGVtYnJhciBzZQp0aXZlcmVtIGFsZ3VtYSBwaXN0YSBkZWxlLg==,,W0licmFoaW1dCkJ1c2NhIF4wMDAwRkZKaG9ubml0YV4wMDAwMDAgZW4gQWxiZXJ0YSwKXjAwMDBGRktpbWV1bmJhbmdeMDAwMDAwIGVuIFBheW9uIHkKXjAwMDBGRkxlYmxvXjAwMDAwMCBlbiBHZWZmZW4uIFRhbWJpw6luIGVzdGFiYW4gCmxvY29zIHBvciBlc2UgZGlhbWFudGUsIGFzw60gcXVlCmxvIHJlY29yZGFyw6FuIHNpCm95ZXJvbiBhbGd1bmEgcGlzdGEgYWwgcmVzcGVjdG8u
vUlKAw,,W0licmFoaW1dClBsZWFzZSBkb24ndCBsZXQgdGhlbQprbm93IEkndmUgaGlyZWQgeW91IHRvCmludmVzdGlnYXRlIHRoYXQgZGlhbW9uZC4KVGhleSB3b24ndCBzcGVhayB0byB5b3UKaWYgdGhleSBmaWd1cmUgb3V0IHRoYXQKSSd2ZSBzZW50IHlvdSB0byB0aGVtLg==,,,,,W0licmFoaW1dClBvciBmYXZvciwgbsOjbyBvcyBkZWl4ZQpzYWJlciBxdWUgY29udHJhdGVpIHZvY8OqIHBhcmEKaW52ZXN0aWdhciBvIGRpYW1hbnRlLgpFbGVzIG7Do28gdsOjbyBmYWxhcgpzZSBwZXJjZWJlcmVtIHF1ZQpmdWkgZXUgcXVlIG1hbmRlaSB2b2PDqi4=,,W0licmFoaW1dCk5vIGxlcyBkaWdhcyBxdWUKdGUgY29udHJhdMOpIHBhcmEKcmFzdHJlYXIgZXNlIGRpYW1hbnRlLgpObyB0ZSBoYWJsYXLDoW4Kc2kgc2UgZGFuIGN1ZW50YSBkZSBxdWUKdGUgZW52acOpIGNvbiBlbGxvcy4=
vklKAw,,W0licmFoaW1dCldlbGwsIEknbGwgYmUgcmlnaHQKaGVyZS4gSSBob3BlIHlvdSBjb21lCmJhY2sgd2l0aCBzb21lIGdvb2QgbmV3cy4=,,,,,W0licmFoaW1dCkJlbSwgZXN0YXJlaSBiZW0KYXF1aS4gRXNwZXJvIHF1ZSB2b2PDqiAKdm9sdGUgY29tIGJvYXMgbm90w61jaWFzLg==,,W0licmFoaW1dCkJ1ZW5vLCBlc3RhcsOpIGp1c3RvCmFxdcOtLiBFc3Blcm8gcXVlIHZ1ZWx2YXMKY29uIGJ1ZW5hcyBub3RpY2lhcy4=
v0lKAw,,W0licmFoaW1dClJlYWxseT8gSSB3ZW50IHRocm91Z2gKYSBsb3Qgb2YgdHJvdWJsZSB0byBmaW5kCnlvdSwgYnV0Li4uIEkgdW5kZXJzdGFuZC4KSWYgeW91IGhhdmUgYSBjaGFuZ2Ugb2YKaGVhcnQsIEknbGwgYmUgd2lsbGluZyB0bwpoaXJlIHlvdSBmb3IgeW91ciBleHBlcnRpc2Uu,,,,,W0licmFoaW1dCsOpIG1lc21vPyBFdSBmaXogdHVkbyBvCnF1ZSBwb2RpYSBwYXJhIGVuY29udHJhcgp2b2PDqiwgbWFzLi4uIGVudGVuZG8uClNlIHBvciBhY2FzbyB2b2PDqiBtdWRhciBkZQppZMOpaWEsIGVzdGFyZWkgZGlzcG9zdG8gYQpjb250cmF0YXIgdm9jw6ogcG9yIHN1YSBleHBlcmnDqm5jaWEu,,W0licmFoaW1dCsK/RGUgdmVyZGFkPyBUdXZlCm11Y2hvcyBwcm9ibGVtYXMgcGFyYSBlbmNvbnRyYXJ0ZSwKcGVyby4uLiBlbnRpZW5kby4KU2kgY2FtYmlhcyBkZQpvcGluacOzbiwgZXN0YXLDqSBkaXNwdWVzdG8gYQpjb250cmF0YXJ0ZSBwb3IgdHUgZXhwZXJpZW5jaWEu
wElKAw,,W0licmFoaW1dClNvIGl0J3MgdHJ1ZS4uLgpQZW9wbGUgc2F5IHlvdSdyZQpqdXN0IGEgTm92aWNlLCBidXQKeW91IHN0aWxsIGhlbHAgdGhlbQpvdXQgd2l0aCB0aGVpciBwcm9ibGVtcy4=,,,,,W0licmFoaW1dCkVudMOjbywgw6kgdmVyZGFkZS4uLgpPIHBlc3NvYWwgZGl6IHF1ZSwKbWVzbW8gc2VuZG8gdW0gQXByZW5kaXosCnZvY8OqIG9zIGFqdWRhCmNvbSBzZXVzIHByb2JsZW1hcy4=,,W0licmFoaW1dCkFzw60gcXVlIGVzIHZlcmRhZC4uLgpMYSBnZW50ZSBkaWNlIHF1ZSBlcmVzCnByaW5jaXBpYW50ZSwgcGVybwpxdWUgYXVuIGFzw60gbG9zIGF5dWRhcwpjb24gc3VzIHByb2JsZW1hcy4=
